Merchant SKU	Fulfillment Network SKU	ASIN	Title	Reserved Quantity	Reserved: Customer Order	Reserved: FC Transfer	Reserved: FC Processing
MY-WH7624-G7-XL	X000R2XFGZ	B075FR28GQ	Summer Mae Women's Cold Shoulder Jumper XL Light Green	2	0	0	2
MY-WH7622-G0-S	X000R2XNOT	B075FR5716	Summer Mae Women's V Neck Cross Wrap Jumper Knitted Ribbed Front Sweater Top S Grey	3	0	0	3
MY-WH7622-K0-S	X000R2FOOV	B075FQDVS2	Summer Mae Women's V Neck Cross Wrap Jumper Knitted Ribbed Front Sweater Top S Black	8	0	0	8
MY-WH7624-G0-S	X000R2XEWF	B075FMMXJ2	Summer Mae Women's Cold Shoulder Jumper S Grey	2	0	0	2
MY-WH7624-BG-S	X000R2EWQ7	B075FR6QJ2	Summer Mae Women's Cold Shoulder Jumper S Beige	1	0	0	1
MY-WH7624-G0-XL	X000R2803D	B075FQY3BX	Summer Mae Women's Cold Shoulder Jumper XL Grey	2	0	0	2
MY-WH7624-BG-L	X000R2XFFL	B075FQYNL9	Summer Mae Women's Cold Shoulder Jumper L Beige	3	0	0	3
MY-WH7622-K0-XL	X000R2XFGF	B075FQSTN2	Summer Mae Women's V Neck Cross Wrap Jumper Knitted Ribbed Front Sweater Top XL Black	4	0	0	4
MY-WH7622-KH-S	X000R2FES7	B075FQSXJX	Summer Mae Women's V Neck Cross Wrap Jumper Knitted Ribbed Front Sweater Top S Khaki	2	0	0	2
MY-WH7672-G0-L	X000R2EXGL	B075FR316B	Summer Mae Women's Cold Shoulder Knitted Pullover Sweater Top L Grey	1	0	0	1
RE-YZ-BEBD001-R0-S	B07CM3CK9V	B07CM3CK9V	Summer Mae Women Vintage Flounce Leaves Printing High Waisted Bathing Suits Two Piece Bikini Red S (UK 6-8)	2	0	0	2
RE-YZ-BEWS32-K0-2XL	B07CLZQGDL	B07CLZQGDL	Summer Mae Women One Piece High Neck V-Neckline Mesh Ruched Monokini Swimwear Black XXL	2	0	1	1
MY-WH7688-W0-S	X000R2ETN3	B075FQTSV4	Summer Mae Women's Cold Shoulder Side Split Jumper Top S White	1	0	0	1
MY-WH7624-W0-M	X000R2EXMZ	B075FRDJ5H	Summer Mae Women's Cold Shoulder Jumper M White	1	0	0	1
MY-WH7672-W0-M	X000R2XEXT	B075FQYBRW	Summer Mae Women's Cold Shoulder Knitted Pullover Sweater Top M White	2	0	0	2
MY-WH7624-W0-XL	X000R2FOJB	B075FQKHHM	Summer Mae Women's Cold Shoulder Jumper XL White	8	0	0	8
MY-WH7672-W0-XL	X000R280WT	B075FR4WL5	Summer Mae Women's Cold Shoulder Knitted Pullover Sweater Top XL White	1	0	0	1
MY-WH7624-W0-L	X000R2FOJL	B075FRP18D	Summer Mae Women's Cold Shoulder Jumper L White	3	0	0	3
MY-WH7672-K0-S	X000R2FESH	B075FQTN5Y	Summer Mae Women's Cold Shoulder Knitted Pullover Sweater Top S Black	1	0	0	1
MY-WH7688-BG-L	X000R2XEVL	B075FMKBF8	Summer Mae Women's Cold Shoulder Side Split Jumper Top L Beige	1	0	0	1
RE-YZ-BELE001-W0-S	B07CM2B6BD	B07CM2B6BD	Summer Mae Women Vintage Flounce Polka Dot High Waisted Bathing Suits Two Piece Bikini White S (UK 6-8)	2	1	1	0
RE-YZ-BEBD001-R0-M	B07CLYTDDB	B07CLYTDDB	Summer Mae Women Vintage Flounce Leaves Printing High Waisted Bathing Suits Two Piece Bikini Red M (UK 8-10)	1	0	0	1
MY-WH7624-R0-M	X000R2XEWZ	B075FR3DRR	Summer Mae Women's Cold Shoulder Jumper M Red	3	0	0	3
MY-WH7688-B0-M	X000R28033	B075FRDV2R	Summer Mae Women's Cold Shoulder Side Split Jumper Top M Grey	1	0	0	1
TX-55554-BO-2XL	B078NLNLRQ	B078NLNLRQ	Mocotono Men's Crew Collar Short Sleeve T-Shirt Blue Small	1	0	0	1
TX-55554-GO-3XL	B078NK245X	B078NK245X	Mocotono Men's Crew Collar Short Sleeve T-Shirt Green Medium	1	0	0	1
TX-55554-KO-2XL	B078NLC7WQ	B078NLC7WQ	Mocotono Men's Crew Collar Short Sleeve T-Shirt Black Small	1	0	0	1
TX-55554-GO-2XL	B078NMR4X3	B078NMR4X3	Mocotono Men's Crew Collar Short Sleeve T-Shirt Green Small	1	0	0	1
XZ-BS-013GR2-S	X000QPNY9L	B01M0CR4EK	Summer Mae Women's Warm Plush Soft Sole Indoor Slipper	1	0	0	1
XZ-BS-HMMX360-GR-3637	X000Q4VGBP	B01N8PE78Y	Summer Mae Women Animal Sheep House Shoes Indoor/Outdoor Fluffy Boot Slippers	4	0	0	4
XZ-BS-PW-2001-N0-36	X000Q6PCM7	B01N1S6RRW	Summer Mae Women Winter Boots Knit Patchwork Warm Snow Shoes Casual	3	0	0	3
XZ-BS-013WH3-S	X000QPNXYR	B01M0131LI	Summer Mae Women's Warm Plush Soft Sole Indoor Slipper	7	0	0	7
XZ-BS-013PI3-S	X000QLKPU1	B01M4QQA9K	Summer Mae Women's Warm Plush Soft Sole Indoor Slipper	1	0	0	1
XZ-BS-HMMX360-GR-4041	X000Q4U1HZ	B01N3XXG1T	Summer Mae Women Animal Sheep House Shoes Indoor/Outdoor Fluffy Boot Slippers	12	0	0	12
XZ-BS-HMMF360-BE-L	X000QM76CZ	B01N3L1AIZ	Summer Mae Womens/Mens Stitched Faux Suede Faux Fleece Lined Clog Slippers	1	0	0	1
XZ-WH150903-G2-3738	X000QZR4AV	B075D7D1S1	Summer Mae Women's Knit Faux Fur Linning Slippers With Horn Button	11	0	0	11
XZ-BS-ZQ7032-B0-24	X000QSVPFX	B01N3OVPP5	Summer Mae Women's Cheerful Mario Warm House Slippers Booties	9	0	0	9
XZ-WH150903-G1-3536	X000QZR6NV	B075D85KM5	Summer Mae Women's Knit Faux Fur Linning Slippers With Horn Button	2	0	0	2
XZ-BS-ZQCB3056-E0-24	X000R5MDDX	B01N2JHQGV	Summer Mae Women's Cute Cat Warm House Slippers Booties	2	0	0	2
XZ-BS-ZQCB3056-R2-24	X000QPQF1P	B01MQLQYKR	Summer Mae Women's Cute Cat Warm House Slippers Booties	1	0	0	1
XZ-BS-ZQ7032-K0-28	X000QSUWO3	B01MRGTJF3	Summer Mae Women's Cheerful Mario Warm House Slippers Booties	1	0	0	1
XZ-BS-ZQ7032-K0-24	X000QSUQR1	B01MRGTK3G	Summer Mae Women's Cheerful Mario Warm House Slippers Booties	4	0	0	4
XZ-WH150903-GR-3738	X000QZR59B	B075CZ5BNK	Summer Mae Women's Knit Faux Fur Linning Slippers With Horn Button	1	0	1	0
XZ-WH150903-G2-3940	X000QZO373	B075D9M8H4	Summer Mae Women's Knit Faux Fur Linning Slippers With Horn Button	4	0	0	4
XZ-BS-ZQCB3056-B0-28	X000R5NGFH	B01MYPF70O	Summer Mae Women's Cute Cat Warm House Slippers Booties	9	0	0	9
XZ-WH1509-B0-3940	X000QZO41D	B075D4T7JT	Summer Mae Women's Warm Plush Leopard Slippers with Ribbon Bowknot	2	0	0	2
XZ-BS-ZQCB3056-R1-28	X000R5MDBF	B01MRN2YFV	Summer Mae Women's Cute Cat Warm House Slippers Booties	5	0	0	5
XZ-WH1509-Y0-3536	X000QZR587	B075D1Z8VQ	Summer Mae Women's Warm Plush Leopard Slippers With Ribbon Bowknot	4	0	0	4
XZ-WH1509-B0-3536	X000QZO477	B075DD2ZZY	Summer Mae Women's Warm Plush Leopard Slippers With Ribbon Bowknot	6	0	0	6
XZ-WH150903-P0-3536	X000R005LZ	B075D4FC9J	Summer Mae Women's Knit Faux Fur Linning Slippers With Horn Button	11	0	0	11
XZ-BS-YG7223Co4243	X000QS9L8B	B01M0OETK1	Summer Mae Vintage Arctic Solid Indoor Boot Slippers	3	1	0	2
XZ-WH1509-W0-3738	X000QZR591	B075D512BH	Summer Mae Women's Warm Plush Leopard Slippers With Ribbon Bowknot	4	0	0	4
XZ-WH1509-W0-3536	X000R07RJN	B075D4WP3Z	Summer Mae Women's Warm Plush Leopard Slippers with Ribbon Bowknot	3	0	0	3
XZ-WH150903-GR-3536	X000QZR6OZ	B075CZ2YNY	Summer Mae Women's Knit Faux Fur Linning Slippers With Horn Button	15	0	0	15
XZ-BS-YG7223Da4445	X000R23Z5L	B01LZDHMA7	Summer Mae Vintage Arctic Solid Indoor Boot Slippers	5	0	0	5
XZ-BS-YG7223Co4445	X000QS9KEB	B01LZDHSE8	Summer Mae's Vintage Arctic Solid Indoor Boot Slippers	39	0	0	39
XZ-BS-YG7223Da4243	X000QXJZ0F	B01LZ1VBJE	Summer Mae Vintage Arctic Solid Indoor Boot Slippers	4	0	0	4
XZ-WHMX006-R0-S	X000QYIOMJ	B075DD8M7Z	Summer Mae Women's Knit Fleece Slippers Striped Warm Fur Lined Boots	6	0	0	6
XZ-WH6606-BR-39	X000R0DXIR	B07546TF8G	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers 6 UK Brown	2	0	0	2
XZ-WH6606-R0-38	X000R0MIZB	B07545N3Q5	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers 5 UK Red	2	0	0	2
XZ-WH6606-P0-35	X000R0MIYR	B07541F7QC	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers 3 UK Pink	2	0	0	2
XZ-WH6606-R0-35	X000R0DXJ1	B07541JWHK	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers 3 UK Red	10	0	0	10
XZ-WH6606-ZL-35	X000R0G6FJ	B07542R99S	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers 3 UK Dark Blue	4	0	0	4
XZ-WH6606-C0-38	X000R0DXI7	B07545GZJJ	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers 5 UK Coffee	1	0	0	1
XZ-WH6606-C0-37	X000R0MIYH	B07545QCLC	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers 4 UK Coffee	2	0	0	2
XZ-WH6606-R0-39	X000R0G6GX	B07541F9CF	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers 6 UK Red	4	0	0	4
XZ-WH6606-R0-37	X000R0X09J	B07544T8S1	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers 4 UK Red	5	0	0	5
XZ-WHMX006-G0-L	X000QYNNFH	B075D6DJGX	Summer Mae Women's Knit Fleece Slippers Striped Warm Fur Lined Boots	1	0	0	1
XZ-WH6606-K0-35	X000R0DXD7	B07545N2FV	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers 3 UK Black	5	0	0	5
XZ-WH6606-C0-35	X000R0DXCX	B07545TD18	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers 3 UK Coffee	8	0	0	8
XZ-WH6606-ZL-36	X000R0G6FT	B07545XZJY	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers 3.5 UK Dark Blue	6	0	0	6
XZ-WH6606-P0-40	X000R0X08P	B07545L9QH	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers Pink 7 UK 7 UK Pink	1	0	0	1
XZ-WH6606-K0-36	X000R0G6G3	B07545TX8S	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers Black 3.5 UK 3.5 UK Black	3	0	0	3
XZ-WHBH004-P0-3839	X000R01IN9	B075D4X29W	Summer Mae Women's Indoor Slipper Boots With Star Cartoon Printed and Pom Poms, Pink, 5-6 UK	4	0	0	4
XZ-WH6606-K0-37	X000R0G6OF	B07541F41Z	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers 4 UK Black	3	0	0	3
XZ-WH6606-BR-36	X000R0G6GD	B07541KCSH	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers 3.5 UK Brown	1	0	0	1
XZ-WHMX006-R0-L	X000QYND4D	B075D8QMDM	Summer Mae Women's Knit Fleece Slippers Striped Warm Fur Lined Boots	5	0	0	5
XZ-WH6606-C0-36	X000R0MHKH	B07545XZJT	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers 3.5 UK Coffee	9	0	0	9
XZ-WHBH004-B0-4041	X000QYNPL9	B075D7R3MX	Summer Mae Women's Indoor Slipper Boots With Star Cartoon Printed and Pom Poms, Blue, 7-8 UK	6	0	0	6
XZ-WH6606-BR-40	X000R0DXDR	B07545D76P	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers 7 UK Brown	3	0	0	3
XZ-WH6606-BR-37	X000R0DXDH	B07546CC9L	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers 4 UK Brown	7	0	0	7
XZ-WHMX006-G0-S	X000QYML69	B075D4R6B4	Summer Mae Women's Knit Fleece Slippers Striped Warm Fur Lined Boots	1	0	0	1
XZ-WH6606-K0-39	X000R0MHK7	B07545G7FW	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers Black 6 UK 6 UK Black	2	0	0	2
XZ-WH6606-R0-40	X000R0WAZJ	B07546N57Z	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers 7 UK Red	3	0	0	3
XZ-WH6606-R0-36	X000R0WAZT	B07541FHLB	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers 3.5 UK Red	7	0	0	7
XZ-WHMX006-R0-M	X000QYIOJH	B075D87GRR	Summer Mae Women's Knit Fleece Slippers Striped Warm Fur Lined Boots	1	0	0	1
XZ-WH6606-ZL-37	X000R0WAYZ	B07546CN45	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers 4 UK Dark Blue	15	0	0	15
XZ-WH6606-K0-40	X000R0GU05	B075466RWL	Summer Mae Women's Faux Fur Suede Lined Slip On Flat Moccasins Cozy Slippers Black 7 UK 7 UK Black	1	0	0	1
YZ-BE5129-K0YH-L	B07CNG7G7K	B07CNG7G7K	Summer Mae Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Black Floral UK 6-8	1	0	0	1
YZ-BE5129-G0YH-L	B07CLSPV2K	B07CLSPV2K	Summer Mae Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Yellow Floral UK 6-8	1	0	0	1
YZ-BE5129-G0-L	B07CLVP7DQ	B07CLVP7DQ	Summer Mae Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Green UK 6-8	1	0	0	1
YZ-BE5129-K0-3XL	B07CLSGRWY	B07CLSGRWY	Summer Mae Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Black UK 18-20	1	0	0	1
YZ-BE5129-ZLYH-M	B07CLVGYTP	B07CLVGYTP	Summer Mae Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Navy Floral UK 4-6	1	0	0	1
YZ-BE5129-ZLYH-XL	B07CLWMKNT	B07CLWMKNT	Summer Mae Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Navy Floral UK 10-12	2	1	0	1
YZ-BE5506-ZL-XS	B07CKT5ZQB	B07CKT5ZQB	Summer Mae Striped Racerback Tankini with Swim Briefs Two Piece Swimsuit for Women Dark Blue XS	1	0	0	1
YZ-BEC19P-OR-XL	B07CN191W4	B07CN191W4	Summer Mae Women's Two Pieces Bikini Set Twist Halter Bandeau Orange XL	1	0	0	1
YZ-BEHY025-K0-L	B07CM7JVWW	B07CM7JVWW	Summer Mae Women's One Piece Ruffle Swimwear Backless Cross Monokini Black L	1	0	1	0
YZ-BETW32-PI-S	B07C2535TF	B07C2535TF	Summer Mae Women's Sexy Detachable Padded Cutout Push up Striped Bikini Set Two Piece Swimsuit Pink Strip S	1	0	0	1
YZ-BETW32-KTW-M	B07C219DGR	B07C219DGR	Summer Mae Women's Sexy Detachable Padded Cutout Push up Striped Bikini Set Two Piece Swimsuit Black Strip M	1	0	0	1
YZ-BETW32-KTW-XL	B07CBV5V9J	B07CBV5V9J	Summer Mae Women's Sexy Detachable Padded Cutout Push up Striped Bikini Set Two Piece Swimsuit Black Strip XL	1	0	0	1
YZ-BETW32-KTW-S	B07C1P3KBF	B07C1P3KBF	Summer Mae Women's Sexy Detachable Padded Cutout Push up Striped Bikini Set Two Piece Swimsuit Black Strip S	1	1	0	0
YZ-BETW32-BTW-M	B07CBVSYCH	B07CBVSYCH	Summer Mae Women's Sexy Detachable Padded Cutout Push up Striped Bikini Set Two Piece Swimsuit Blue Strip M	2	1	0	1
YZ-BETW32-PI-L	B07CF83XC5	B07CF83XC5	Summer Mae Women's Sexy Detachable Padded Cutout Push up Striped Bikini Set Two Piece Swimsuit Pink Strip L	1	0	0	1
YZ-BETW32-PI-XL	B07CBVQLVX	B07CBVQLVX	Summer Mae Women's Sexy Detachable Padded Cutout Push up Striped Bikini Set Two Piece Swimsuit Pink Strip XL	1	0	0	1
YZ-BS-5505DaXL	X000NJNHDN	B0154PQ95K	Summer Mae Women's Tankini Striped Vintage Swim Dress (Navy X-Large)	2	0	0	2
YZ-BS-5505DaXS	X000NPKCN5	B00YAIA008	Summer Mae Women's Tankini Striped Vintage Swim Dress (Navy X-Small)	1	0	0	1
YZ-BS-1580-K0-M	X000NI6SE9	B01NBES3YP	Summer Mae Women's Vintage Baroque Printed Ethnic Style Loose Casual Tunic Dress	1	0	0	1
YZ-BS-5505K0-M	X000PN9VY1	B071LFK69M	Summer Mae Women's Tankini Striped Vintage Swim Dress (Black Medium)	1	0	1	0
YZ-BS-5505DaS	X000NJNHA1	B013OSTD48	Summer Mae Women's Tankini Striped Vintage Swim Dress (Navy Small)	2	0	0	2
YZ-BS-5505DaXXL	X000NJNHR9	B017JO0OBE	Summer Mae Women's Tankini Striped Vintage Swim Dress (Navy XX-Large)	4	0	0	4
YZ-BS-5505K0-S	X000PM3KVR	B071F8K78X	Summer Mae Women's Tankini Striped Vintage Swim Dress (Black Small)	1	0	0	1
YZ-BEYF182-R0-XXL	B07BF4PZNM	B07BF4PZNM	Summer Mae Maternity Swimsuit Printing Tankini Halter Top Red XXL	1	1	0	0
YZ-BS-1580-NB-3XL	X000NIK4LH	B01MXSFHMN	Summer Mae Women's Vintage Baroque Printed Ethnic Style Loose Casual Tunic Dress	1	1	0	0
YZ-BS-5505Da0L	X000NK54N3	B013OSTKN2	Summer Mae Women's Tankini Striped Vintage Swim Dress (Navy Large)	1	0	0	1
YZ-BS-5505LbL	X000NOYDHH	B01G3JENB8	Summer Mae Women's Tankini Striped Vintage Swim Dress (Light Blue Large)	1	0	0	1
YZ-BEYF184-B0-S	B07BF3YL3D	B07BF3YL3D	Summer Mae Maternity Tankini Two Piece Printing Swimsuit Pregnant Swimming Costume for Women Blue S	1	0	0	1
YZ-BS-5505DaM	X000NH73D5	B013OSTFWS	Summer Mae Women's Tankini Striped Vintage Swim Dress (Navy Medium)	3	0	1	2
YZ-BS-BS5119ZLXL5XL	X000NJNHLP	B01FXAQVH2	MiYang Women's Plus-Size Polka Dot Shaping Body One Piece Swim Dresses Swimsuit  Blue 3XL (UK 16-18)	2	0	2	0
YZ-BS-BKN1703-R0-L	X000O320B3	B06XCR3R6C	Summer Mae Women's Luxurious Pretty Double Straps Elegant Two Piece Bikini Set	1	0	0	1
YZ-BS-BS5119ZLXLXL	X000NJNHJH	B01FXAQNIO	MiYang Women's Plus-Size Polka Dot Shaping Body One Piece Swim Dresses Swimsuit  Blue M (UK 8-10)	1	0	1	0
YZ-BS-BShyl5119-YT-2XL	X000NJNHSN	B01HFYMXUI	MiYang Women's Plus-Size Polka Dot Shaping Body One Piece Swim Dresses Swimsuit  Black Cherry L (UK 10-12)	10	0	0	10
YZ-BS-HB8631-PI-S	X000NTZ83P	B06VZ3TRWP	Summer Mae Women's Exotic Bandeau Bikini Set With Ruffles	1	0	1	0
YZ-BS-HB8631-PI-L	X000NXAWQT	B06WVMNKYJ	Summer Mae Women's Exotic Bandeau Bikini Set with Ruffles	1	0	1	0
YZ-BS-BShyl5119K0XL	X000NJYD2R	B01EJ5VRJE	MiYang Women's Plus-Size Polka Dot Shaping Body One Piece Swim Dresses Swimsuit  Black XL (UK 12-14)	2	2	0	0
YZ-BS-BShyl5119-YT-3XL	X000NH5YJP	B01HFYMTRK	MiYang Women's Plus-Size Polka Dot Shaping Body One Piece Swim Dresses Swimsuit  Black Cherry XL (UK 12-14)	1	0	0	1
YZ-BS-BShyl5119K0L	X000NJNHRJ	B01EJ5VPSW	MiYang Women's Plus-Size Polka Dot Shaping Body One Piece Swim Dresses Swimsuit  Black L (UK 10-12)	1	0	0	1
YZ-BS-BShyl5119K02XL	X000NJL69F	B01EJ5VT60	MiYang Women's Plus-Size Polka Dot Shaping Body One Piece Swim Dresses Swimsuit  Black 2XL (UK 14-16)	1	0	1	0
YZ-BS-BShyl5119-YH-5XL	X000NLAB1H	B01N1Z5YOP	MiYang Women's Plus-Size Polka Dot Shaping Body One Piece Swim Dresses Swimsuit  Black Flower 3XL (UK 16-18)	1	0	0	1
YZ-BS-HE9007Se4L	X000NJN3ZF	B015QZRRHW	Summer Mae Women's Bowknot Printing Skirt Spa Swimsuit Bathing Swimwear Sea Blue L	1	0	0	1
YZ-BS-PW2037-B0-L	X000NNCYUL	B06VV1VJCS	Summer Mae Women's Triangle Halter Bikini Set Push up Padded Bikini Floral Printing Crochet Swimwear	1	0	0	1
YZ-BS-HE9008Se9L	X000NHKVQV	B01MQJP2YK	Summer Mae Women's Bowknot Printing Skirt Spa Swimsuit Bathing Swimwear,Navy(two piece),5X(UK size: 24-26)	1	0	0	1
YZ-BS-HE9007Sa4L	X000NJKI49	B015QZROTS	Summer Mae Women's Bowknot Printing Skirt Spa Swimsuit Bathing Swimwear Sapphire Blue L	1	0	0	1
YZ-BS-HE9007Se8L	X000NJMKYF	B01N1FYKHR	Summer Mae Women's Bowknot Printing Skirt Spa Swimsuit Bathing Swimwear,Navy(one piece),4X(UK size: 22)	11	0	1	10
YZ-BS-ZQ15827B0S	X000O1BNVN	B01MXNZV6W	Summer Mae Women's Plus Size Ruffled Swimsuit Printed-Hem Ruffled Swim Skirt S	1	0	1	0
YZ-BS-PW2049-K0-XL	X000OBC7RH	B06X96N7VD	Summer Mae Women's Off-Shoulder Bikini-Set with Valance Retro und Trendy Black X-Large(12)	1	0	1	0
YZ-BS-TJ1245W01L	X000NOYDBN	B01DLSNC8O	Summer Mae Women's Two Pieces Stripes Slim Tankini Suit Bathing Swimwear	1	0	0	1
YZ-BS-PW2049-W0-L	X000OMMFKZ	B06X96WTVC	Summer Mae Women's Off-Shoulder Bikini-Set with Valance Retro und Trendy White L(10)	2	1	1	0
YZ-BS1702-GO-XL	X000O2GS0N	B06XCS2MZG	Summer Mae Women's Green One Piece Shaping-Body Swimsuit with White Edges.	1	0	0	1
YZ-BS-PW2037-R0-L	X000NOUWXL	B06WD32GDD	Summer Mae Women's Triangle Halter Bikini Set Push up Padded Bikini Floral Printing Crochet Swimwear	1	0	0	1
YZ-BS-PW2049-K0-L	X000OC4ZTT	B06WVHHS2T	Summer Mae Women's Off-Shoulder Bikini-Set with Valance Retro und Trendy Black L(10)	1	0	0	1
YZ-BS-ZQ15827R2XL	X000NJQ3TN	B01MTQA2ZW	Summer Mae Women's Plus Size Ruffled Tankini Top & Printed-Hem Ruffled Swim Skirt L Black	1	1	0	0
YZ-BS-TJ124500L	X000O3TGZ1	B01DLSN9BY	Summer Mae Women's Two Pieces Stripes Slim Tankini Suit Bathing Swimwear	1	0	0	1
YZ-BS-PW2049-P0-L	X000OHPYRB	B06X41M8ZH	Summer Mae Women's Off-Shoulder Bikini-Set With Valance Retro und Trendy Pink L(10)	1	0	1	0
YZ-CSM022-W0-XL	X000Q8WRPF	B073XJD7W7	Summer Mae Women Swimwear Deep V-Neck Backless Halter Solid Color Monokini	1	0	0	1
YZ-CSM022-W0-M	X000Q8GSK5	B073XKCCRR	Summer Mae Women Swimwear Deep V-Neck Backless Halter Solid Color Monokini	1	0	0	1
YZ-MU5506-ZL-XS	B07CKT5ZQB	B07CKT5ZQB	Summer Mae Striped Racerback Tankini with Swim Briefs Two Piece Swimsuit for Women Dark Blue XS	1	0	0	1
