sku	fnsku	asin	product-name	condition	your-price	mfn-listing-exists	mfn-fulfillable-quantity	afn-listing-exists	afn-warehouse-quantity	afn-fulfillable-quantity	afn-unsellable-quantity	afn-reserved-quantity	afn-total-quantity	per-unit-volume	afn-inbound-working-quantity	afn-inbound-shipped-quantity	afn-inbound-receiving-quantity
CS-LY166-K33-4-S	X000R41EKR	B07173Q2FN	Mocotono Camisa de Franela de Cuadros Casual Manga Larga y Cuello Abotonado para Hombre Blanco/Azul S	New	39.96	No		Yes	3	3	0	0	3	3264.47	0	0	0
CS-LY166-K33-4-XXL	X000R5B8YN	B071LDNH24	Mocotono Camisa de Franela de Cuadros Casual Manga Larga y Cuello Abotonado para Hombre Blanco/Azul 2XL	New	39.96	No		Yes	0	0	0	0	0	4336.02	0	0	0
CS-LY166-K73-1-L	X000R5BAFP	B0725NJ2NC	Mocotono Camisa de Franela de Cuadros Casual Manga Larga y Cuello Abotonado para Hombre Rojo/Negro L	New	39.96	No		Yes	0	0	0	0	0	3264.47	0	0	0
CS-LY166-K73-1-M	X000R4SDXX	B07149VLDC	Mocotono Camisa de Franela de Cuadros Casual Manga Larga y Cuello Abotonado para Hombre Rojo/Negro M	New	39.96	No		Yes	3	3	0	0	3	3264.47	0	0	0
CS-LY166-K73-1-S	X000R5B8YX	B07149VKWX	Mocotono Camisa de Franela de Cuadros Casual Manga Larga y Cuello Abotonado para Hombre Rojo/Negro S	New	39.96	No		Yes	2	2	0	0	2	3264.47	0	0	0
CS-LY166-K73-2-L	X000R5BCH1	B0725VLGKV	Mocotono Camisa de Franela de Cuadros Casual Manga Larga y Cuello Abotonado para Hombre Blanco/Negro L	New	39.96	No		Yes	9	9	0	0	9	3692.5	0	0	0
CS-LY166-K73-2-M	X000R5B7HL	B0714HXSNL	Mocotono Camisa de Franela de Cuadros Casual Manga Larga y Cuello Abotonado para Hombre Blanco/Negro M	New	39.96	No		Yes	0	0	0	0	0	3264.47	0	0	0
CS-LY166-K73-2-S	X000R4KFV1	B072LM9VCD	Mocotono Camisa de Franela de Cuadros Casual Manga Larga y Cuello Abotonado para Hombre Blanco/Negro S	New	39.96	No		Yes	2	2	0	0	2	3264.47	0	0	0
CS-LY166-K73-2-XL	X000R4SDYR	B072LTDQRC	Mocotono Camisa de Franela de Cuadros Casual Manga Larga y Cuello Abotonado para Hombre Blanco/Negro XL	New	39.96	No		Yes	4	3	0	1	4	3264.47	0	0	0
CS-LY166-K73-2-XXL	X000R5B7H1	B072LTDN7F	Mocotono Camisa de Franela de Cuadros Casual Manga Larga y Cuello Abotonado para Hombre Blanco/Negro 2XL	New	39.96	No		Yes	8	8	0	0	8	3264.47	0	0	0
CS-LY170-G912-M	X000PYEMVR	B073PPNNCM	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	7	6	0	1	7	1289.17	0	0	0
CS-LY170-G912-S	X000PYPAJF	B073PPVWW3	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	17	17	0	0	17	1289.17	0	0	0
CS-LY170-G912-XL	X000PYB2JH	B073PPRLVC	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	0	0	0	0	0	1289.17	0	0	0
CS-LY170-G912-XXL	X000PYB2BP	B073PPRP1F	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	13	13	0	0	13	1289.17	0	0	0
CS-LY170-LB916-L	X000PYPAJ5	B073PPTS8L	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	0	0	0	0	0	1430.75	0	0	0
CS-LY170-LB916-M	X000PYEMIZ	B073PQ752P	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	6	6	0	0	6	540.77	0	0	0
CS-LY170-LB916-S	X000PZ0LZR	B073PPS7FM	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	8	8	0	0	8	540.77	0	0	0
CS-LY170-LB916-XL	X000PYB2K1	B073PP3ZWD	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	0	0	0	0	0	1430.75	0	0	0
CS-LY170-LB916-XXL	X000PYB2KL	B073PQKB9N	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	0	0	0	0	0	1441.73	0	0	0
CS-LY170-LG907-L	X000PYB2C9	B0788KNR69	Mocotono 2001	New	25.00	No		Yes	2	2	0	0	2	1289.17	0	0	0
CS-LY170-LG907-M	X000PYPAIV	B073PP2K9L	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	13	7	0	6	13	1289.17	0	0	0
CS-LY170-LG907-S	X000PYPAJP	B073PPSG6W	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	14	14	0	0	14	1289.17	0	0	0
CS-LY170-LG907-XL	X000PYPAIL	B073PPJQP3	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	3	1	0	2	3	1289.17	0	0	0
CS-LY170-LG907-XXL	X000PZ0RAV	B073PQFZ61	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	11	8	0	3	11	1289.17	0	0	0
CS-LY170-PI908-L	X000PYB2JR	B073PPM5HW	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	11	9	0	2	11	1289.17	0	0	0
CS-LY170-PI908-M	X000PZ1DLN	B073PQ115V	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	9	9	0	0	9	1289.17	0	0	0
CS-LY170-PI908-S	X000PYEMJ9	B073PQMGW1	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	15	15	0	0	15	1289.17	0	0	0
CS-LY170-PI908-XL	X000PYEMNP	B073PPHGFF	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	0	0	0	0	0	1289.17	0	0	0
CS-LY170-PI908-XXL	X000PZ0LZ7	B073PPMWTH	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	7	5	0	2	7	1289.17	0	0	0
CS-LY170-Sa911-L	X000PYPAIB	B073PPTVHP	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	7	6	0	1	7	1289.17	0	0	0
CS-LY170-Sa911-M	X000PYEMHV	B073PPT2TW	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	11	11	0	0	11	1289.17	0	0	0
CS-LY170-Sa911-S	X000PZ1DKJ	B073PPY7H7	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	11	11	0	0	11	1289.17	0	0	0
CS-LY170-Sa911-XL	X000PZ0KUN	B073PPYPXZ	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	3	0	0	3	3	1289.17	0	0	0
CS-LY170-Sa911-XXL	X000PYB2J7	B073PPT4YQ	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	1	1	0	0	1	1289.17	0	0	0
CS-LY170-W902-L	X000PZ0LYN	B0788MPWXH	Mocotono 2001	New	25.00	No		Yes	4	3	0	1	4	1289.17	0	0	0
CS-LY170-W902-M	X000PYB2IX	B073PQ4WFY	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	7	5	1	1	7	1289.17	0	0	0
CS-LY170-W902-S	X000PYEMUN	B073PQ7X4Y	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	3	3	0	0	3	1289.17	0	0	0
CS-LY170-W902-XL	X000PYB2CJ	B073PPWMDR	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	4	4	0	0	4	1289.17	0	0	0
CS-LY170-W902-XXL	X000PZ0KUX	B073PQQCK8	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	8	4	0	4	8	1289.17	0	0	0
CS-LY170-WR917-L	X000PYEMIF	B073PPT6WC	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	2	1	0	1	2	1289.17	0	0	0
CS-LY170-WR917-M	X000PZ0RAB	B073PPJ57C	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	10	10	0	0	10	1289.17	0	0	0
CS-LY170-WR917-S	X000PYPAI1	B073PQ59J8	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	13	13	0	0	13	1289.17	0	0	0
CS-LY170-WR917-XL	X000PYEMI5	B073PPP5ZG	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	3	2	0	1	3	1289.17	0	0	0
CS-LY170-WR917-XXL	X000PYB2BZ	B073PPZDDJ	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	4	4	0	0	4	1289.17	0	0	0
CS-LY170-ZL918-L	X000PZ1DK9	B073PQ7KG6	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	0	0	0	0	0	1430.75	0	0	0
CS-LY170-ZL918-M	X000PYEMUX	B073PPP5ZQ	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	0	0	0	0	0	1430.75	0	0	0
CS-LY170-ZL918-S	X000PZ0KUD	B073PPTRXC	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	9	9	0	0	9	2040.19	0	0	0
CS-LY170-ZL918-XL	X000PYB2KB	B073PQRR85	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	0	0	0	0	0	1289.17	0	0	0
CS-LY170-ZL918-XXL	X000PYB2CT	B073PPZ7K2	Mocotono Camisa para Hombre Color Sólido Oxford Manga Corta Botón de Abajo	New	25.00	No		Yes	0	0	0	0	0	1441.73	0	0	0
CS-LY171-G912-L	X000PYEN6V	B073PQDCYM	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	4	4	0	0	4	5158.32	0	0	0
CS-LY171-G912-M	X000PZ0RPB	B073PPMXD1	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	6	6	0	0	6	3244.64	0	0	0
CS-LY171-G912-S	X000PYEMKX	B073PP2Q5W	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	2	2	0	0	2	4680.15	0	0	0
CS-LY171-G912-XL	X000PZ0RP1	B073PQ12R6	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	0	0	0	0	0	3926.67	0	0	0
CS-LY171-LB916-L	X000PYEMXP	B073PQ7JKT	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	7	6	0	1	7	5080.65	0	0	0
CS-LY171-LB916-M	X000PYEMXZ	B073PPWDT7	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	3	3	0	0	3	5224.36	0	0	0
CS-LY171-LB916-S	X000PZ1DNL	B073PQ6BZ4	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	7	7	0	0	7	3776.07	0	0	0
CS-LY171-LB916-XL	X000PZ1DMR	B073PPTRYB	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	0	0	0	0	0	2523.94	0	0	0
CS-LY171-LB916-XXL	X000PYB2KV	B073PPFLNM	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	3	3	0	0	3	4708.5	0	0	0
CS-LY171-LG907-L	X000PZ1DL3	B073PPT6XM	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	0	0	0	0	0	4708.5	0	0	0
CS-LY171-LG907-M	X000PZ1DLD	B073PQ8R7W	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	0	0	0	0	0	3015.55	0	0	0
CS-LY171-LG907-S	X000PZ0RC9	B073PPT3Z6	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	1	1	0	0	1	1731.46	0	0	0
CS-LY171-LG907-XL	X000PYEMW1	B073PQ8R84	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	0	0	0	0	0	4708.5	0	0	0
CS-LY171-PI908-L	X000PZ0S7X	B073PPNNFC	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	1	1	0	0	1	4708.5	0	0	0
CS-LY171-PI908-M	X000PYEMPD	B073PPNMZS	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	2	2	0	0	2	4708.5	0	0	0
CS-LY171-PI908-S	X000PZ0JYZ	B073PQ7M22	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	7	7	0	0	7	4708.5	0	0	0
CS-LY171-PI908-XL	X000PZ0HKV	B073PPHK1P	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	0	0	0	0	0	4708.5	0	0	0
CS-LY171-PI908-XXL	X000PYEMWL	B073PPLZTG	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	0	0	0	0	0	3293.96	0	0	0
CS-LY171-Sa911-L	X000PYEMJJ	B073PQLFVZ	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	0	0	0	0	0	4708.5	0	0	0
CS-LY171-Sa911-M	X000PZ0RCT	B073PQD5PP	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	6	6	0	0	6	4708.5	0	0	0
CS-LY171-Sa911-S	X000PZ1DM7	B073PQXDQX	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	2	2	0	0	2	4708.5	0	0	0
CS-LY171-Sa911-XL	X000PYEMY9	B073PPGD16	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	0	0	0	0	0	2659.29	0	0	0
CS-LY171-Sa911-XXL	X000PYEMKD	B073PPXNXD	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	0	0	0	0	0	4708.5	0	0	0
CS-LY171-W902-L	X000PZ0LYX	B073PQLSS5	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	4	4	0	0	4	4708.5	0	0	0
CS-LY171-W902-M	X000PYEMIP	B073PPH3QV	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	0	0	0	0	0	4708.5	0	0	0
CS-LY171-W902-S	X000PZ0LZH	B073PQRR8P	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	11	11	0	0	11	4708.5	0	0	0
CS-LY171-W902-XL	X000PZ0RAL	B073PPNYCZ	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	0	0	0	0	0	4708.5	0	0	0
CS-LY171-W902-XXL	X000PZ0RB5	B073PPPB39	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	0	0	0	0	0	2386.78	0	0	0
CS-LY171-WR917-L	X000PZ0HLP	B073PPRQLJ	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	1	1	0	0	1	4708.5	0	0	0
CS-LY171-WR917-M	X000PYEMXF	B073PPM5K5	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	6	6	0	0	6	4708.5	0	0	0
CS-LY171-WR917-S	X000PYEMWB	B073PQ2K9M	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	5	5	0	0	5	727.75	0	0	0
CS-LY171-WR917-XL	X000PZ0S7N	B073PQ3DVN	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	9	9	0	0	9	4708.5	0	0	0
CS-LY171-WR917-XXL	X000PZ0RPL	B073PQ61JH	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	6	6	0	0	6	4708.5	0	0	0
CS-LY171-ZL918-L	X000PYEMO9	B073PPB8RP	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	2	0	0	2	2	4708.5	0	0	0
CS-LY171-ZL918-M	X000PYEN61	B073PPHGGQ	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	6	6	0	0	6	4708.5	0	0	0
CS-LY171-ZL918-S	X000PYEMWV	B073PP7W37	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	12	12	0	0	12	4763.72	0	0	0
CS-LY171-ZL918-XL	X000PZ1DNB	B073PQCX9Z	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	8	8	0	0	8	4708.5	0	0	0
CS-LY171-ZL918-XXL	X000PYEMX5	B073PPR41M	Mocotono Camisa Casual para Hombre Manga Larga Botón de Abajo Calce Regular con Bolsillo	New	35.00	No		Yes	0	0	0	0	0	4708.5	0	0	0
CS-LY181-G912-L	X000PYEMYJ	B073PPLXB3	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	4	4	0	0	4	4439.09	0	0	0
CS-LY181-G912-M	X000PYEN75	B073PQ7KRK	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	0	0	0	0	0	2437.08	0	0	0
CS-LY181-G912-S	X000PYEMLH	B073PQMWY8	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	0	0	0	0	0	3222.35	0	0	0
CS-LY181-G912-XL	X000PZ0URL	B073PQ5QTR	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	0	0	0	0	0	4439.09	0	0	0
CS-LY181-LB916-L	X000PYEMPN	B073PQDRHR	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	5	5	0	0	5	2684.2	0	0	0
CS-LY181-LB916-M	X000PYEMLR	B073PQ7Z9P	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	1	1	0	0	1	3163.69	0	0	0
CS-LY181-LB916-S	X000PZ0JZT	B073PQKJBY	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	13	13	0	0	13	2957.21	0	0	0
CS-LY181-LB916-XL	X000PZ0RQ5	B073PQJN96	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	0	0	0	0	0	4853.03	0	0	0
CS-LY181-LB916-XXL	X000PYFLZ3	B073PPR1JW	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	0	0	0	0	0	2344.5	0	0	0
CS-LY181-LG907-L	X000PYEMP3	B073PPMPVQ	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	0	0	0	0	0	4439.09	0	0	0
CS-LY181-LG907-M	X000PYEN6L	B073PQ5WVC	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	1	1	0	0	1	2103.28	0	0	0
CS-LY181-LG907-S	X000PZ1DMH	B073PQ12FL	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	4	4	0	0	4	811.16	0	0	0
CS-LY181-LG907-XL	X000PZ0HL5	B073PPZ2GJ	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	0	0	0	0	0	4439.09	0	0	0
CS-LY181-LG907-XXL	X000PZ1DNV	B073PQ4PHF	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	0	0	0	0	0	2578.67	0	0	0
CS-LY181-PI908-L	X000PZ1DN1	B073PQGWNJ	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	0	0	0	0	0	3409.82	0	0	0
CS-LY181-PI908-M	X000PZ0RBF	B073PQHBRH	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	1	1	0	0	1	3190.4	0	0	0
CS-LY181-PI908-S	X000PYEMNZ	B073PQQ4QW	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	0	0	0	0	0	4100.04	0	0	0
CS-LY181-PI908-XL	X000PZ0RBZ	B073PQ9M5T	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	1	1	0	0	1	2965.89	0	0	0
CS-LY181-PI908-XXL	X000PYEMKN	B073PPPDK9	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	5	5	0	0	5	2236.83	0	0	0
CS-LY181-Sa911-L	X000PYEMJT	B073PQFWZP	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	0	0	0	0	0	4561.5	0	0	0
CS-LY181-Sa911-M	X000PZ0ROH	B073PPQQSP	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	1	1	0	0	1	6099.92	0	0	0
CS-LY181-Sa911-XL	X000PZ0JYP	B073PQFQFT	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	1	0	1	0	1	3971.08	0	0	0
CS-LY181-Sa911-XXL	X000PYEMK3	B073PPWPH1	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	0	0	0	0	0	3533.21	0	0	0
CS-LY181-W902-L	X000PYEMOJ	B073PQF1C1	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	0	0	0	0	0	3555.5	0	0	0
CS-LY181-W902-M	X000PYEN6B	B073PPT38S	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	0	0	0	0	0	3515.52	0	0	0
CS-LY181-W902-XL	X000PZ0JYF	B073PPT8R9	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	0	0	0	0	0	3225.79	0	0	0
CS-LY181-WR917-L	X000PYEN7P	B073PQ3N1Q	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	6	6	0	0	6	4439.09	0	0	0
CS-LY181-WR917-M	X000PZ0S3R	B073PPHCN1	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	14	13	0	1	14	4439.09	0	0	0
CS-LY181-WR917-S	X000PYEMYT	B073PQP9C9	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	11	11	0	0	11	2506.89	0	0	0
CS-LY181-WR917-XL	X000PZ1DOF	B073PPBXGT	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	1	0	1	0	1	4439.09	0	0	0
CS-LY181-WR917-XXL	X000PZ0JZJ	B073PQDNZN	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	0	0	0	0	0	4439.09	0	0	0
CS-LY181-ZL918-L	X000PZ0JZ9	B073PQ3NDG	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	0	0	0	0	0	2378.58	0	0	0
CS-LY181-ZL918-M	X000PZ1DO5	B073PPT396	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	5	5	0	0	5	3250.54	0	0	0
CS-LY181-ZL918-S	X000PZ0S87	B073PQRF5N	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	0	0	0	0	0	3282.33	0	0	0
CS-LY181-ZL918-XL	X000PYEMQ7	B073PPXYRX	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	0	0	0	0	0	2736.8	0	0	0
CS-LY181-ZL918-XXL	X000PYEML7	B073PQ1CH8	Mocotono Camisa Casual para Hombre 100% Algodón Oxford Manga Larga	New	35.00	No		Yes	0	0	0	0	0	1845.51	0	0	0
CS-SB003-BK-S	B0776VDDPW	B0776VDDPW	Mocotono Camisa de Denim Casual de Manga Larga Para Hombre, S Negro	New	33.58	No		Yes	5	5	0	0	5	3298.72	0	0	0
CS-SB010-WT-1	X000QZAPU7	B07559157L	Mocotono Camisa Vestida Unicolor de Manga Larga para Hombre Blanco S	New	30.00	No		Yes	3	3	0	0	3	4373.71	0	0	0
CS-SB010-WT-2	X000QZA5WP	B0755C5MTD	Mocotono Camisa Vestida Unicolor de Manga Larga para Hombre Blanco M	New	30.00	No		Yes	3	0	0	3	3	4090.87	0	0	0
CS-SB010-WT-3	X000QZA64R	B075591F93	Mocotono Camisa Vestida Unicolor de Manga Larga para Hombre Blanco L	New	30.00	No		Yes	0	0	0	0	0	4373.71	0	0	0
CS-SB010-WT-4	X000QZHQ6N	B075556QB8	Mocotono Camisa Vestida Unicolor de Manga Larga para Hombre Blanco XL	New	30.00	No		Yes	0	0	0	0	0	4090.87	0	0	0
CS-SB030-BK-L	B078W1FF7Y	B078W1FF7Y	Mocotono Camisa de Manga Corta Clásica para Hombre Color Sólido, L Negro	New	38.96	No		Yes	0	0	0	0	0	1889.43	0	0	0
CS-SB030-BK-M	B078W1DC69	B078W1DC69	Camisa de Manga Corta Clásica para Hombre Color Sólido, M Negro	New	38.96	No		Yes	0	0	0	0	0	1244.6	0	0	0
CS-SB030-BK-S	B078W1XLVS	B078W1XLVS	Mocotono Camisa de Manga Corta Clásica Para Hombre Color Sólido, S Negro	New	38.96	No		Yes	5	5	0	0	5	1103.18	0	0	0
