"(父） ASIN","（子）ASIN","商品名称","买家访问次数","买家访问次数百分比","页面浏览次数","页面浏览次数百分比","购买按钮赢得率","已订购商品数量","订购数量 – B2B","订单商品数量转化率","商品转化率 – B2B","已订购商品销售额","已订购商品的销售额 – B2B","订单商品种类数","订单商品总数 – B2B"
"B01N3XGSPJ","B01N3XGSPJ","Summer Mae Zapatillas casa Para Unisexo Antideslizante Pelusa Corta Invierno","9","0.18%","10","0.16%","10%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B01N4G3471","B01N4G3471","Summer Mae Mujer Botas De Nieve De Punto Unidas","32","0.66%","38","0.61%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06X6CTFQ9","B01N53S3NF","Summer Mae Mujer Alinear Vestido De Punto","2","0.04%","5","0.08%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B07CQNWD45","B01N5J3B2Z","Summer Mae Mujer Vestido Ocasional De Ajuste Del Cordón","3","0.06%","3","0.05%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06X6CTFQ9","B01N6LKN1Q","Summer Mae Mujer Alinear Vestido De Punto","1","0.02%","1","0.02%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06X6CTFQ9","B01N76B2TU","Summer Mae Mujer Alinear Vestido De Punto","4","0.08%","4","0.06%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06X6CTFQ9","B01N76JTME","Summer Mae Mujer Alinear Vestido De Punto","2","0.04%","2","0.03%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XDLG9RC","B01N7FXSXM","Summer Mae Mujer Encantador Vestir De Gasa Impreso","1","0.02%","4","0.06%","100%","1","0","100.00%","0.00%","€5.20","€0.00","1","0"
"B06X6CTFQ9","B01N95R09H","Summer Mae Mujer Alinear Vestido De Punto","2","0.04%","2","0.03%","50%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06VTF8J7J","B01N97D0MU","Summer Mae Mujer Bañador De Una Pieza De Nadar Rizado","2","0.04%","2","0.03%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B01N4G3471","B01NAJ2DY7","Summer Mae Mujer Botas de Nieve de Punto Unidas","10","0.20%","12","0.19%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XCB5NG5","B01NAQ17N0","Summer Mae Mujer Traje De Baño De Talla Grande Impresión Una Sola Pieza","1","0.02%","1","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WV8WYPJ","B01NBES3YP","Summer Mae Mujer Vestido Gedrucktes Barock","1","0.02%","1","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B01N4G3471","B01NBKHGA6","Summer Mae Mujer Botas De Nieve De Punto Unidas","14","0.29%","18","0.29%","94%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WV8WYPJ","B01NCEG6QW","Summer Mae Mujer Vestido Gedrucktes Barock","5","0.10%","6","0.10%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06X6CTFQ9","B01NCQU969","Summer Mae Mujer Alinear Vestido De Punto","1","0.02%","1","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XCB5NG5","B01NCSVUOC","Summer Mae Mujer Traje De Baño De Talla Grande Impresión Una Sola Pieza","24","0.49%","30","0.48%","90%","2","0","8.33%","0.00%","€49.98","€0.00","2","0"
