"(父） ASIN","（子）ASIN","商品名称","买家访问次数","买家访问次数百分比","页面浏览次数","页面浏览次数百分比","购买按钮赢得率","已订购商品数量","订购数量 – B2B","订单商品数量转化率","商品转化率 – B2B","已订购商品销售额","已订购商品的销售额 – B2B","订单商品种类数","订单商品总数 – B2B"
"B01LX5RN5B","B01MRGTK3G","Summer Mae Femme Panda Sympa Chaussons Bottes Chauds","8","0.09%","9","0.08%","22%","1","0","12.50%","0.00%","€9.90","€0.00","1","0"
"B06WGMZYHJ","B01MRL2GKJ","Summer Mae Maillots de Bain Natation Tankini Piscine Grande Taille pour Femme","2","0.02%","2","0.02%","100%","1","0","50.00%","0.00%","€20.99","€0.00","1","0"
"B075GHZRQW","B01MRN2YFV","Summer Mae Femme Chaussons Dessin Chat Super Chaud - Rose - Taille 41/42 EU","1","0.01%","1","0.01%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJGVC6","B01MRNMWMM","Summer Mae Femme V-Col Robe En Tricot A Manches Longues","1","0.01%","3","0.03%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WD25VDK","B01MRR4GGW","Summer Mae Femme A-ligne Robe Unie Décontractée En Manches Longues De Dentelles XXL Vert","1","0.01%","1","0.01%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WD25VDK","B01MS11ABV","Summer Mae Femme A-ligne Robe Unie Décontractée En Manches Longues De Dentelles XXL Olive","2","0.02%","2","0.02%","50%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WD25VDK","B01MS11D3B","Summer Mae Femme A-ligne Robe Unie Décontractée En Manches Longues De Dentelles M Olive","1","0.01%","1","0.01%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WGMZYHJ","B01MSMPBNA","Maillots de Bain 1 Pèice Piscine Grande Taille pour Femme","2","0.02%","2","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06VTG86Y9","B01MSNG54S","Robe Pull Uni Tricot Torsadé Manche Longue pour Femme","0","0.00%","0","0.00%","0%","1","0","0.00%","0.00%","€14.99","€0.00","1","0"
"B06WD25VDK","B01MT2QB36","Summer Mae Femme A-ligne Robe Unie Décontractée En Manches Longues De Dentelles XL Rouge","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJCYH2","B01MT79IFZ","Summer Mae Femme Tunique A Manches Longues - T-Shirt Robe Mini Avec Dentelles","6","0.07%","6","0.05%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06VTF2ST8","B01MTQA2ZW","Maillot 1 Pièce Grande Taille Tankini avec Volant Coloré Mignon et Original pour Femme Noir et Rouge XL","10","0.12%","14","0.13%","93%","1","0","10.00%","0.00%","€16.99","€0.00","1","0"
"B06VTF2ST8","B01MTQA4QN","Maillot 1 Pièce Grande Taille Tankini avec Volant Coloré Mignon et Original pour Femme Noir et Blanc S","136","1.57%","172","1.55%","97%","1","0","0.74%","0.00%","€12.99","€0.00","1","0"
"B06VTF2ST8","B01MTQA65K","Maillot 1 Pièce Grande Taille Tankini avec Volant Coloré Mignon et Original pour Femme Noir et Blanc 5XL","7","0.08%","9","0.08%","89%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06X3SKHBZ","B01MTUSP6K","Summer Mae Femme Robe Imprimée Classique Au Style Baroque","4","0.05%","5","0.04%","60%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B074GVZ991","B01MXHXWAM","Summer Mae Chaussons Mule Hiver Peluche Pour Femme/Homme","3","0.03%","7","0.06%","86%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06VTG86Y9","B01MXMNL4I","Robe Pull Uni Tricot Torsadé Manche Longue pour Femme","1","0.01%","1","0.01%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06VTF2ST8","B01MXNZV6W","Maillot 1 Pièce Grande Taille Tankini avec Volant Coloré Mignon et Original pour Femme Noir et Bleu S","107","1.24%","129","1.16%","91%","1","0","0.93%","0.00%","€16.99","€0.00","1","0"
"B06VTF2ST8","B01MXNZVAG","Maillot 1 Pièce Grande Taille Tankini avec Volant Coloré Mignon et Original pour Femme Noir et Rouge S","98","1.13%","117","1.05%","93%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJCYH2","B01MXOW81L","Summer Mae Femme Tunique A Manches Longues - T-Shirt Robe Mini avec Dentelles","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJCYH2","B01MXOWAHW","Summer Mae Femme Tunique A Manches Longues - T-Shirt Robe Mini Avec Dentelles","3","0.03%","3","0.03%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06X3SKHBZ","B01MXSFHMN","Summer Mae Femme Robe Imprimée Classique Au Style Baroque","1","0.01%","1","0.01%","100%","1","0","100.00%","0.00%","€14.99","€0.00","1","0"
"B06VTF2ST8","B01MYPHZU8","Maillot 1 Pièce Grande Taille Tankini avec Volant Coloré Mignon et Original pour Femme Noir et Blanc 3XL","13","0.15%","16","0.14%","81%","1","0","7.69%","0.00%","€16.99","€0.00","1","0"
"B06VTF2ST8","B01MYPI0MO","Maillot 1 Pièce Grande Taille Tankini avec Volant Coloré Mignon et Original pour Femme Noir et Rouge M","3","0.03%","4","0.04%","100%","1","0","33.33%","0.00%","€16.99","€0.00","1","0"
"B01N0SY804","B01MYZMRWZ","Summer Mae Femme Bottes de Neige Fourrées Rejoint du Tricot","4","0.05%","4","0.04%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B01N0SY804","B01MYZMV1J","Summer Mae Femme Bottes de Neige Fourrées Rejoint du Tricot","6","0.07%","6","0.05%","33%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJCYH2","B01MZ7Y9AO","Summer Mae Femme Tunique A Manches Longues - T-Shirt Robe Mini Avec Dentelles","8","0.09%","8","0.07%","88%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06X3SKHBZ","B01MZZGNAX","Summer Mae Femme Robe Imprimée Classique Au Style Baroque","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06X3SKHBZ","B01MZZGOLJ","Summer Mae Femme Robe Imprimée Classique Au Style Baroque","9","0.10%","12","0.11%","58%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06X3SKHBZ","B01MZZGQF1","Summer Mae Femme Robe Imprimée Classique Au Style Baroque","4","0.05%","5","0.04%","100%","2","0","50.00%","0.00%","€29.98","€0.00","2","0"
"B06WGMZYHJ","B01N0EHETF","Summer Mae Maillots de Bain Natation Tankini Piscine Grande Taille pour Femme","2","0.02%","2","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B075GHZRQW","B01N0GIJRR","Summer Mae Femme Chaussons Dessin Chat Super Chaud - Beige - Taille 35 EU","1","0.01%","1","0.01%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06VTF2ST8","B01N0GLEXO","Maillot 1 Pièce Grande Taille Tankini avec Volant Coloré Mignon et Original pour Femme Noir et Bleu 4XL","6","0.07%","8","0.07%","88%","1","0","16.67%","0.00%","€16.99","€0.00","1","0"
"B06WLJGVC6","B01N0H26RV","Summer Mae Femme V-Col Robe En Tricot A Manches Longues","2","0.02%","4","0.04%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJGVC6","B01N0H284O","Summer Mae Femme V-Col Robe En Tricot A Manches Longues","2","0.02%","2","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJCYH2","B01N0HHU7Y","Summer Mae Femme Tunique A Manches Longues - T-Shirt Robe Mini Avec Dentelles","4","0.05%","4","0.04%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJCYH2","B01N0HHVPX","Summer Mae Femme Tunique A Manches Longues - T-Shirt Robe Mini Avec Dentelles","5","0.06%","5","0.04%","100%","1","0","20.00%","0.00%","€15.50","€0.00","1","0"
"B01N0SY804","B01N0SY804","Summer Mae Femme Bottes De Neige Fourrées Rejoint Du Tricot","18","0.21%","26","0.23%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06VTG86Y9","B01N0VKLGT","Summer Mae Robe Pull Uni Tricot Torsadé Manche Longue pour Femme","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WGMZYHJ","B01N1FYI99","Maillots de Bain Natation Tankini Piscine Grande Taille pour Femme","3","0.03%","7","0.06%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WGMZYHJ","B01N1FYJS2","Summer Mae Maillots de Bain Natation Tankini Piscine Grande Taille pour Femme","8","0.09%","11","0.10%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WGMZYHJ","B01N1FYKHR","Maillots de Bain 1 Pèice Piscine Grande Taille pour Femme","7","0.08%","10","0.09%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06VTF2ST8","B01N1I2FQM","Maillot 1 Pièce Grande Taille Tankini avec Volant Coloré Mignon et Original pour Femme Noir et Rouge 3XL","11","0.13%","13","0.12%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJCYH2","B01N1IYVH5","Summer Mae Femme Tunique A Manches Longues - T-Shirt Robe Mini Avec Dentelles","3","0.03%","3","0.03%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B01N0SY804","B01N1S6RLP","Summer Mae Femme Bottes de Neige Fourrées Rejoint du Tricot","3","0.03%","4","0.04%","50%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B01N0SY804","B01N1S6RRW","Summer Mae Femme Bottes De Neige Fourrées Rejoint du Tricot","6","0.07%","7","0.06%","43%","1","0","16.67%","0.00%","€6.99","€0.00","1","0"
"B06WD25VDK","B01N1X1M4J","Summer Mae Femme A-ligne Robe Unie Décontractée En Manches Longues De Dentelles XXL Kaki","3","0.03%","3","0.03%","67%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06VTG86Y9","B01N1X2E3G","Summer Mae Robe Pull Uni Tricot Torsadé Manche Longue pour Femme","1","0.01%","1","0.01%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJCYH2","B01N1YL9GO","Summer Mae Femme Tunique A Manches Longues - T-Shirt Robe Mini Avec Dentelles","4","0.05%","4","0.04%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XC6LPJZ","B01N1Z5YOP","Summer Mae Femme Maillot De Bain Une Pièce Moulant, Elegant et Sexy Grande Taille Noir Imprimés Fleurs 3XL","31","0.36%","44","0.40%","100%","1","0","3.23%","0.00%","€24.99","€0.00","1","0"
"B06WGMZYHJ","B01N2HHCOA","Maillots de Bain 1 Pèice Piscine Grande Taille pour Femme","3","0.03%","4","0.04%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B075GHZRQW","B01N2JHQGV","Summer Mae Femme Chaussons Dessin Chat Super Chaud - Gris - Taille 35 EU","1","0.01%","2","0.02%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJCYH2","B01N2KHNRA","Summer Mae Femme Tunique A Manches Longues - T-Shirt Robe Mini Avec Dentelles","3","0.03%","3","0.03%","100%","2","0","66.67%","0.00%","€31.00","€0.00","2","0"
"B06XC6LPJZ","B01N30QQDJ","Summer Mae Femme Maillot De Bain Une Pièce Moulant, Elegant et Sexy Grande Taille Noir Imprimés Fleurs L","9","0.10%","10","0.09%","70%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B01LX5RN5B","B01N3OVPP5","Summer Mae Femme Panda Sympa Chaussons Bottes Chauds","3","0.03%","3","0.03%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WGMZYHJ","B01N41KO05","Maillots de Bain 1 Pèice Piscine Grande Taille pour Femme","4","0.05%","4","0.04%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06VTG86Y9","B01N42B1XD","Robe Pull Uni Tricot Torsadé Manche Longue pour Femme","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06VTF2ST8","B01N43NNOT","Maillot 1 Pièce Grande Taille Tankini avec Volant Coloré Mignon et Original pour Femme Noir et Bleu M","2","0.02%","3","0.03%","67%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06VTG86Y9","B01N4IPVT9","Robe Pull Uni Tricot Torsadé Manche Longue pour Femme","0","0.00%","0","0.00%","0%","1","0","0.00%","0.00%","€14.99","€0.00","1","0"
"B06WLJCYH2","B01N4K9SIU","Summer Mae Femme Tunique A Manches Longues - T-Shirt Robe Mini Avec Dentelles","4","0.05%","4","0.04%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJCYH2","B01N4K9T8X","Summer Mae Femme Tunique A Manches Longues - T-Shirt Robe Mini Avec Dentelles","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WGMZYHJ","B01N531UTZ","Maillots de Bain 1 Pèice Piscine Grande Taille pour Femme","7","0.08%","10","0.09%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06VTG86Y9","B01N53S3NF","Robe Pull Uni Tricot Torsadé Manche Longue pour Femme","1","0.01%","1","0.01%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJCYH2","B01N560FYN","Summer Mae Femme Tunique A Manches Longues - T-Shirt Robe Mini Avec Dentelles","4","0.05%","5","0.04%","100%","1","0","25.00%","0.00%","€15.50","€0.00","1","0"
"B06WLJCYH2","B01N560GOX","Summer Mae Femme Tunique A Manches Longues - T-Shirt Robe Mini Avec Dentelles","3","0.03%","3","0.03%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WGMZYHJ","B01N64GO5L","Maillots de Bain 1 Pèice Piscine Grande Taille pour Femme","1","0.01%","2","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJCYH2","B01N6P1I5Z","Summer Mae Femme Tunique A Manches Longues - T-Shirt Robe Mini Avec Dentelles","9","0.10%","9","0.08%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06VTG86Y9","B01N76B2TU","Robe Pull Uni Tricot Torsadé Manche Longue pour Femme","1","0.01%","1","0.01%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06VTG86Y9","B01N76JTME","Robe Pull Uni Tricot Torsadé Manche Longue pour Femme","8","0.09%","10","0.09%","100%","1","0","12.50%","0.00%","€15.99","€0.00","1","0"
"B075GHZRQW","B01N77WSH0","Summer Mae Femme Chaussons Dessin Chat Super Chaud - Bleu - Taille 35 EU","1","0.01%","1","0.01%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJGVC6","B01N78FTRT","Summer Mae Femme V-Col Robe En Tricot A Manches Longues","2","0.02%","2","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJCYH2","B01N78VJ9M","Summer Mae Femme Tunique A Manches Longues - T-Shirt Robe Mini Avec Dentelles","2","0.02%","2","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJCYH2","B01N78VKOR","Summer Mae Femme Tunique A Manches Longues - T-Shirt Robe Mini Avec Dentelles","2","0.02%","2","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XDKCQJX","B01N7FXSXM","Summer Mae Femme Robe Imprimée Sympa Avec Ruban Réglable","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJCYH2","B01N7OGTT9","Summer Mae Femme Tunique A Manches Longues - T-Shirt Robe Mini avec Dentelles","2","0.02%","2","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WGMZYHJ","B01N94EU0L","Summer Mae Maillots de Bain Natation Tankini Piscine Grande Taille pour Femme","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WGMZYHJ","B01N94R08T","Maillots de Bain Natation Tankini Piscine Grande Taille pour Femme","6","0.07%","7","0.06%","100%","1","0","16.67%","0.00%","€20.99","€0.00","1","0"
"B06VTF2ST8","B01N97D0MU","Maillot 1 Pièce Grande Taille Tankini avec Volant Coloré Mignon et Original pour Femme Noir et Blanc 2XL","3","0.03%","5","0.04%","80%","1","0","33.33%","0.00%","€16.99","€0.00","1","0"
"B06VTF2ST8","B01N97D1BW","Maillot 1 Pièce Grande Taille Tankini avec Volant Coloré Mignon et Original pour Femme Noir et Blanc L","2","0.02%","3","0.03%","67%","1","0","50.00%","0.00%","€16.99","€0.00","1","0"
"B06WLJCYH2","B01N9PTUNY","Summer Mae Femme Tunique A Manches Longues - T-Shirt Robe Mini avec Dentelles","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B01N0SY804","B01NAJ2DY7","Summer Mae Femme Bottes de Neige Fourrées Rejoint du Tricot","12","0.14%","14","0.13%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XC6LPJZ","B01NAQ17N0","Summer Mae Femme Maillot De Bain Une Pièce Moulant, Elegant et Sexy Grande Taille Noir Imprimés Fleurs XL","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06X3SKHBZ","B01NBES3YP","Summer Mae Femme Robe Imprimée Classique Au Style Baroque","26","0.30%","27","0.24%","100%","1","0","3.85%","0.00%","€14.99","€0.00","1","0"
"B01N0SY804","B01NBKHGA6","Summer Mae Femme Bottes De Neige Fourrées Rejoint du Tricot","2","0.02%","2","0.02%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06X3SKHBZ","B01NCEG6QW","Summer Mae Femme Robe Imprimée Classique Au Style Baroque","8","0.09%","14","0.13%","79%","5","0","62.50%","0.00%","€74.95","€0.00","5","0"
"B06VTG86Y9","B01NCQT6ZF","Robe Pull Uni Tricot Torsadé Manche Longue pour Femme","0","0.00%","0","0.00%","0%","2","0","0.00%","0.00%","€29.98","€0.00","2","0"
"B06XC6LPJZ","B01NCSVUOC","Summer Mae Femme Maillot De Bain Une Pièce Moulant, Elegant et Sexy Grande Taille Noir Imprimés Fleurs 2XL","10","0.12%","14","0.13%","100%","3","0","30.00%","0.00%","€74.97","€0.00","3","0"
"B073QHZ9W6","B06VSZVQPR","Summer Mae Maillot de Bain 1 Pièce Uni Dos Nu Super Sexy avec Décolleté pour Femme Noir","4","0.05%","4","0.04%","75%","1","0","25.00%","0.00%","€18.30","€0.00","1","0"
"B073QHZ9W6","B06VT64ZXD","Summer Mae Maillot de Bain 1 Pièce Uni Dos Nu Super Sexy avec Décolleté pour Femme Noir","20","0.23%","42","0.38%","100%","7","0","35.00%","0.00%","€129.50","€0.00","7","0"
"B06VTF2QKS","B06VTF2QKS","Summer Mae Femme Maillot De Bain Amincissant - Maillot Une Pièce Rayé","28","0.32%","40","0.36%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06VTF2ST8","B06VTF2ST8","Maillot 1 Pièce Grande Taille Tankini avec Volant Coloré pour Femme","239","2.76%","281","2.53%","1%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06VTG86Y9","B06VTG86Y9","Robe Pull Uni Tricot Torsadé Manche Longue pour Femme","33","0.38%","35","0.31%","3%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B073PQSVMV","B06VV32R23","Summer Mae Maillot de Bain 1 Pièce Uni Grande Taille Effet Amincissant pour Femme Noir avec Contour Imprimés à Pois","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B073PQSVMV","B06VVBGMWP","Summer Mae Maillot de Bain 1 Pièce Uni Grande Taille Effet Amincissant pour Femme Noir avec Contour Imprimés à Pois","25","0.29%","33","0.30%","3%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XF2PK14","B06VY9752S","Maillot de Bain 2 Pièces Taille Haute Bikini à Volant Sexy pour Femme Vert XL","2","0.02%","2","0.02%","50%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B073QHZ9W6","B06W2GP6PJ","Summer Mae Maillot de Bain 1 Pièce Uni Dos Nu Super Sexy avec Décolleté pour Femme Blanc","15","0.17%","17","0.15%","100%","1","0","6.67%","0.00%","€15.00","€0.00","1","0"
"B073PQSVMV","B06W2JPMW2","Summer Mae Maillot de Bain 1 Pièce Uni Grande Taille Effet Amincissant pour Femme Noir avec Contour Imprimés à Pois","68","0.79%","94","0.85%","16%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B073QHZ9W6","B06W52N684","Summer Mae Maillot de Bain 1 Pièce Uni Dos Nu Super Sexy avec Décolleté pour Femme Blanc","6","0.07%","8","0.07%","88%","1","0","16.67%","0.00%","€18.30","€0.00","1","0"
"B073PQSVMV","B06W54R1BX","Summer Mae Maillot de Bain 1 Pièce Uni Grande Taille Effet Amincissant pour Femme Noir avec Contour Imprimés à Pois","39","0.45%","51","0.46%","98%","1","0","2.56%","0.00%","€12.50","€0.00","1","0"
"B06WVHTS66","B06W9HKFR6","Summer Mae Donna Coordinati da Bikini Floreale Imbottito Con Uncinetto","2","0.02%","3","0.03%","33%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B073QHZ9W6","B06WCZWPKW","Summer Mae Maillot de Bain 1 Pièce Uni Dos Nu Super Sexy avec Décolleté pour Femme Blanc","9","0.10%","14","0.13%","71%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B073QHZ9W6","B06WCZXF3W","Summer Mae Maillot de Bain 1 Pièce Uni Dos Nu Super Sexy avec Décolleté pour Femme Noir","9","0.10%","15","0.13%","100%","3","0","33.33%","0.00%","€55.50","€0.00","3","0"
"B06WD218DW","B06WD218DW","Summer Mae Tankinis Rayé Classique - Maillot de Bain Deux Pièces avec Jupette pour Femme","209","2.42%","265","2.38%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WD21CFF","B06WD21CFF","Summer Mae Maillot 1 Pièce Push Up Rembourré Tankini Motif Floral pour Femme","1","0.01%","1","0.01%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WD25VDK","B06WD25VDK","Summer Mae Robe Droite Unie Décontractée Manches Longues avec Finition Dentelles pour Femme","106","1.23%","131","1.18%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XF2PK14","B06WD8P29D","Maillot de Bain 2 Pièces Taille Haute Bikini à Volant Sexy pour Femme Vert L","4","0.05%","10","0.09%","70%","1","0","25.00%","0.00%","€11.99","€0.00","1","0"
"B06XF2PK14","B06WD8P4TY","Maillot de Bain 2 Pièces Taille Haute Bikini à Volant Sexy pour Femme Blanc XL","1","0.01%","2","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XF2PK14","B06WD8P5V4","Maillot de Bain 2 Pièces Taille Haute Bikini à Volant Sexy pour Femme Blanc M","4","0.05%","6","0.05%","67%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B073QHZ9W6","B06WGM4MNC","Summer Mae Maillot de Bain 1 Pièce Uni Dos Nu Super Sexy avec Décolleté pour Femme Blanc","30","0.35%","38","0.34%","97%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WGMZYHJ","B06WGMZYHJ","Summer Mae Maillots de Bain Natation Tankini Piscine Grande Taille pour Femme","162","1.87%","202","1.82%","1%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WVHTS66","B06WGP1G7C","Summer Mae Donna Coordinati da Bikini Floreale Imbottito Con Uncinetto","3","0.03%","3","0.03%","33%","1","0","33.33%","0.00%","€12.99","€0.00","1","0"
"B06XF2PK14","B06WGVNHSB","Maillot de Bain 2 Pièces Taille Haute Bikini à Volant Sexy pour Femme Rose M","12","0.14%","20","0.18%","65%","1","0","8.33%","0.00%","€11.99","€0.00","1","0"
"B073QHZ9W6","B06WLH8K89","Summer Mae Maillot de Bain 1 Pièce Uni Dos Nu Super Sexy avec Décolleté pour Femme Noir","118","1.36%","160","1.44%","99%","3","0","2.54%","0.00%","€54.00","€0.00","3","0"
"B073QHZ9W6","B06WLHGK71","Summer Mae Maillot de Bain 1 Pièce Uni Dos Nu Super Sexy avec Décolleté pour Femme Blanc","0","0.00%","0","0.00%","0%","1","0","0.00%","0.00%","€18.50","€0.00","1","0"
"B06WLJCYH2","B06WLJCYH2","Summer Mae Femme Tunique A Manches Longues - T-Shirt Robe Mini Avec Dentelles","35","0.40%","41","0.37%","17%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLJGVC6","B06WLJGVC6","Summer Mae Femme V-Col Robe En Tricot A Manches Longues","21","0.24%","28","0.25%","4%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XF2PK14","B06WLQZJVT","Maillot de Bain 2 Pièces Taille Haute Bikini à Volant Sexy pour Femme Bleu M","28","0.32%","37","0.33%","51%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WVHTS66","B06WP4L1WV","Summer Mae Donna Coordinati da Bikini Floreale Imbottito Con Uncinetto","1","0.01%","1","0.01%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WV8SYYX","B06WV8SYYX","Summer Mae Femme Maillot Duex Pièces Amincissant Tankini Uni","38","0.44%","52","0.47%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XF2PK14","B06WVHHS2T","Maillot de Bain 2 Pièces Taille Haute Bikini à Volant Sexy pour Femme Noir L","30","0.35%","47","0.42%","64%","3","0","10.00%","0.00%","€35.97","€0.00","3","0"
"B06WVHTS66","B06WVHTS66","Summer Mae Ensemble Pikini triangulaire Rembourré avec Motifs Floraux pour Femme","6","0.07%","6","0.05%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XF8BWLW","B06WVMNKYJ","Summer Mae Ensemble Bikini Bandeau Tropical à Volants pour Femme","17","0.20%","20","0.18%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XF2PK14","B06X1FT589","Maillot de Bain 2 Pièces Taille Haute Bikini à Volant Sexy pour Femme Blanc S","13","0.15%","16","0.14%","62%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06X3SKHBZ","B06X3SKHBZ","Summer Mae Femme Robe Imprimée Classique Au Style Baroque","73","0.84%","104","0.94%","4%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XF2PK14","B06X41M4X4","Maillot de Bain 2 Pièces Taille Haute Bikini à Volant Sexy pour Femme Rose S","7","0.08%","9","0.08%","67%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XF2PK14","B06X6MJLNF","Maillot de Bain 2 Pièces Taille Haute Bikini à Volant Sexy pour Femme Rose XL","15","0.17%","21","0.19%","71%","3","0","20.00%","0.00%","€35.97","€0.00","3","0"
"B06XF2PK14","B06X95DMXZ","Maillot de Bain 2 Pièces Taille Haute Bikini à Volant Sexy pour Femme Noir S","25","0.29%","32","0.29%","56%","3","0","12.00%","0.00%","€35.97","€0.00","3","0"
"B06XF2PK14","B06X95XX5W","Maillot de Bain 2 Pièces Taille Haute Bikini à Volant Sexy pour Femme Bleu XL","6","0.07%","7","0.06%","100%","1","0","16.67%","0.00%","€11.99","€0.00","1","0"
