snapshot-date	sku	fnsku	ASIN	product-name	condition	avaliable-quantity(sellable)	qty-with-removals-in-progress	inv-age-0-to-90-days	inv-age-91-to-180-days	inv-age-181-to-270-days	inv-age-271-to-365-days	inv-age-365-plus-days	currency	qty-to-be-charged-ltsf-6-mo	projected-ltsf-6-mo	qty-to-be-charged-ltsf-12-mo	projected-ltsf-12-mo	units-shipped-last-7-days	units-shipped-last-30-days	units-shipped-last-60-days	units-shipped-last-90-days	alert	your-price	sales_price	lowest-price-new	lowest-price-used	Recommended action	Healthy Inventory Level	Recommended sales price	Recommended sale duration (days)	Recommended Removal Quantity	Estimated cost savings of removal	sell-through	cubic-feet	storage-type
2018-08-24	GW-IUHM-PAW-LB-M	X001U4EY2L	B07FM6WZNK	luciphia Rectangle Pet Dog Sofa Bed - Comfortable Two-sided Cushion, Paw and Bone Patterned Linen Fabric Cover, Square Bed for Dog and Cat, Water-Resistant Bottom PAW-Sky Blue,M(27.5x21.6In)	New	10	0	10	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	27.99	27.99	27.99	0.0	Advertise listing	0	22.39	63	0	17.557868	0.0	3.41736	Oversize
2018-08-24	ST172-WR-XXL	B074SQ5NX1	B074SQ5NX1	Men's Long Sleeve Formal Business Dress Shirts Wine Red XX-Large	New	1	0	0	0	1	0	0	USD	1	0.74	0	0.0	0	0	0	0	Low conversion	15.98	15.98	15.98	0.0	Update inventory settings for:	1	15.98	0	0	0.0	0.0	0.213294	Apparel
2018-08-24	CWDZ-IULHY-STAR-KK-L	X001UL6GP7	B07G2QYD6R	luciphia Super Soft Fluffy Premium Fleece Pet Mat Flannel Throw for Dog Puppy Cat Bed Mats	New	5	0	5	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	12.99	12.99	12.99	0.0	Advertise listing	0	10.39	63	0	5.273496	0.0	0.8101849999999999	Standard
2018-08-24	KZ-LY021-KK-40	B077YWGXBQ	B077YWGXBQ	Luciphia Men's Fit Straight Leg Casual Pants	New	2	0	0	0	2	0	0	USD	2	0.0	0	0.0	0	0	1	1	Low conversion	40.0	12.0	12.0	0.0	Update inventory settings for:	2	12.0	0	0	0.0	0.4	0.0	Standard
2018-08-24	CWDZ-IULHY-STAR-KK-M	X001ULB3D7	B07G2BHBW5	luciphia Super Soft Fluffy Premium Fleece Pet Mat Flannel Throw for Dog Puppy Cat Bed Mats	New	5	0	5	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	10.99	10.99	10.99	0.0	Advertise listing	0	8.79	63	0	4.465958	0.0	0.50926	Standard
2018-08-24	XQ-IUYL320-PK-M	B07BLT9556	B07BLT9556	luciphia Cute Leather Dog Collar Pink Medium	New	2	0	0	2	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	9.5	9.5	9.5	0.0	Advertise listing	2	9.5	0	0	0.0	0.0	0.001158	Standard
2018-08-24	TZ-IUYL240-LOVE-L	X001SWAB31	B07DL5W2R6	luciphia 1 Pack 3 Blankets Super Soft Fluffy Premium Fleece Pet Blanket Flannel Throw for Dog Puppy Love Large	New	18	0	18	0	0	0	0	USD	0	0.0	0	0.0	3	14	21	21		24.99	24.99	24.99	0.0	Update inventory settings for:	9	24.99	0	0	0.0	1.2115384615384617	4.6666620000000005	Standard
2018-08-24	GW-IUHM-PAW-CF-XL	X001U4EY35	B07FM5R5JH	luciphia Rectangle Pet Dog Sofa Bed - Comfortable Two-sided Cushion, Paw and Bone Patterned Linen Fabric Cover, Square Bed for Dog and Cat, Water-Resistant Bottom PAW-Coffee,XL(35.4x29.5In)	New	20	0	20	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	40.99	35.99	35.99	0.0	Advertise listing	0	0.0	0	0	0.0	0.0	0.00116	Standard
2018-08-24	CWDZ-IULHY-PAW-CF-M	X001UL7TIF	B07G2SQ68F	luciphia Super Soft Fluffy Premium Fleece Pet Mat Flannel Throw for Dog Puppy Cat Bed Mats	New	5	0	5	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	10.99	10.99	10.99	0.0	Advertise listing	0	8.79	63	0	4.465958	0.0	0.494065	Standard
2018-08-24	AQD-IUYL330-PK	B07BLT8K4B	B07BLT8K4B	luciphia Dog Seat Belt, 3 Packs Adjustable Vehicle Car Seatbelt Leash Safety Leads Harness for Pets Cats Animals Pink	New	3	0	0	3	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	9.5	9.5	9.5	0.0	Advertise listing	3	9.5	0	0	0.0	0.0	0.062499	Standard
2018-08-24	XQ-IUYL320-BK-M	B07BLV8M7G	B07BLV8M7G	luciphia Cute Leather Dog Collar Black Medium	New	4	0	0	4	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	9.5	9.5	9.5	0.0	Advertise listing	0	7.6	63	0	3.342234	0.0	0.002316	Standard
2018-08-24	CWDZ-IULHY-BONE-KK-L	X001UL8S6R	B07G1S35ZF	luciphia Super Soft Fluffy Premium Fleece Pet Mat Flannel Throw for Dog Puppy Cat Bed Mats	New	5	0	5	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	12.99	12.99	12.99	0.0	Advertise listing	0	10.39	63	0	89.149207	0.0	0.8506950000000001	Standard
2018-08-24	TZ-IUYL240LHY-STAR-L	X001SMPZ0P	B079HRYZ8F	luciphia 1 Pack 3 Blankets Super Soft Fluffy Premium Fleece Pet Blanket Flannel Throw for Dog Puppy Cat Star Large	New	42	0	42	0	0	0	0	USD	0	0.0	0	0.0	3	8	56	58		24.99	24.99	24.99	0.0	Update inventory settings for:	43	24.99	0	0	0.0	1.3279352226720649	11.67264	Standard
2018-08-24	SCF-B01-004	B075XH1TBD	B075XH1TBD	Women's Large Print Floral Chiffon Scarf Poncho Shawl	New	6	0	0	0	0	6	0	USD	6	0.72	0	0.0	3	4	4	5		7.0	7.0	7.0	0.0	Update inventory settings for:	0	10.0	63	0	42.283451	0.5405405405405406	0.209388	Apparel
2018-08-24	SCF-B01-001	B075XDV8DB	B075XDV8DB	Women's Large Print Floral Chiffon Scarf Poncho Shawl	New	4	0	0	0	0	4	0	USD	4	0.48	0	0.0	1	2	2	2	Low conversion	10.0	10.0	10.0	0.0	Update inventory settings for:	0	10.0	63	0	26.934972	0.36363636363636365	0.139592	Apparel
