Merchant SKU	Fulfilment Network SKU	ASIN	Title	Condition	Price	MFN Listing Exists	MFN Fulfillable Qty	AFN Listing Exists	AFN Warehouse Qty	AFN Fulfillable Qty	AFN Unsellable Qty	AFN Encumbered Qty	AFN Total Qty	Volume	AFN Inbound Working Qty	AFN Inbound Shipped Qty	AFN Inbound Receiving Qty
XZ-ZQJZ100-C0-290	X001KC6H2N	B074TB9VJR		Unknown					0	0	0	0	0		0	0	0
XZ-ZQJZ100-G0-250	X001KC67OV	B074TG2Y7V		Unknown					0	0	0	0	0		0	0	0
XZ-ZQJZ100-P0-290	X001L11HG9	B074TDSMQ9		Unknown					0	0	0	0	0		0	0	0
XZ-ZQJZ100-PI-250	X001L1386L	B074TF3Z93		Unknown					0	0	0	0	0		0	0	0
XZ-ZQJZ100-PI-260	X001L135AP	B074TF2K4R		Unknown					0	0	0	0	0		0	0	0
XZ-ZQJZ120-K0-250	X001KC6H23	B074TCXLZV		Unknown					0	0	0	0	0		0	0	0
XZ-ZQJZ120-KQ-250	X001KRJ53V	B074TD8PTD		Unknown					0	0	0	0	0		0	0	0
XZ-ZQJZ120-PE-250	X001KC2KVP	B074TD1KWN		Unknown					0	0	0	0	0		0	0	0
XZ-ZQJZ120-PE-260	X001KC6H2D	B074TB7QRV		Unknown					0	0	0	0	0		0	0	0
XZ-ZQJZ120-PI-250	X001V4C2VZ	B07GJHFZHV		Unknown					0	0	0	0	0		0	0	0
XZ-ZQJZ120-PI-260	X001V40O6Z	B07GJM9JRJ		Unknown					0	0	0	0	0		0	0	0
XZ-ZQJZ120-PK-250	X001V4C1UR	B07GJ1BHVY		Unknown					0	0	0	0	0		0	0	0
XZ-ZQJZ120-PR-250	X001KC6G15	B074TC5DYT		Unknown					0	0	0	0	0		0	0	0
XZ-ZQJZ120-PR-260	X001KNPGQF	B074TDTJ4T		Unknown					0	0	0	0	0		0	0	0
XZ-ZQJZ120-PR-270	X001KC6HJV	B074TDFMDN		Unknown					0	0	0	0	0		0	0	0
YZ-BD1704-K0-2XL	X001DK0YXP	B06XTPTXB5		Unknown					0	0	0	0	0		0	0	0
YZ-BD1704-K0-L	X001DK0YY9	B06XTM86ZQ		Unknown					0	0	0	0	0		0	0	0
YZ-BD1704-K0-M	X001DFVKHJ	B06XTK9L9C		Unknown					0	0	0	0	0		0	0	0
YZ-BD1704-K0-S	X001DJ3KKF	B06XTKJWRL		Unknown					0	0	0	0	0		0	0	0
YZ-BD1704-K0-XL	X001DGWKRH	B06XTPVS3K		Unknown					0	0	0	0	0		0	0	0
YZ-BD1704-K0-XS	X001DJ3KKP	B06XTNSVG7		Unknown					0	0	0	0	0		0	0	0
YZ-BS5119ZL2XL	X001467XWN	B01FXAQPZK		Unknown					0	0	0	0	0		0	0	0
YZ-BS5119ZL3XL	X00145XF4T	B01FXAQRNK		Unknown					0	0	0	0	0		0	0	0
YZ-BS5119ZL4XL	X00147UAMR	B01FXAQTLK		Unknown					0	0	0	0	0		0	0	0
YZ-BS5119ZL5XL	X00147UDPB	B01FXAQVH2		Unknown					0	0	0	0	0		0	0	0
YZ-BS5119ZLXL	X00145XFIF	B01FXAQNIO		Unknown					0	0	0	0	0		0	0	0
YZ-BSA160301B02XL	X001FM18S1	B071VMPTFC		Unknown					0	0	0	0	0		0	0	0
YZ-BSA160301B03XL	X001FNNQ85	B0711LQP2M		Unknown					0	0	0	0	0		0	0	0
YZ-BSA160301B0L	X001GANPZL	B071469DGJ		Unknown					0	0	0	0	0		0	0	0
YZ-BSA160301B0M	X001GAOTEH	B071469FK1		Unknown					0	0	0	0	0		0	0	0
YZ-BSA160301B0XL	X001FM0N6J	B071Z2M75X		Unknown					0	0	0	0	0		0	0	0
YZ-BSA160301K02XL	X0013GWCJD	B01EN7V6P8		Unknown					0	0	0	0	0		0	0	0
YZ-BSA160301K03XL	X0013PT4CR	B01EN7V8SS		Unknown					0	0	0	0	0		0	0	0
YZ-BSA160301K0L	X0013LEOPX	B01EN7V3A6		Unknown					0	0	0	0	0		0	0	0
YZ-BSA160301K0M	X0013ZD5QD	B01EN7V1LW		Unknown					0	0	0	0	0		0	0	0
YZ-BSA160301K0XL	X00142Z79D	B01EN7V4TG		Unknown					0	0	0	0	0		0	0	0
YZ-BSA160301R03XL	X001FNIJPP	B071L8ZJQY		Unknown					0	0	0	0	0		0	0	0
YZ-BSA160301R0L	X001GAI1TB	B0716S4HQ1		Unknown					0	0	0	0	0		0	0	0
YZ-BSA160301R0M	X001GAO3G1	B0716S4V2W		Unknown					0	0	0	0	0		0	0	0
YZ-BSA160301R0XL	X001FNIYPF	B071S1Z4NW		Unknown					0	0	0	0	0		0	0	0
YZ-BSLLHT2XL	X0013XL7Q5	B01F3E3AUY		Unknown					0	0	0	0	0		0	0	0
YZ-BSLLHT3XL	X0013L1VRH	B01F3E3PYK		Unknown					0	0	0	0	0		0	0	0
YZ-BSLLHT4XL	X0013KJB4N	B01F3E3RI4		Unknown					0	0	0	0	0		0	0	0
YZ-BSLLHTL	X0013USJEB	B01F3E3MCK		Unknown					0	0	0	0	0		0	0	0
YZ-BSLLHTM	X0013KJB4D	B01F3E3GAI		Unknown					0	0	0	0	0		0	0	0
YZ-BSLLHTXL	X0013USJEL	B01F3E3964		Unknown					0	0	0	0	0		0	0	0
YZ-BSLLIT2XL	X0014DHFZB	B01G8H8T42		Unknown					0	0	0	0	0		0	0	0
YZ-BSLLIT3XL	X0013SKYW3	B01G8H8UUU		Unknown					0	0	0	0	0		0	0	0
YZ-BSLLIT4XL	X0014DGHYB	B01G8H8WZI		Unknown					0	0	0	0	0		0	0	0
YZ-BSLLITL	X0014DGHY1	B01G8H8WRG		Unknown					0	0	0	0	0		0	0	0
YZ-BSLLITM	X0014DIZ69	B01G8H8VAO		Unknown					0	0	0	0	0		0	0	0
YZ-BSLLK02XL	X001CGB1KP	B06VY8LBYP		Unknown					0	0	0	0	0		0	0	0
YZ-BSLLK03XL	X001CGEGIT	B06X96LMLS		Unknown					0	0	0	0	0		0	0	0
YZ-BSLLK04XL	X001CL8UVX	B06WGVMBXD		Unknown					0	0	0	0	0		0	0	0
YZ-BSLLK0L	X001CGB1KZ	B06W5K562C		Unknown					0	0	0	0	0		0	0	0
YZ-BSLLK0M	X001CG46IT	B06W9P6JZT		Unknown					0	0	0	0	0		0	0	0
YZ-BSLLK0XL	X001CGC979	B06WD8MW2K		Unknown					0	0	0	0	0		0	0	0
YZ-BSY97Z2M	X0015WQKC5	B01EN7VPBI		Unknown					0	0	0	0	0		0	0	0
YZ-BSY97Z3L	X0015XY2B5	B01EN7V6I0		Unknown					0	0	0	0	0		0	0	0
YZ-BSY97Z3M	X0015Y9J67	B01EN7V4XM		Unknown					0	0	0	0	0		0	0	0
YZ-BSY97Z3XL	X0015UOQS7	B01EN7V81U		Unknown					0	0	0	0	0		0	0	0
YZ-BShyl5119-YH-2XL	X001B61S95	B01N30QQDJ		Unknown					0	0	0	0	0		0	0	0
YZ-BShyl5119-YH-3XL	X001B61MO1	B01NAQ17N0		Unknown					0	0	0	0	0		0	0	0
YZ-BShyl5119-YH-4XL	X001B6C18R	B01NCSVUOC		Unknown					0	0	0	0	0		0	0	0
YZ-BShyl5119-YH-5XL	X001B4EPWJ	B01N1Z5YOP		Unknown					0	0	0	0	0		0	0	0
YZ-BShyl5119-YH-XL	X001B4ZAEV	B01MR2UZI6		Unknown					0	0	0	0	0		0	0	0
YZ-BShyl5119-YT-2XL	X001528DEN	B01HFYMXUI		Unknown					0	0	0	0	0		0	0	0
YZ-BShyl5119-YT-3XL	X0015297P7	B01HFYMTRK		Unknown					0	0	0	0	0		0	0	0
YZ-BShyl5119-YT-4XL	X001528DED	B01HFYMV14		Unknown					0	0	0	0	0		0	0	0
YZ-BShyl5119-YT-5XL	X0014V966T	B01HFYMWA4		Unknown					0	0	0	0	0		0	0	0
YZ-BShyl5119-YT-XL	X001528QWR	B01HFYMW04		Unknown					0	0	0	0	0		0	0	0
YZ-BShyl5119K02XL	X00130B1V9	B01EJ5VT60		Unknown					0	0	0	0	0		0	0	0
YZ-BShyl5119K03XL	X00136WIND	B01EJ5VUNW		Unknown					0	0	0	0	0		0	0	0
YZ-BShyl5119K04XL	X001OSCK6P	B079DQJPCL		Unknown					0	0	0	0	0		0	0	0
YZ-BShyl5119K0L	X0012Z10ZH	B01EJ5VPSW		Unknown					0	0	0	0	0		0	0	0
YZ-BShyl5119K0M	X00136WIHJ	B01EJ5VO38		Unknown					0	0	0	0	0		0	0	0
YZ-BShyl5119K0S	X001OSP19X	B079DPS9KP		Unknown					0	0	0	0	0		0	0	0
YZ-BShyl5119K0XL	X0012THDCH	B01EJ5VRJE		Unknown					0	0	0	0	0		0	0	0
YZ-BZ1707-B0-M	X001DGM8RJ	B06XSYC4ZS		Unknown					0	0	0	0	0		0	0	0
YZ-BZ1707-B0-S	X001DH7PUX	B06XT1JNK5		Unknown					0	0	0	0	0		0	0	0
YZ-BZ1707-B0-XS	X001DJ3VB3	B06XT1QTPL		Unknown					0	0	0	0	0		0	0	0
YZ-CA1245001L	X001LEMPL7	B01DLSNBBC	MiYang Women's Two Pieces Stripes Slim Tankini Suit Bathing Swimwear	New	40.00	No		Yes	0	0	0	0	0	2731.07	0	0	0
YZ-CA1245002L	X001F1PUYP	B01J71HTJM	MiYang Women's Two Pieces Stripes Slim Tankini Suit Bathing Swimwear	New	40.00	No		Yes	0	0	0	0	0	2731.07	0	0	0
YZ-CA1245003L	X001FATWB3	B01J71HPMS	MiYang Women's Two Pieces Stripes Slim Tankini Suit Bathing Swimwear	New	40.00	No		Yes	1	0	1	0	1	2731.07	0	0	0
YZ-CA124500L	X001FWNBA9	B01DLSN9BY	MiYang Women's Two Pieces Stripes Slim Tankini Suit Bathing Swimwear	New	40.00	No		Yes	0	0	0	0	0	2731.07	0	0	0
YZ-CA124500M	X001LESB97	B01DLSNDLU	MiYang Women's Two Pieces Stripes Slim Tankini Suit Bathing Swimwear	New	40.00	No		Yes	3	3	0	0	3	2731.07	0	0	0
YZ-CA1245G01L	X001EAEALB	B01DLSNF6I	MiYang Women's Two Pieces Diamond Slim Tankini Suit Bathing Swimwear	New	40.00	No		Yes	0	0	0	0	0	2731.07	0	0	0
YZ-CA1245G02L	X001LESC87	B01J71HQRW	MiYang Women's Two Pieces Diamond Slim Tankini Suit Bathing Swimwear	New	40.00	No		Yes	0	0	0	0	0	2731.07	0	0	0
YZ-CA1245G0L	X001DNQBF7	B01DLSNDZG	MiYang Women's Two Pieces Diamond Slim Tankini Suit Bathing Swimwear	New	40.00	No		Yes	2	2	0	0	2	2731.07	0	0	0
YZ-CA1245G0M	X001LESP75	B01DLSNCJI	MiYang Women's Two Pieces Diamond Slim Tankini Suit Bathing Swimwear	New	40.00	No		Yes	1	1	0	0	1	2731.07	0	0	0
YZ-CA1245W01L	X001LESQ5L	B01DLSNC8O	MiYang Women's Two Pieces Stripes Slim Tankini Suit Bathing Swimwear	New	40.00	No		Yes	1	0	1	0	1	2731.07	0	0	0
YZ-CA1245W02L	X001F1LDKF	B01J71HR3U	MiYang Women's Two Pieces Stripes Slim Tankini Suit Bathing Swimwear	New	40.00	No		Yes	0	0	0	0	0	2731.07	0	0	0
YZ-CA1245W03L	X001LESPVB	B01J71HSAC	MiYang Women's Two Pieces Stripes Slim Tankini Suit Bathing Swimwear	New	40.00	No		Yes	0	0	0	0	0	2731.07	0	0	0
YZ-CA1245W0L	X001FWQ0ST	B01DLSNB76	MiYang Women's Two Pieces Stripes Slim Tankini Suit Bathing Swimwear	New	40.00	No		Yes	1	1	0	0	1	2731.07	0	0	0
YZ-CA1245W0M	X001FWPWVZ	B01DLSNA3Q	MiYang Women's Two Pieces Stripes Slim Tankini Suit Bathing Swimwear	New	40.00	No		Yes	1	1	0	0	1	2731.07	0	0	0
YZ-CA160301B02XL	X001OJ4N6T	B071VMPTFC	MiYang Retro Vintage Striped One Piece Monokini Chevron Lines Swimsuit 2XL BlackWhite	New	25.99	No		Yes	0	0	0	0	0	2136.87	0	0	0
YZ-CA160301B0M	X001OJ197F	B071469FK1	MiYang Retro Vintage Striped One Piece Monokini Chevron Lines Swimsuit M BlackWhite	New	40.00	No		Yes	0	0	0	0	0	1725.23	0	0	0
YZ-CA160301B0XL	X001OJ4Q1V	B071Z2M75X	MiYang Retro Vintage Striped One Piece Monokini Chevron Lines Swimsuit XL BlackWhite	New	40.00	No		Yes	0	0	0	0	0	1725.23	0	0	0
YZ-CA160301K02XL	X001ES85KZ	B01EN7V6P8	MiYang Retro Vintage Striped One Piece Monokini Chevron Lines Swimsuit 2XL BlackWhite	New	40.00	No		Yes	0	0	0	0	0	2123.76	0	0	0
YZ-CA160301K0M	X001ESUFDZ	B01EN7V1LW	MiYang Retro Vintage Striped One Piece Monokini Chevron Lines Swimsuit M BlackWhite	New	40.00	No		Yes	2	2	0	0	2	2123.76	0	0	0
YZ-CA160301K0XL	X001ESDDWF	B01EN7V4TG	MiYang Retro Vintage Striped One Piece Monokini Chevron Lines Swimsuit XL BlackWhite	New	40.00	No		Yes	0	0	0	0	0	1726.54	0	0	0
YZ-CA160301R03XL	X001OGXVQ5	B071L8ZJQY	MiYang Retro Vintage Striped One Piece Monokini Chevron Lines Swimsuit L Blue and White Stripes	New	40.00	No		Yes	0	0	0	0	0	1725.23	0	0	0
YZ-CA2000-2XL	X001ESZAXF	B01G1JZ7L0	MiYang Women's Fluorescent Halter Neck One Piece Monokinis Swimsuit Bathing Suit 2XL	New	40.00	No		Yes	2	2	0	0	2	1443.7	0	0	0
YZ-CA2000-XL	X001ESPLLL	B01EJABGU4	MiYang Women's Fluorescent Halter Neck One Piece Monokinis Swimsuit Bathing Suit XL	New	40.00	No		Yes	1	1	0	0	1	1206.58	0	0	0
YZ-CA233-K0-XS	X001FCFOZ9	B06XXZKZ6G	MiYang Women's Padded One Piece Vintage Printing Mesh Bikini Swimsuit XS	New	39.99	No		Yes	0	0	0	0	0	951.92	0	0	0
YZ-CA30CH-K0-L	X001HGPU9N	B06XXG6YTP	MiYang Women's Sexy Crewneck One Piece Beachwear Bikini Monokini Swimsuit Black L	New	59.99	No		Yes	0	0	0	0	0	2050.35	0	0	0
YZ-CA30CH-K0-M	X001HGQ9GB	B06XWTXLNW	MiYang Women's Sexy Crewneck One Piece Beachwear Bikini Monokini Swimsuit Black M	New	59.99	No		Yes	2	2	0	0	2	2050.35	0	0	0
YZ-CA30CH-K0-S	X001OCKAE5	B06XXD8FT8	MiYang Women's Sexy Crewneck One Piece Beachwear Bikini Monokini Swimsuit Black S	New	59.99	No		Yes	1	0	0	1	1	2050.35	0	0	0
YZ-CA30CH-K0-XS	X001OCJB31	B06XXHHLLC	MiYang Women's Sexy Crewneck One Piece Beachwear Bikini Monokini Swimsuit Black XS	New	59.99	No		Yes	1	1	0	0	1	2050.35	0	0	0
YZ-CA30CH-L	X001F205AD	B06XWW493Q	MiYang Women's Sexy Crewneck One Piece Beachwear Bikini Monokini Swimsuit Tag L(US L:10-12)	New	59.99	No		Yes	1	0	0	1	1	2050.35	0	0	0
YZ-CA30CH-M	X001F1LDJV	B06XXCVW4M	MiYang Women's Sexy Crewneck One Piece Beachwear Bikini Monokini Swimsuit Tag M(US M:6-8)	New	59.99	No		Yes	3	3	0	0	3	2050.35	0	0	0
YZ-CA30CH-S	X001GDDYLN	B06XXCT3RF	MiYang Women's Sexy Crewneck One Piece Beachwear Bikini Monokini Swimsuit Tag S(US S:2-4)	New	59.99	No		Yes	1	0	0	1	1	2050.35	0	0	0
YZ-CA30CH-XL	X001F1U487	B06XXF1MDP	MiYang Women's Sexy Crewneck One Piece Beachwear Bikini Monokini Swimsuit Tag XL(US XL:14-16)	New	59.99	No		Yes	0	0	0	0	0	2050.35	0	0	0
YZ-CA30CH-XS	X001MOWSC7	B06XXDTB6S	MiYang Women's Sexy Crewneck One Piece Beachwear Bikini Monokini Swimsuit Tag XS(US XS:0-2)	New	59.99	No		Yes	2	2	0	0	2	2050.35	0	0	0
YZ-CA3233-K0-M	X001OCJTBP	B06XXZZXQX	MiYang Women's Padded One Piece Vintage Printing Mesh Bikini Swimsuit M	New	39.99	No		Yes	0	0	0	0	0	951.92	0	0	0
YZ-CAA160301K03XL	X001FAGLQR	B01EN7V8SS	MiYang Retro Vintage Striped One Piece Monokini Chevron Lines Swimsuit 3XL BlackWhite	New	40.00	No		Yes	1	0	1	0	1	2123.76	0	0	0
YZ-CAY97Z2M	X001FCMOMF	B01EN7VPBI	MiYang Retro Vintage Striped One Piece Monokini Chevron Lines Swimsuit M Black and White Stripes	New	19.99	No		Yes	4	4	0	0	4	1726.54	0	0	0
YZ-CAY97Z3M	X001OCJ7X5	B01EN7V4XM	MiYang Retro Vintage Striped One Piece Monokini Chevron Lines Swimsuit M Blue and White Stripes	New	40.00	No		Yes	2	2	0	0	2	2123.76	0	0	0
YZ-CAY97Z3XL	X001OCJAJ1	B01EN7V81U	MiYang Retro Vintage Striped One Piece Monokini Chevron Lines Swimsuit XL Blue and White Stripes	New	40.00	No		Yes	0	0	0	0	0	1726.54	0	0	0
YZ-FQ008G1M	X0015GIYTD	B0191EHOXG		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037EZ1L	X000YV0BFZ	B01AXSDADC		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037EZ1L-MX	X001EEQST9	B01AXSDADC		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037EZ2L	X000YV0BGT	B01AXSDC1C		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037EZ3L	X000YV0BGJ	B01AXSDDFC		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037EZ4L	X000YV0BFP	B01AXSDEWO		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037EZ5L	X000YV0BFF	B01AXSDGJ0		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037EZ6L	X0019AY025	B01MTO5KOB		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037EZ7L	X0019QE8JJ	B01N64GDNS		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037EZ8L	X0019QE8J9	B01MQJOVR2		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037EZ9L	X0019QEI5N	B01MXLWZ7S		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Or1L	X000YV0BCD	B01AXSD1OK		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Or1L-MX	X001EE948B	B01AXSD1OK		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Or2L	X000YV0BCX	B01AXSD47E		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Or3L	X000YV0BDH	B01AXSD5KU		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Or4L	X000YV0BDR	B01AXSD6QS		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Or5L	X000YV0BE1	B01AXSD8PC		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Or6L	X0019QAHGH	B01MTO5MA8		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Or7L	X0019NIF87	B01N41KCAA		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Or8L	X0019PSFLR	B01N94WF2D		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Or9L	X0019AA88F	B01N531MXS		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Pu1L	X000YV0BBJ	B01AXSDB2C		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Pu1L-MX	X001EEQSSF	B01AXSDB2C		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Pu2L	X000YV0BBT	B01AXSDCDK		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Pu3L	X000YV0BC3	B01AXSDE2E		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Pu4L	X000YV0BCN	B01AXSDFFU		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Pu5L	X000YV0BD7	B01AXSDGPY		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Pu6L	X0019AA8QH	B01NA6JJLM		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Pu7L	X0019AB8HP	B01MQJOXH7		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Pu8L	X0019NIXTX	B01N64GFM9		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Pu9L	X0019BZT4R	B01MXLWU2D		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Wi1L	X000YV0BEL	B01AXSD2IK		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Wi1L-MX	X001EDCBZ5	B01AXSD2IK		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Wi2L	X000YV0BEB	B01AXSD3V6		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Wi2L-MX	X001EEQSSZ	B01AXSD3V6		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Wi3L	X000YV0BF5	B01AXSD6KO		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Wi4L	X000YV0BEV	B01AXSD83E		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Wi5L	X000YV0BG9	B01AXSD9M4		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Wi6L	X0019AA87L	B01MRL29E0		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Wi7L	X0019QAHG7	B01MXLWXE3		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Wi8L	X0019AA885	B01N1FYCZQ		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Wi8L-MX	X001EERWBH	B01N1FYCZQ		Unknown					0	0	0	0	0		0	0	0
YZ-HE13037Wi9L	X0019NIF8H	B01MSMP0CD		Unknown					0	0	0	0	0		0	0	0
YZ-HE9007Sa1L	X000VIGTWP	B015QZNXXO		Unknown					0	0	0	0	0		0	0	0
YZ-HE9007Sa2L	X000VIGTWF	B015QZRNIU		Unknown					0	0	0	0	0		0	0	0
YZ-HE9007Sa3L	X000WZHXHR	B015QZRO7K		Unknown					0	0	0	0	0		0	0	0
YZ-HE9007Sa4L	X000WZHXI1	B015QZROTS	MiYang Women's Bowknot Printing Skirt Spa Swimsuit Bathing Swimwear Sapphire Blue L	New	40.00	No		Yes	1	1	0	0	1	5057.7	0	0	0
YZ-HE9007Sa5L	X000WZHXIB	B015QZRPHO		Unknown					0	0	0	0	0		0	0	0
YZ-HE9007Sa6L	X0019NIF8R	B01N531UTZ		Unknown					0	0	0	0	0		0	0	0
YZ-HE9007Sa7L	X0019Q9ALF	B01N2HHCOA		Unknown					0	0	0	0	0		0	0	0
YZ-HE9007Sa8L	X0019AB8H5	B01MQJP6LF		Unknown					0	0	0	0	0		0	0	0
YZ-HE9007Sa9L	X0019Q9ALP	B01MSMPBNA		Unknown					0	0	0	0	0		0	0	0
YZ-HE9007Se1L	X000WFYY4H	B015QZRQ0U		Unknown					0	0	0	0	0		0	0	0
YZ-HE9007Se2L	X000WFYY29	B015QZRQKU		Unknown					0	0	0	0	0		0	0	0
YZ-HE9007Se3L	X000WFYY2J	B015QZRR2C		Unknown					0	0	0	0	0		0	0	0
YZ-HE9007Se4L	X000WFYY2T	B015QZRRHW		Unknown					0	0	0	0	0		0	0	0
YZ-HE9007Se5L	X000WFYY3D	B015QZRRWW		Unknown					0	0	0	0	0		0	0	0
YZ-HE9007Se6L	X0019PSFM1	B01MQJP47N		Unknown					0	0	0	0	0		0	0	0
YZ-HE9007Se7L	X0019QAEWT	B01N64GO5L		Unknown					0	0	0	0	0		0	0	0
YZ-HE9007Se8L	X0019AA8DP	B01N1FYKHR		Unknown					0	0	0	0	0		0	0	0
YZ-HE9007Se9L	X0019AA8DZ	B01N41KO05		Unknown					0	0	0	0	0		0	0	0
YZ-HE9008Sa1L	X000WZHXGD	B015QZRSF8		Unknown					0	0	0	0	0		0	0	0
YZ-HE9008Sa2L	X000WZHXFT	B015QZRSWG		Unknown					0	0	0	0	0		0	0	0
YZ-HE9008Sa3L	X000WZHXG3	B015QZRTB6		Unknown					0	0	0	0	0		0	0	0
YZ-HE9008Sa4L	X000WZHXF9	B015QZRTVG		Unknown					0	0	0	0	0		0	0	0
YZ-HE9008Sa5L	X000WZHXFJ	B015QZRUJM		Unknown					0	0	0	0	0		0	0	0
YZ-HE9008Sa6L	X0019AA8D5	B01N1FYJS2		Unknown					0	0	0	0	0		0	0	0
YZ-HE9008Sa7L	X0019AA8E9	B01N0EHETF		Unknown					0	0	0	0	0		0	0	0
YZ-HE9008Sa8L	X0019Q9AL5	B01N94EU0L		Unknown					0	0	0	0	0		0	0	0
YZ-HE9008Sa9L	X0019BZT4H	B01MRL2GKJ		Unknown					0	0	0	0	0		0	0	0
YZ-HE9008Se1L	X000WFYY4R	B015QZRV0U		Unknown					0	0	0	0	0		0	0	0
YZ-HE9008Se2L	X000WFYY3X	B015QZRVFK		Unknown					0	0	0	0	0		0	0	0
YZ-HE9008Se3L	X000WFYY47	B015QZRW4A		Unknown					0	0	0	0	0		0	0	0
YZ-HE9008Se4L	X000WFYY33	B015QZRWKO		Unknown					0	0	0	0	0		0	0	0
YZ-HE9008Se5L	X000WFYY3N	B015QZRXB2		Unknown					0	0	0	0	0		0	0	0
YZ-HE9008Se6L	X0019QAEWJ	B01N1FYKJE		Unknown					0	0	0	0	0		0	0	0
YZ-HE9008Se7L	X0019AB8HF	B01N94R08T		Unknown					0	0	0	0	0		0	0	0
YZ-HE9008Se8L	X0019P5B23	B01N1FYI99		Unknown					0	0	0	0	0		0	0	0
YZ-HE9008Se9L	X0019AA88P	B01MQJP2YK		Unknown					0	0	0	0	0		0	0	0
YZ-HM0007-B0-2XL	X001EADPHL	B071D7XMXB		Unknown					0	0	0	0	0		0	0	0
YZ-HM0007-B0-L	X001E9UYY9	B06ZYLNNZG		Unknown					0	0	0	0	0		0	0	0
YZ-HM0007-K0-3XL	X001E9UYUN	B06ZY65K5P		Unknown					0	0	0	0	0		0	0	0
YZ-HM0007-K0-XL	X001EA8YP9	B06ZYWGK4P		Unknown					0	0	0	0	0		0	0	0
YZ-HM0007-R0-2XL	X001E6XBAL	B06ZZBPCXQ		Unknown					0	0	0	0	0		0	0	0
YZ-HM0007-R0-3XL	X001E274O9	B071CTV1V9		Unknown					0	0	0	0	0		0	0	0
YZ-HM0007-R0-L	X001E9UYXZ	B06ZZQP3FK		Unknown					0	0	0	0	0		0	0	0
YZ-HM1584-K0-L	X001CT792V	B06XD93G19		Unknown					0	0	0	0	0		0	0	0
YZ-HM1584-K0-M	X001CT66EN	B06XDLZH7M		Unknown					0	0	0	0	0		0	0	0
YZ-HM1584-K0-S	X001E5L7KN	B06XDMBV5R		Unknown					0	0	0	0	0		0	0	0
YZ-HM17015-K0-XL	X001JDUXV9	B074JZB431		Unknown					0	0	0	0	0		0	0	0
YZ-HM17015-OR-XL	X001JDXI6V	B074JV7JC3		Unknown					0	0	0	0	0		0	0	0
YZ-HM30CH-K0-L	X0017YZWZ7	B01LXLA7TK		Unknown					0	0	0	0	0		0	0	0
YZ-HM30CH-K0-M	X0017YKN1F	B01LYKGU5X		Unknown					0	0	0	0	0		0	0	0
YZ-HM30CH-K0-S	X0017YKMYD	B01M1RR15U		Unknown					0	0	0	0	0		0	0	0
YZ-HM30CH-K0-XL	X0017YZWYX	B01LWM2R3S		Unknown					0	0	0	0	0		0	0	0
YZ-HM30CH-K0-XS	X00180OR4R	B01M0IPQVW		Unknown					0	0	0	0	0		0	0	0
YZ-HM30CH-L	X0015WQKCF	B01J0S8496		Unknown					0	0	0	0	0		0	0	0
YZ-HM30CH-M	X0015WH6L9	B01J0S83CO		Unknown					0	0	0	0	0		0	0	0
YZ-HM30CH-Pi-L	X001EBHX5F	B06Y2M5BNW		Unknown					0	0	0	0	0		0	0	0
