Merchant SKU	Fulfilment Network SKU	ASIN	Title	Condition	Price	MFN Listing Exists	MFN Fulfillable Qty	AFN Listing Exists	AFN Warehouse Qty	AFN Fulfillable Qty	AFN Unsellable Qty	AFN Encumbered Qty	AFN Total Qty	Volume	AFN Inbound Working Qty	AFN Inbound Shipped Qty	AFN Inbound Receiving Qty
LYQ-MU04-GR-XL	X001V8UN2V	B07GNBZPVJ		Unknown					0	0	0	0	0		0	0	0
LYQ-MU04-K0-2XL	X001V902OT	B07GND6YQW		Unknown					0	0	0	0	0		0	0	0
LYQ-MU04-K0-L	X001V8N9F9	B07GN99R7B		Unknown					0	0	0	0	0		0	0	0
LYQ-MU04-K0-M	X001V8ZJL1	B07GN984VH		Unknown					0	0	0	0	0		0	0	0
LYQ-MU04-K0-S	X001V8ZJBB	B07GN8229P		Unknown					0	0	0	0	0		0	0	0
LYQ-MU04-K0-XL	X001V8S1ST	B07GN8CMW8		Unknown					0	0	0	0	0		0	0	0
LYQ-MU04-Wi-2XL	X001V90K0F	B07GN8K4KN		Unknown					0	0	0	0	0		0	0	0
LYQ-MU04-Wi-L	X001V8ZRN1	B07GN8JJGS		Unknown					0	0	0	0	0		0	0	0
LYQ-MU04-Wi-M	X001V8ZJB1	B07GNBDSH3		Unknown					0	0	0	0	0		0	0	0
LYQ-MU04-Wi-S	X001V8UE39	B07GN8T3VM		Unknown					0	0	0	0	0		0	0	0
LYQ-MU04-Wi-XL	X001V8UNZ3	B07GN92KN1		Unknown					0	0	0	0	0		0	0	0
LYQ-MU05-E0-L	X001V92FCL	B07GNFWKP4		Unknown					0	0	0	0	0		0	0	0
LYQ-MU05-E0-M	X001V92LED	B07GNFJGYK		Unknown					0	0	0	0	0		0	0	0
LYQ-MU05-E0-S	X001V92LUR	B07GNG9BKM		Unknown					0	0	0	0	0		0	0	0
LYQ-MU05-E0-XL	X001V92LBL	B07GNH691B		Unknown					0	0	0	0	0		0	0	0
LYQ-MU05-K0-L	X001V92FCV	B07GNMR876		Unknown					0	0	0	0	0		0	0	0
LYQ-MU05-K0-M	X001V8WKN1	B07GNH86RN		Unknown					0	0	0	0	0		0	0	0
LYQ-MU05-K0-S	X001V92F6H	B07GNL3MML		Unknown					0	0	0	0	0		0	0	0
LYQ-MU05-K0-XL	X001V95Q0J	B07GNDWX8Y		Unknown					0	0	0	0	0		0	0	0
LYQ-MU05-R0-L	X001V92FCB	B07GNGML1B		Unknown					0	0	0	0	0		0	0	0
LYQ-MU05-R0-M	X001V8RXZL	B07GNJ5N72		Unknown					0	0	0	0	0		0	0	0
LYQ-MU05-R0-S	X001V94HQ3	B07GNF42LM		Unknown					0	0	0	0	0		0	0	0
LYQ-MU05-R0-XL	X001V92LBV	B07GNFPMPN		Unknown					0	0	0	0	0		0	0	0
LYQ-MU05-ZL-L	X001V92LC5	B07GNFHLKF		Unknown					0	0	0	0	0		0	0	0
LYQ-MU05-ZL-M	X001V92LI9	B07GNGHR9K		Unknown					0	0	0	0	0		0	0	0
LYQ-MU05-ZL-S	X001V92LIJ	B07GNFGZHF		Unknown					0	0	0	0	0		0	0	0
LYQ-MU05-ZL-XL	X001V94H95	B07GNGR381		Unknown					0	0	0	0	0		0	0	0
LYQ-MU06-E0-L	X001V94WJP	B07GNMBFBC		Unknown					0	0	0	0	0		0	0	0
LYQ-MU06-E0-M	X001V94W5T	B07GNJFNLY		Unknown					0	0	0	0	0		0	0	0
LYQ-MU06-E0-S	X001V95Z0P	B07GNH15Q2		Unknown					0	0	0	0	0		0	0	0
LYQ-MU06-E0-XL	X001V944E3	B07GNHX576		Unknown					0	0	0	0	0		0	0	0
LYQ-MU06-K0-L	X001V95EHT	B07GNDQ4GR		Unknown					0	0	0	0	0		0	0	0
LYQ-MU06-K0-M	X001V94W5J	B07GNLDC9S		Unknown					0	0	0	0	0		0	0	0
LYQ-MU06-K0-S	X001V93Y8F	B07GNFTX9M		Unknown					0	0	0	0	0		0	0	0
LYQ-MU06-K0-XL	X001V95Z0Z	B07GNF2T1V		Unknown					0	0	0	0	0		0	0	0
LYQ-MU06-N5-L	X001V95EHJ	B07GNH6XMX		Unknown					0	0	0	0	0		0	0	0
LYQ-MU06-N5-M	X001V94LOL	B07GNJLJ9W		Unknown					0	0	0	0	0		0	0	0
LYQ-MU06-N5-S	X001V95857	B07GNHHG7W		Unknown					0	0	0	0	0		0	0	0
LYQ-MU06-N5-XL	X001V94WJZ	B07GNHT8S5		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-GA-L	X001RWKLWN	B07CXTBK7P		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-GA-M	X001RWK583	B07CXQ1YBQ		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-GA-S	X001RWNU7B	B07CXT1FXT		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-GA-XL	X001RWQZU5	B07CXQ1T8C		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-GA-XS	X001RWSO0J	B07CXSLPBJ		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-GA-XXL	X001RWPD3P	B07CXX2YDX		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-N0-L	X001RWPD49	B07CXNBG1L		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-N0-M	X001RWO61Z	B07CXZD6JC		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-N0-S	X001RWKDX5	B07CXYXWGT		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-N0-XL	X001RWSO09	B07CXYC9MH		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-N0-XS	X001RWO61F	B07CXMRCR6		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-N0-XXL	X001RWOYLR	B07CXXHYMV		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-P0-L	X001RWOZGL	B07CXT5NS7		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-P0-M	X001RWRZEZ	B07CXNCK9Y		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-P0-S	X001RWO61P	B07CXW3T2Z		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-P0-XL	X001RWK58D	B07CY1NCC2		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-P0-XS	X001RWOZH5	B07CXT5NS2		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-P0-XXL	X001RWRZEP	B07CXQ2LY9		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-PR-L	X001RWRZE5	B07CXZNC96		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-PR-M	X001RWOZGV	B07CXVHLHJ		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-PR-S	X001RWKLW3	B07CXQCXL6		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-PR-XL	X001RWOZGB	B07CXX4WMK		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-PR-XS	X001RWOYM1	B07CXQ1QJF		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1058-PR-XXL	X001RWPD3Z	B07CXRD4L1		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-B7-2XL	X001RYBLLV	B07CYX71K5		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-B7-L	X001RY0CK7	B07CYP77M2		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-B7-M	X001RYCWUP	B07CYMHXYL		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-B7-S	X001RYBP2L	B07CYDBRPX		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-B7-XL	X001RYBLLB	B07CYKH4G4		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-B7-XS	X001RYCWUF	B07CYDQDM1		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-DGR-2XL	X001RYCZV1	B07CYLXDDL		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-DGR-L	X001RY0CKR	B07CYT7WR2		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-DGR-M	X001RYBHUB	B07CYX7N5R		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-DGR-S	X001RYHK4D	B07CYNX6Y9		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-DGR-XL	X001RYCWV9	B07CYS84C3		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-DGR-XS	X001RY0CKH	B07CYVX25Y		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-GA-L	X001RYCWUZ	B07CZ312WB		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-GA-M	X001RYCZVB	B07CYS9D85		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-GA-S	X001RY0CL1	B07CYR5YFB		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-GA-XL	X001RY042X	B07CYWBVVK		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-GA-XS	X001RYCZVV	B07CZ23T7Q		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-GR-2XL	X001RXZZ4B	B07CYNWNP9		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-PR-2XL	X001RY0CLB	B07CYNJ1BC		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-PR-L	X001RYJGLX	B07CYGGG5Z		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-PR-M	X001RXRHT7	B07CYJ4RL7		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-PR-S	X001RXZZ41	B07CYSMRTS		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-PR-XL	X001RYBLL1	B07CYMC3KF		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-PR-XS	X001RYCZVL	B07CYMVYND		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-Z0-2XL	X001RYJGNV	B07CYMNJD7		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-Z0-L	X001RYBLLL	B07CYT7PD1		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-Z0-M	X001RYCPUR	B07CYQ7PVY		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-Z0-S	X001RYJGMH	B07CYNY9NG		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-Z0-XL	X001RY0437	B07CYT77Z3		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1059-Z0-XS	X001RYHK4N	B07CYN5LK2		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-B0-L	X001V9433F	B07GNGMSFV		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-B0-M	X001V90WCB	B07GNF78J3		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-B0-S	X001V93TWB	B07GNKJWXT		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-B0-XL	X001V93OTT	B07GNHD1V5		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-BD-2XL	X001V93N3V	B07GNH8H7D		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-BD-L	X001V8RMR5	B07GNG3SV6		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-BD-M	X001V90WC1	B07GNGZ8P3		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-BD-S	X001V93N45	B07GNDVQYW		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-BD-XL	X001V8RMQV	B07GND3BR9		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-C0-2XL	X001V9433P	B07GNG8QMZ		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-C0-L	X001V95DYN	B07GNFKBYF		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-C0-M	X001V8WJMX	B07GNH3DMY		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-C0-S	X001V8RMO3	B07GNK3DG9		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-C0-XL	X001V90U73	B07GNG5MSM		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-E0-2XL	X001V8WK3B	B07GNGS9H7		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-E0-L	X001V943HL	B07GNFY71J		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-E0-M	X001V93TKD	B07GNGCSTL		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-E0-XL	X001V95DYX	B07GNG3SV8		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-G7-2XL	X001V90WBR	B07GNDZ4ZH		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-G7-L	X001V943HB	B07GNF1R1Q		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-G7-M	X001V90WCL	B07GNF3F46		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-G7-S	X001V8RMOD	B07GNDPP3N		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-G7-XL	X001V90U7D	B07GNGKGD9		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-K0-2XL	X001V90U6T	B07GNFR2WK		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-K0-L	X001V8RMRF	B07GNGHCZN		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-K0-M	X001V90U6J	B07GNM6G3G		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-K0-S	X001V8WJYB	B07GNJS9W3		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-K0-XL	X001V8WK31	B07GNGCQ4G		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-KQ-M	X001V93TK3	B07GNF37GH		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1117-KQ-S	X001V943HV	B07GNH3691		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1205-BR-L	X001V8WL1H	B07GNGZBGW		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1205-BR-M	X001V92WCT	B07GNHPZCJ		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1205-BR-S	X001V92QGL	B07GNJV58S		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1205-BR-XL	X001V94NAN	B07GNGF23C		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1205-K0-L	X001V92VL1	B07GNF2KX4		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1205-K0-M	X001V932BJ	B07GNK8PK8		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1205-K0-S	X001V94HDB	B07GNGQGLN		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1205-K0-XL	X001V92QGB	B07GNJ9RQ3		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1205-KH-L	X001V92VKR	B07GNKCN6L		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1205-KH-M	X001V8S6DJ	B07GNHG1JN		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1205-KH-S	X001V94E0R	B07GNFZM4J		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1205-KH-XL	X001V92WJH	B07GNL38DS		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1205-OR-L	X001V93KBB	B07GNHG2SZ		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1205-OR-M	X001V94NA3	B07GNK4MHV		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1205-OR-S	X001V932B9	B07GNFN524		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1205-OR-XL	X001V95PIH	B07GNFV3XY		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1205-W0-L	X001V92WIX	B07GNKD56W		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1205-W0-M	X001V93ZAR	B07GNGF23D		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1205-W0-S	X001V95PHX	B07GNFXH1S		Unknown					0	0	0	0	0		0	0	0
LYQ-MU1205-W0-XL	X001V94E11	B07GNHDB17		Unknown					0	0	0	0	0		0	0	0
LYQ-MU18-BD-L	X001OEEQ9N	B0792R4JFL		Unknown					0	0	0	0	0		0	0	0
LYQ-MU18-BD-M	X001ODLZYX	B0792PMVJP		Unknown					0	0	0	0	0		0	0	0
LYQ-MU18-BD-S	X001ODM37V	B0792Q4D4Y		Unknown					0	0	0	0	0		0	0	0
LYQ-MU18-BD-XL	X001OEEPVR	B0792QCRJZ		Unknown					0	0	0	0	0		0	0	0
LYQ-MU18-G7-L	X001OF0OKH	B0792QXZRD		Unknown					0	0	0	0	0		0	0	0
LYQ-MU18-G7-M	X001OF21K3	B0792QJHWP		Unknown					0	0	0	0	0		0	0	0
LYQ-MU18-G7-S	X001ODM37L	B0792PP4WJ		Unknown					0	0	0	0	0		0	0	0
LYQ-MU18-G7-XL	X001ODOJJV	B0792PZQHK		Unknown					0	0	0	0	0		0	0	0
LYQ-MU18-K0-L	X001OEZFPH	B0792S5PXS		Unknown					0	0	0	0	0		0	0	0
LYQ-MU18-K0-M	X001OEEM65	B0792Q4BXZ		Unknown					0	0	0	0	0		0	0	0
LYQ-MU18-K0-S	X001OEETQX	B0792QMWW8		Unknown					0	0	0	0	0		0	0	0
LYQ-MU18-K0-XL	X001OF0OV1	B0792R8JYL		Unknown					0	0	0	0	0		0	0	0
LYQ-MU18-N0-L	X001ODLZYN	B0792S3RPS		Unknown					0	0	0	0	0		0	0	0
LYQ-MU18-N0-S	X001ODM37B	B0792QCKVS		Unknown					0	0	0	0	0		0	0	0
LYQ-MU18-N0-XL	X001OF0OK7	B0792SDVYK		Unknown					0	0	0	0	0		0	0	0
LYQ-MU18-Y0-L	X001ODOOE1	B0792QNLK9		Unknown					0	0	0	0	0		0	0	0
LYQ-MU18-Y0-XL	X001OEEQA7	B0792QY26V		Unknown					0	0	0	0	0		0	0	0
LYQ-MU18-ZL-M	X001OF1ERT	B0792PS2PM		Unknown					0	0	0	0	0		0	0	0
LYQ-MU18-ZL-S	X001OEEQ9X	B0792RYKS1		Unknown					0	0	0	0	0		0	0	0
LYQ-MU18-ZL-XL	X001OF0OUR	B0792Q2BH3		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-BD-2XL	X001V909O7	B07GNCB1D1		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-BD-L	X001V953KH	B07GNFGCQW		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-BD-S	X001V8W1PN	B07GND3DW4		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-E0-2XL	X001V909NX	B07GNF6RFB		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-E0-S	X001V8W167	B07GNF7BP8		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-G0-L	X001V93A93	B07GNFPD89		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-G0-M	X001V93JWV	B07GNC5N1C		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-G0-S	X001V930XJ	B07GNHSL55		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-G0-XL	X001V93HR3	B07GNG3GRN		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-K0-L	X001V93A9D	B07GNCFND9		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-K0-M	X001V909W9	B07GNDWDMM		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-KQ-L	X001V8W16H	B07GNHM7XJ		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-KQ-M	X001V903R5	B07GND17XW		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-KQ-XL	X001V93A8J	B07GND2ZYR		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-P0-2XL	X001V909WJ	B07GNCB1CY		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-P0-L	X001V93A8T	B07GNJKBVY		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-P0-XL	X001V900EV	B07GNFSJNW		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-W1-L	X001V8W171	B07GND5XZ9		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-W1-M	X001V8R3M9	B07GNG3GRQ		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-W1-S	X001V903Y3	B07GNCXRGB		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-ZL-M	X001V92AT9	B07GN9ZXPT		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-ZL-S	X001V93HRD	B07GNCH9H6		Unknown					0	0	0	0	0		0	0	0
LYQ-MU2973-ZL-XL	X001V92XV9	B07GNDLTS4		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8200-FB-S	X001V95LNB	B07GNL5SB8		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8200-FB-XL	X001V95B8V	B07GNH7F92		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8200-K0-L	X001V95B2H	B07GNL8XZW		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8200-K0-M	X001V95479	B07GNJ2GWM		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8200-K0-S	X001V9547J	B07GNJS5Y6		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8200-K0-XL	X001V96W3T	B07GNJ2PMM		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8200-P0-XL	X001V8Y0D9	B07GNJV9DW		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8512-BK-L	X001VALL8T	B07GP1Z693		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8512-BK-S	X001VA4VVD	B07GP22143		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8512-BK-XXL	X001VA5QVH	B07GP2CXZ2		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8512-BU-L	X001VA4VCH	B07GP3HZG9		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8512-BU-M	X001VA4VC7	B07GP1G8H1		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8512-BU-S	X001VA59MN	B07GP19768		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8512-BU-XL	X001VA59MD	B07GP1LDC1		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8512-BU-XXL	X001VA4UOB	B07GNZDCL5		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8512-DKGR-L	X001V9RMUV	B07GP1KZGP		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8512-DKGR-XL	X001V9UHET	B07GP2F32P		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8512-DKGR-XXL	X001VA5TYB	B07GNZR2G4		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8512-GR-L	X001VALL9D	B07GP1TS2C		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8512-GR-XL	X001VA4VBD	B07GP2N6K4		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8512-GR-XXL	X001V9RMUL	B07GP1TXPX		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8512-NAVY-L	X001VA4VV3	B07GNZHK8N		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8512-NAVY-M	X001V9UGZJ	B07GP3H41T		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8512-NAVY-S	X001VA4VBX	B07GP1FLM8		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8512-NAVY-XL	X001VA4VUT	B07GP2Z3QL		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8512-NAVY-XXL	X001VA59MX	B07GP1WQ4T		Unknown					0	0	0	0	0		0	0	0
LYQ-MU8512-WI-L	X001VA5X15	B07GP37BZ3		Unknown					0	0	0	0	0		0	0	0
LYQ-MUCL628-BD-M	X001QR3F63	B07CB4P8BQ		Unknown					0	0	0	0	0		0	0	0
LYQ-MUCL628-BD-S	X001QR3F8B	B07BWH154F		Unknown					0	0	0	0	0		0	0	0
LYQ-MUCL628-E0-L	X001QQGV5V	B07CB4G7TY		Unknown					0	0	0	0	0		0	0	0
LYQ-MUCL628-E0-M	X001QQGV1P	B07BWB2NSM		Unknown					0	0	0	0	0		0	0	0
LYQ-MUCL628-E0-S	X001QQZZ3Z	B07BWC2Z33		Unknown					0	0	0	0	0		0	0	0
LYQ-MUCL628-E0-XL	X001QR4OGX	B07BWFT1FW		Unknown					0	0	0	0	0		0	0	0
LYQ-MUCL628-G0-M	X001QQZZ49	B07BWD8X2V		Unknown					0	0	0	0	0		0	0	0
LYQ-MUCL628-G7-L	X001QR6TIJ	B07BWF7M3X		Unknown					0	0	0	0	0		0	0	0
LYQ-MUCL628-G7-M	X001QR87XJ	B07BWH154B		Unknown					0	0	0	0	0		0	0	0
LYQ-MUCL628-G7-S	X001QR4ORR	B07BWB2C72		Unknown					0	0	0	0	0		0	0	0
LYQ-MUCL628-G7-XL	X001QQZZ4J	B07BW8N1S6		Unknown					0	0	0	0	0		0	0	0
LYQ-MUCL628-K0-M	X001QR4OI1	B07BWBLL22		Unknown					0	0	0	0	0		0	0	0
LYQ-MUCL628-K0-S	X001QR6THZ	B07BWGPCYL		Unknown					0	0	0	0	0		0	0	0
LYQ-MUCL628-K0-XL	X001QQGV15	B07BVZGRNR		Unknown					0	0	0	0	0		0	0	0
LYQ-MUCL628-R0-L	X001QQZW7T	B07CDQXH89		Unknown					0	0	0	0	0		0	0	0
LYQ-MUCL628-R0-M	X001QR6THP	B07BWDCGXB		Unknown					0	0	0	0	0		0	0	0
LYQ-MUCL628-R0-S	X001QQZZ5N	B07BWH6G4Y		Unknown					0	0	0	0	0		0	0	0
LYQ-MUCL628-R0-XL	X001QQZZ7B	B07CB4KW52		Unknown					0	0	0	0	0		0	0	0
LYQ-MUCL628-Y0-M	X001QR6TI9	B07BWDDZPH		Unknown					0	0	0	0	0		0	0	0
LYQ-MUCL628-Y0-S	X001QR3F8L	B07BWFBHSD		Unknown					0	0	0	0	0		0	0	0
LYQ-MUS1741-G7-L	X001V96KRR	B07GNFYLT5		Unknown					0	0	0	0	0		0	0	0
LYQ-MUS1741-G7-M	X001V95SZH	B07GNJ9F5B		Unknown					0	0	0	0	0		0	0	0
LYQ-MUS1741-G7-S	X001V8VUPP	B07GNJPTTB		Unknown					0	0	0	0	0		0	0	0
LYQ-MUS1741-G7-XL	X001V95NNT	B07GNP5NXC		Unknown					0	0	0	0	0		0	0	0
LYQ-MUS1741-K0-L	X001V95CRL	B07GNKLK9J		Unknown					0	0	0	0	0		0	0	0
LYQ-MUS1741-K0-M	X001V8VVG3	B07GNLN8CC		Unknown					0	0	0	0	0		0	0	0
LYQ-MUS1741-K0-S	X001V95TDX	B07GNM7KM1		Unknown					0	0	0	0	0		0	0	0
LYQ-MUS1741-W0-L	X001V95N0H	B07GNKDKLM		Unknown					0	0	0	0	0		0	0	0
LYQ-MY6287-G0-M	X001L8WS5V	B074H2H1LQ		Unknown					0	0	0	0	0		0	0	0
LYQ-NA1010-B0-2X	X001E183ZJ	B01M2CJRHO	MiYang Women's Long Sleeve A-line Lace Stitching Trim Casual Dress 2XL Blue	New	40.00	No		Yes	3	3	0	0	3	1506.3	0	0	0
LYQ-NA1010-B0-L	X001EAMNY7	B01MDUC8WA	MiYang Women's Long Sleeve A-line Lace Stitching Trim Casual Dress L Blue	New	40.00	No		Yes	2	2	0	0	2	1506.3	0	0	0
LYQ-NA1010-B0-M	X001ESYEWX	B01MDUDE2E	MiYang Women's Long Sleeve A-line Lace Stitching Trim Casual Dress M Blue	New	40.00	No		Yes	0	0	0	0	0	1506.3	0	0	0
LYQ-NA1010-B0-S	X001E183Z9	B01M5JCF70	MiYang Women's Long Sleeve A-line Lace Stitching Trim Casual Dress S Blue	New	40.00	No		Yes	4	4	0	0	4	1506.3	0	0	0
LYQ-NA1010-B0-XL	X001EAEAKR	B01MDUDF3T	MiYang Women's Long Sleeve A-line Lace Stitching Trim Casual Dress XL Blue	New	40.00	No		Yes	7	7	0	0	7	1506.3	0	0	0
