snapshot-date	sku	fnsku	ASIN	product-name	condition	avaliable-quantity(sellable)	qty-with-removals-in-progress	inv-age-0-to-90-days	inv-age-91-to-180-days	inv-age-181-to-270-days	inv-age-271-to-365-days	inv-age-365-plus-days	currency	qty-to-be-charged-ltsf-6-mo	projected-ltsf-6-mo	qty-to-be-charged-ltsf-12-mo	projected-ltsf-12-mo	units-shipped-last-7-days	units-shipped-last-30-days	units-shipped-last-60-days	units-shipped-last-90-days	alert	your-price	sales_price	lowest-price-new	lowest-price-used	Recommended action
2018-08-24	YZ-MCZQL03-B0-S	X001TUU41B	B07F9P7WMP	MiYang Women's Black Mesh One Piece Vintage Swimsuit Tank Swimwear	New	2	0	2	0	0	0	0	CAD	2	1.89	0	0.0	0	0	1	1	Low conversion	25.99	25.99	25.99	0.0	Lower price
2018-08-24	YZ-MC5119ZL-4XL	X001Q49X0X	B07BHMDF7S	MiYang Women's Plus-Size Flower Printing Shaping Body One Piece Swim Dresses Navy Blue 4XL	New	5	0	5	0	0	0	0	CAD	0	0.0	0	0.0	0	1	8	15		35.99	35.99	35.99	0.0	Lower price
2018-08-24	SJ-NA204-G0-2XL	X001MPBHPF	B01LY8R00U	MiYang Women's Floral Lace Beach Bikini Swimwear Cover-up Green XL (US Size 10-12)	New	4	0	1	0	3	0	0	CAD	4	0.8	0	0.0	0	0	3	4	Low conversion	26.99	26.99	26.99	0.0	Lower price
2018-08-24	YZ-MCZQL03-B0-3XL	X001TUPQ9V	B07F9MGJHL	MiYang Women's Black Mesh One Piece Vintage Swimsuit Tank Swimwear	New	3	0	3	0	0	0	0	CAD	3	2.83	0	0.0	0	0	0	0	Low conversion	25.99	25.99	25.99	0.0	Lower price
2018-08-24	YZ-MC5129-G0YH-2XL	X001T61Y7N	B07CLLBFQB	MiYang Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Yellow Floral 2XL(US 16-18)	New	1	0	1	0	0	0	0	CAD	0	0.0	0	0.0	0	1	5	7		30.99	30.99	30.99	0.0	Lower price
2018-08-24	LYQ-MCCS04-CO-XL	X001PJ5UDN	B0761JX48H	MiYang Casual Long Sleeve Shirt Pockets Dress Fall Clothes for Women Coffee X-Large	New	2	0	0	2	0	0	0	CAD	2	2.75	0	0.0	0	0	0	0	Low traffic	21.99	21.99	21.99	0.0	Advertise listing
2018-08-24	YZ-NA5505DaS	X001DNNJUH	B013OSTD48	Women's Tankini Striped Trapeze Swim Dress (5505 Deep Blue S)	New	5	0	5	0	0	0	0	CAD	5	6.05	0	0.0	1	9	20	24		32.99	32.99	32.99	0.0	Lower price
2018-08-24	LYQ-NA1010-W0-2X	X001DNNDBR	B01LAURKNS	MiYang Women's Long Sleeve A-line Lace Stitching Trim Casual Dress 2XL White	New	9	0	0	0	9	0	0	CAD	9	5.42	0	0.0	2	5	6	7		21.99	21.99	21.99	0.0	Lower price
2018-08-24	XZ-MC0801-PI-4041	X001UMYXXN	B07G36DVGD	MiYang Women Cute Animal Slippers Cozy Fleece Warm House Indoor	New	2	0	2	0	0	0	0	CAD	2	0.06	0	0.0	0	0	0	0	Low conversion	15.99	15.99	15.99	0.0	Lower price
2018-08-24	YZ-NA13037Wi4L	X001GDD3VJ	B01AXSD83E	MiYang Women's Shaping Body Swimsuit One-Piece Swimwear Spa Suit Size tag 4XL/UK size XL,Wine Red	New	4	0	4	0	0	0	0	CAD	0	0.0	0	0.0	1	1	2	3		40.0	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MC181-OR-M	X001R2D2JH	B07BDJL36J	MiYang Padded Push up Brazilian Thong Bikini Sets 2018 Swimsuits for Women Orange M	New	1	0	1	0	0	0	0	CAD	0	0.0	0	0.0	2	9	19	21		20.99	20.99	20.99	0.0	Lower price
2018-08-24	LYQ-CA1377-blue-S	X001FX0935	B01MRY6935	MiYang Women's Long Sleeve Ruffled Casual Loose T-Shirt Dress	New	4	0	0	0	0	4	0	CAD	0	0.0	4	11.28	0	0	0	0	Low conversion	20.99	20.99	20.99	0.0	Lower price
2018-08-24	YZ-NA2631ZLL	X001LCM80H	B01A6BXQDK	MiYang Women's One Piece Striped Slim Swim Dress Bathing Swimwear	New	2	0	2	0	0	0	0	CAD	2	4.07	0	0.0	0	1	5	6		29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-NA1521-KF-4XL	X001F1AX0B	B06WWRHVCC	MiYang Women's One Piece Bathing Suit Tankini Swimdress Cover Up Swimsuit 4XL	New	1	0	1	0	0	0	0	CAD	1	2.9	0	0.0	1	3	9	12	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MC181-W0-S	X001R2AHYP	B07BDJM2W3	MiYang Padded Push up Brazilian Thong Bikini Sets 2018 Swimsuits for Women White S	New	4	0	4	0	0	0	0	CAD	0	0.0	0	0.0	1	1	8	16		20.99	20.99	20.99	0.0	Lower price
2018-08-24	PA-MC0717-K0-M	X001U5SCJB	B07FMQFBY2	MiYang Women's Yoga Palazzo Pants Wide Leg Loose Floral Print Drawstring	New	2	0	2	0	0	0	0	CAD	2	2.37	0	0.0	0	0	0	0	Low conversion	19.99	19.99	19.99	0.0	Lower price
2018-08-24	YZ-MC5119-ZLBD-M	X001Q5QRWT	B07BHJ3QCC	MiYang Women's Plus-Size Polka Dot Shaping Body One Piece Swim Dresses Swimsuit Navy Polka Dot M	New	7	0	7	0	0	0	0	CAD	7	6.74	0	0.0	1	5	12	15	Low conversion	35.99	35.99	35.99	0.0	Lower price
2018-08-24	YZ-MC666-B0-M	X001PM82D5	B01DXWQIRA	MiYang Womens Cross Double Colored Padded Push Up Halter Bikini Swimsuit Blue US 8-10	New	2	0	2	0	0	0	0	CAD	2	2.65	0	0.0	0	0	0	0	Low conversion	18.99	18.99	18.99	0.0	Lower price
2018-08-24	YZ-MCXZHB8995-PI-S	X001U4ALX7	B07FLR3HPV	Women's Push up Floral Bikini Set with Laces and a Halter Cut	New	2	0	2	0	0	0	0	CAD	2	1.27	0	0.0	0	0	0	0	Low traffic	19.99	19.99	19.99	0.0	Advertise listing
2018-08-24	YZ-NA9007Sa5L	X001DOTZCH	B015QZRPHO	MiYang Women's Bowknot Printing Skirt Spa Swimsuit Bathing Swimwear Sapphire Blue XL	New	2	0	2	0	0	0	0	CAD	2	3.52	0	0.0	0	0	1	2	Low conversion	32.99	32.99	32.99	0.0	Lower price
2018-08-24	YZ7438K0L	X0014OB6CX	B01F78ASF6	MiYang Vintage Sailor Pin Up Swimsuit One Piece Skirtini Cover Up Swimdress M Blackdot	New	2	0	2	0	0	0	0	CAD	2	2.45	0	0.0	0	0	0	0	Low conversion	32.99	32.99	32.99	0.0	Lower price
2018-08-24	CA-HM1789-ZL-M	X001DNU84H	B06XWZJ94M	MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short	New	19	0	19	0	0	0	0	CAD	4	1.2	0	0.0	7	30	75	103		15.99	15.99	15.99	0.0	Lower price
2018-08-24	YZ-MCLK185-Y9-2XL	X001SY6MLJ	B07CBTGQYC	MiYang Women's Halter High Waisted Cut Out One Piece Swimsuit Backless Bathing Suit Red 2XL	New	3	0	3	0	0	0	0	CAD	3	2.55	0	0.0	0	0	2	2	Low conversion	25.99	25.99	25.99	0.0	Lower price
2018-08-24	YZ-NA5505JRL	X001GDD3IH	B013OSTFTG	Women's Tankini Striped Trapeze Swim Dress (5505 orange L)	New	12	0	12	0	0	0	0	CAD	11	15.77	0	0.0	0	5	15	16		32.99	32.99	32.99	0.0	Lower price
2018-08-24	YZ-MCPLUS24-G0-L	X001TQGC2F	B07CM2GHW7	Women One Piece High Cut Halter Swimsuit Retro High Waisted Bikini	New	2	0	2	0	0	0	0	CAD	1	0.93	0	0.0	0	2	4	4	Low conversion	18.99	18.99	18.99	0.0	Lower price
2018-08-24	CA-HM1789-ZL-L	X001DTI9NX	B06XXCZS9G	MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short	New	13	0	13	0	0	0	0	CAD	12	3.61	0	0.0	2	21	52	75		15.99	15.99	15.99	0.0	Lower price
2018-08-24	YZ-MCXZPW331-GE-3L	X001U2PUT9	B07FKK4VZY	MiYang Women Swimming Costume Tankini-Set	New	4	0	4	0	0	0	0	CAD	0	0.0	0	0.0	1	3	3	3		19.99	19.99	19.99	0.0	Lower price
2018-08-24	CS-MCCL150-K0-2XL	X001OLV17B	B0798QDDBQ	MiYang Men's Long Sleeve Stand Collar Polo Shirt Top Black XXL	New	2	0	0	0	2	0	0	CAD	0	0.0	2	5.06	0	0	0	0	Low conversion	29.99	29.99	29.99	0.0	Edit listing
2018-08-24	CA-HM1789-Dot-S	X001SO2Y4X	B07DFJ57WK	MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short	New	12	0	12	0	0	0	0	CAD	12	8.49	0	0.0	7	18	41	42		15.99	15.99	15.99	0.0	Lower price
2018-08-24	CS-MCCL031-R0-S	X001OQ1U4F	B079BC8T57	Men's Long Sleeve Plaid Flannel Button Down Casual Shirts Red S	New	1	0	0	0	1	0	0	CAD	0	0.0	1	4.78	0	0	0	0	Low conversion	29.99	29.99	29.99	0.0	Edit listing
2018-08-24	LYQ-MC-YH115-G0M	X001UB0RHF	B07FQL2584	MiYang Women Bohemian Dress Vintage Printed Ethnic Style Loose Summer Shift	New	2	0	2	0	0	0	0	CAD	2	1.36	0	0.0	0	0	0	0	Low conversion	18.99	18.99	18.99	0.0	Lower price
2018-08-24	YZ-MC5129-K0YH-XL	X001T61Y87	B07CL3MCZ9	MiYang Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Black Floral XL(US 14-16)	New	2	0	2	0	0	0	0	CAD	0	0.0	0	0.0	1	4	10	10		30.99	30.99	30.99	0.0	Lower price
2018-08-24	YZ-NA9008Sa3L	X001LCEOGX	B015QZRTB6	MiYang Women's Bowknot Printing Skirt Spa Swimsuit Bathing Swimwear Navy M	New	1	0	1	0	0	0	0	CAD	1	0.84	0	0.0	0	0	0	1	Low conversion	32.99	32.99	32.99	0.0	Lower price
2018-08-24	YZ-MCCL173-P0-L	X001P2UN87	B079NTGNH4	Women's Flounced Striped High Waited Swimsuit Two Piece Bikini Set Purple L	New	22	0	22	0	0	0	0	CAD	21	26.78	0	0.0	3	10	33	43		25.99	25.99	25.99	0.0	Lower price
2018-08-24	YZ-NA5505LbXXL	X001LESAN9	B01G3JERSM	MiYang Women's Tankini Striped Vintage Swim Dress (Light Blue XX-Large)	New	5	0	5	0	0	0	0	CAD	5	7.01	0	0.0	0	0	2	2	Low conversion	32.99	32.99	32.99	0.0	Lower price
2018-08-24	YZ-MC5020ST-L	X001TT1TGL	B01F4YO9U8	MiYang Women's One Piece High Waist Printing Swim Dress Padded Swimwear	New	2	0	2	0	0	0	0	CAD	0	0.0	0	0.0	0	2	2	2		29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MC180-E0-M	X001R1RTB5	B07C5LBSRZ	MiYang Padded Push up Brazilian Thong Bikini Sets Two Piece Swimsuit for Women Gray US 8-10	New	3	0	3	0	0	0	0	CAD	3	0.33	0	0.0	0	0	2	4	Low conversion	17.99	17.99	17.99	0.0	Lower price
2018-08-24	YZ-NA15827-K0-XL	X001N905WL	B01N563260	MiYang Women's Plus Size Ruffled One Piece Tankini Printed-Hem Ruffled Swim Dress	New	1	0	0	1	0	0	0	CAD	1	1.86	0	0.0	0	1	1	2	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MC181-Gr-XL	X001R1M00P	B07BDHFQ67	MiYang Padded Push up Brazilian Thong Bikini Sets 2018 Swimsuits for Women Yellow XL	New	3	0	3	0	0	0	0	CAD	3	1.63	0	0.0	0	3	4	4	Low conversion	20.99	20.99	20.99	0.0	Lower price
2018-08-24	LYQ-MCXZ1058-Z0-XXL	X001TT7SLB	B07CXSJLZJ	MiYang Women's Casual Tunic Top Short Sleeve Blouse T-Shirt Button Decor	New	2	0	2	0	0	0	0	CAD	0	0.0	0	0.0	1	5	5	5		19.99	19.99	19.99	0.0	Lower price
2018-08-24	YZ-MCYF181-PI-2XL	X001QH966V	B07BQNBH9X	MiYang Halter Maternity Tankini Floral Pregnancy Triangle Swimsuit Pink 2X-Large	New	1	0	1	0	0	0	0	CAD	1	1.27	0	0.0	0	0	0	0	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MC5020YH-S	X001TT1NTJ	B01HPQQCFS	MiYang Women's One Piece High Waist Printing Swim Dress Padded Swimwear	New	1	0	1	0	0	0	0	CAD	0	0.0	0	0.0	0	0	0	0	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	SJ-MC002-B0	X001PV7B1P	B07B45SPRL	MiYang Women's Pom Pom Trim Kaftan Chiffon Swimwear Beach Cover Up US Size 0-10	New	3	0	3	0	0	0	0	CAD	3	1.7	0	0.0	0	0	0	0	Low conversion	22.99	22.99	22.99	0.0	Lower price
2018-08-24	YZ-NA5119K0-3XL	X001E7SUVF	B01EJ5VRJE	MiYang Women's Plus-Size Flower Printing Shaping Body One Piece Swim Dresses Swimsuit Black X-Large	New	19	0	19	0	0	0	0	CAD	19	24.1	0	0.0	1	13	41	48	Low conversion	59.99	35.99	35.99	0.0	Lower price
2018-08-24	YZ-MCLK185-K0-S	X001SY7HV3	B07BCCGMPF	MiYang Women's Halter High Waisted Cut Out One Piece Swimsuit Backless Bathing Suit Black S	New	4	0	4	0	0	0	0	CAD	4	3.41	0	0.0	0	0	1	1	Low conversion	25.99	25.99	25.99	0.0	Lower price
2018-08-24	YZ-MCXZPW2038-K0-S	X001TYNH2F	B07FDRQ8SQ	Women's Triangle Halter Bikini Set Push up Crochet Swimwear	New	6	0	6	0	0	0	0	CAD	4	2.46	0	0.0	0	3	3	3		19.99	19.99	19.99	0.0	Lower price
2018-08-24	DK-MCCL315-RF-2XL	X001QB8DT3	B07BGXQC65	High-Waisted Strappy Side Floral Casual Bikini Bottoms Red US 14	New	1	0	0	1	0	0	0	CAD	1	0.47	0	0.0	0	0	0	0	Low conversion	16.99	16.99	16.99	0.0	Lower price
2018-08-24	YZ-MCHM111-K0-S	X001O73YKH	B078X8H4W9	MiYang Women's Off the Shoulder Frill Geometric Striped One Piece Bathing Suit Bikini	New	4	0	4	0	0	0	0	CAD	4	9.11	0	0.0	1	4	13	18	Low conversion	19.99	19.99	19.99	0.0	Lower price
2018-08-24	YZ-MCPLUS24-K0-2XL	X001TQGLA3	B07CM4NBHV	Women One Piece High Cut Halter Swimsuit Retro High Waisted Bikini	New	1	0	1	0	0	0	0	CAD	1	0.75	0	0.0	0	3	4	4		19.99	19.99	19.99	0.0	Lower price
2018-08-24	YZ-MC180-E0-2XL	X001R22U31	B07C5R6NDC	MiYang Padded Push up Brazilian Thong Bikini Sets Two Piece Swimsuit for Women Gray US 16-18	New	2	0	0	2	0	0	0	CAD	2	0.22	0	0.0	0	0	0	0	Low conversion	17.99	17.99	17.99	0.0	Lower price
2018-08-24	YZ-MCBD01-R0-S	X001QL7I4T	B07B7KB2MY	Womens High Waisted Bikini Set Flounce Top Two Piece Polka Dot Swimsuit	New	4	0	4	0	0	0	0	CAD	4	3.04	0	0.0	1	2	2	2	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-NA13037Wi3L	X001L2Q0LZ	B01AXSD6KO	MiYang Women's Shaping Body Swimsuit One-Piece Swimwear Spa Suit Size tag 3XL/UK size L,Wine Red	New	3	0	3	0	0	0	0	CAD	3	6.3	0	0.0	0	1	6	7	Low conversion	40.0	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MCLS1458-R2-5X	X001TU6MNF	B00YMGVH4Q	MiYang Women's One Piece High Waist Printing Swim Dress Padded Swimwear	New	2	0	2	0	0	0	0	CAD	2	1.86	0	0.0	0	1	1	1	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-CA30CH-M	X001F1LDJV	B06XXCVW4M	MiYang Women's Sexy Crewneck One Piece Beachwear Bikini Monokini Swimsuit Tag M(US M:6-8)	New	3	0	3	0	0	0	0	CAD	0	0.0	0	0.0	0	5	9	17		59.99	29.99	29.99	0.0	Lower price
2018-08-24	SJ-NA204-G0-L	X001HGQ2ZJ	B0136OUBO6	MiYang Women's Floral Lace Beach Bikini Swimwear Cover-up, Green, Large(US Size 8-10)	New	1	0	1	0	0	0	0	CAD	1	0.2	0	0.0	0	1	2	2	Low conversion	26.99	26.99	26.99	0.0	Lower price
2018-08-24	XZ-MC0801-C0-4041	X001UMOGG7	B07G34ZQYT	MiYang Women Cute Animal Slippers Cozy Fleece Warm House Indoor	New	1	0	1	0	0	0	0	CAD	1	0.03	0	0.0	0	1	1	1		15.99	15.99	15.99	0.0	Lower price
2018-08-24	YZ-MCBK187-K0-L	X001T5DC65	B07BMVNKNW	Bikini Sets Sport Swimsuit Low Scoop Crop Top High Waisted High Cut Cheeky Bottom	New	1	0	1	0	0	0	0	CAD	0	0.0	0	0.0	3	4	12	12		40.0	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MC5020MF-2XL	X001TT01RJ	B07BMT64GD	MiYang Women's One Piece High Waist Printing Swim Dress Padded Swimwear	New	2	0	2	0	0	0	0	CAD	0	0.0	0	0.0	1	3	3	3		29.99	29.99	29.99	0.0	Lower price
2018-08-24	LYQ-MC-YH115-M3-XL	X001UCJ5XL	B07FSCBQQT	MiYang Women Bohemian Dress Vintage Printed Ethnic Style Loose Summer Shift	New	2	0	2	0	0	0	0	CAD	2	1.36	0	0.0	1	1	1	1		18.99	18.99	18.99	0.0	Lower price
2018-08-24	YZ-NA13037Wi1L	X001GDCZDB	B01AXSD2IK	MiYang Women's Shaping Body Swimsuit One-Piece Swimwear Spa Suit Size tag XL/UK size S Wine Red	New	4	0	4	0	0	0	0	CAD	4	6.6	0	0.0	0	1	1	2	Low conversion	40.0	29.99	29.99	0.0	Lower price
2018-08-24	YZ-NA263100M	X001FX1GO1	B01A6WG1V8	MiYang Women's One Piece Striped Slim Swim Dress Bathing Swimwear	New	2	0	1	1	0	0	0	CAD	2	1.94	0	0.0	0	0	0	0	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-NA13037Pu9L	X001JSERMP	B01MXLWU2D	MiYang Women's Shaping Body Swimsuit One-Piece Swimwear Spa Suit Size tag 5XL/UK size XXL(US Size OX 12W) Purple	New	5	0	5	0	0	0	0	CAD	0	0.0	0	0.0	0	3	4	10		32.99	32.99	32.99	0.0	Lower price
2018-08-24	YZ-MCCL252-R0-XL	X001P45Q1T	B079PQZG5K	Women's Plus Size Halter High Waisted Geometry Print Bikini Set L	New	4	0	4	0	0	0	0	CAD	4	5.98	0	0.0	0	1	6	10	Low conversion	25.99	25.99	25.99	0.0	Lower price
2018-08-24	SJ-NA204-ZL-XL	X001HG6A3N	B01N9K3ZDT	MiYang Women's Floral Lace Beach Bikini Cover-up Navy blue XL	New	1	0	1	0	0	0	0	CAD	1	0.2	0	0.0	1	1	2	6		26.99	26.99	26.99	0.0	Lower price
2018-08-24	LYQ-MCTW03-B0-XXL	X001PZOD21	B0761LYXTF	MiYang Women's Long Sleeve Striped Floral Tunic T-Shirt Dress A-line Trim Casual Dress Blue Striped XXL	New	1	0	0	1	0	0	0	CAD	1	1.22	0	0.0	0	0	1	1	Low conversion	25.99	25.99	25.99	0.0	Lower price
2018-08-24	YZ-NA15827-K0-S	X001O5VXPR	B01N98BUDE	MiYang Women's Plus Size Ruffled One Piece Tankini Printed-Hem Ruffled Swim Dress	New	1	0	1	0	0	0	0	CAD	1	1.1	0	0.0	1	1	2	2		29.99	29.99	29.99	0.0	Lower price
2018-08-24	CA-HM1789-B0TW-S	X001LV9D1F	B06XWWLKNP	MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short	New	4	0	4	0	0	0	0	CAD	4	2.83	0	0.0	0	0	4	5	Low conversion	14.99	14.99	14.99	0.0	Lower price
2018-08-24	YZ-MCXZPW331-GE-XL	X001U2BA39	B07FKLXNCM	MiYang Women Swimming Costume Tankini-Set	New	1	0	1	0	0	0	0	CAD	0	0.0	0	0.0	2	4	4	4		19.99	19.99	19.99	0.0	Lower price
2018-08-24	YZ-MCTW32-PI-L	X001UTCSX3	B07G81LDSN	Push up Striped Bikini Sets Two Pieces V Neck Tie Front Swimsuit	New	2	0	2	0	0	0	0	CAD	0	0.0	0	0.0	0	0	0	0	Low traffic	29.99	29.99	29.99	0.0	Advertise listing
2018-08-24	YZ-NA2631R0M	X001G4QYIR	B01IOEHNK8	MiYang Women's One Piece Striped Slim Swim Dress Bathing Swimwear	New	1	0	0	1	0	0	0	CAD	1	1.64	0	0.0	0	0	1	1	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MCPP1705-K0-XL	X001PLCH5F	B06XT2KLFS	MiYang Vintage Starry Sky Convertible Black One Piece Swimsuit	New	1	0	1	0	0	0	0	CAD	0	0.0	0	0.0	0	0	1	2				-1.0	-1.0	Edit listing
2018-08-24	CX-MCZQP01-P0-L	X001QEGE87	B07BM1J5HY	Women's Purple Long Sleeve Sequin Patch Pocket Shirt Blouse Top	New	4	0	0	4	0	0	0	CAD	4	4.14	0	0.0	0	0	0	0	Low traffic	20.99	20.99	20.99	0.0	Advertise listing
2018-08-24	YZ-MC5119-ZLBD-2XL	X001Q5QXOB	B07BHJMT22	MiYang Women's Plus-Size Polka Dot Shaping Body One Piece Swim Dresses Swimsuit Navy Polka Dot 2XL	New	4	0	4	0	0	0	0	CAD	0	0.0	0	0.0	1	7	18	23		35.99	35.99	35.99	0.0	Lower price
2018-08-24	YZ-MCHY025-K0-XL	X001T698XZ	B07CNDBB4J	Women One Piece V-Neck Flounce Swimsuit Retro Cross Back Bikini	New	1	0	1	0	0	0	0	CAD	1	0.7	0	0.0	0	0	1	1	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MC5119K0-4XL	X001Q5QXOL	B07BHM9Y4H	MiYang Women's Plus-Size Shaping One Piece Swim Dresses Swimsuit Black 4XL	New	6	0	6	0	0	0	0	CAD	0	0.0	0	0.0	0	10	12	14		35.99	35.99	35.99	0.0	Lower price
2018-08-24	YZ-NA15827-SB-4X	X001N9G1OH	B06XDKRX68	MiYang Women's Plus Size Ruffled One Piece Tankini Printed-Hem Ruffled Swim Dress	New	4	0	2	2	0	0	0	CAD	4	7.44	0	0.0	1	2	5	5		29.99	29.99	29.99	0.0	Lower price
2018-08-24	LYQ-HM1205-KH-S-CA	X001LBGITF	B0756YM6MX	MiYang Women's Lace Up Front V Neck Long Sleeve Knit Sweater Dress Top	New	2	0	0	0	2	0	0	CAD	0	0.0	2	14.8	0	0	0	0	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MC5129-G0YH-M	X001T66EP5	B07CKPMDMB	MiYang Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Yellow Floral Medium(US 8-10)	New	5	0	5	0	0	0	0	CAD	5	8.12	0	0.0	0	0	0	0	Low conversion	30.99	30.99	30.99	0.0	Lower price
2018-08-24	XZ-MC0801-C0-4243	X001UMZZCV	B07G365X8M	MiYang Women Cute Animal Slippers Cozy Fleece Warm House Indoor	New	2	0	2	0	0	0	0	CAD	2	0.06	0	0.0	0	0	0	0	Low conversion	15.99	15.99	15.99	0.0	Lower price
2018-08-24	MZ-SV2843N5-CA	X001N8QCE7	B076KJ53HX	MiYang Trendy Warm Chunky Soft Stretch Cable Knit Beanie Skully Coffee	New	2	0	0	2	0	0	0	CAD	2	2.45	0	0.0	0	0	0	0	Low traffic	11.99	11.99	11.99	0.0	Advertise listing
2018-08-24	YZ-MCCL173-K0-XL	X001P2X7M1	B079NSVLXQ	Women's Flounced Striped High Waited Swimsuit Two Piece Bikini Set Black XL	New	5	0	5	0	0	0	0	CAD	0	0.0	0	0.0	7	24	55	65		25.99	25.99	25.99	0.0	Lower price
2018-08-24	YZ-NA1521-KF-5XL	X001F1CL5B	B06X9L9FDK	MiYang Women's One Piece Bathing Suit Tankini Swimdress Cover Up Swimsuit 5XL	New	3	0	3	0	0	0	0	CAD	0	0.0	0	0.0	0	4	7	8	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MC181-Gr-2XL	X001R2AHYZ	B07BDG9CZ9	MiYang Padded Push up Brazilian Thong Bikini Sets 2018 Swimsuits for Women Yellow XXL	New	8	0	8	0	0	0	0	CAD	8	4.91	0	0.0	0	2	3	3	Low conversion	20.99	20.99	20.99	0.0	Lower price
2018-08-24	YZ-MCLS1458-R2-3X	X001TV92ZT	B00YMGV9JO	MiYang Women's One Piece High Waist Printing Swim Dress Padded Swimwear	New	2	0	2	0	0	0	0	CAD	2	1.79	0	0.0	0	1	1	1	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MCPLUS24-G0-2XL	X001TQUNY3	B07CM858TZ	Women One Piece High Cut Halter Swimsuit Retro High Waisted Bikini	New	2	0	2	0	0	0	0	CAD	2	1.86	0	0.0	0	1	3	3		19.99	19.99	19.99	0.0	Lower price
2018-08-24	CA-HM1789-K0-M	X001DO1CNH	B06XXBMK3H	MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short	New	1	0	1	0	0	0	0	CAD	0	0.0	0	0.0	10	34	94	123				-1.0	-1.0	Edit listing
2018-08-24	YZ-NA9007Sa2L	X001LCNUWR	B015QZRNIU	MiYang Women's Bowknot Printing Skirt Spa Swimsuit Bathing Swimwear Sapphire Blue S	New	2	0	2	0	0	0	0	CAD	2	3.01	0	0.0	0	0	0	0	Low conversion	32.99	32.99	32.99	0.0	Lower price
2018-08-24	YZ-NA5505Da2L	X001DNNDAX	B017JO0OBE	MiYang Women's Tankini Striped Vintage Swim Dress (Deep Blue XX-Large)	New	6	0	6	0	0	0	0	CAD	6	20.66	0	0.0	1	5	9	10		32.99	32.99	32.99	0.0	Lower price
2018-08-24	YZ-NA15827-B0-L	X001O5VX9N	B01NCB9AGE	MiYang Women's Plus Size Ruffled One Piece Tankini Printed-Hem Ruffled Swim Dress	New	2	0	0	0	2	0	0	CAD	2	3.72	0	0.0	0	0	0	0	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MC5129-K0YH-L	X001T61Y55	B07CL1M3YM	MiYang Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Black Floral Large(US 12-14)	New	6	0	6	0	0	0	0	CAD	6	9.75	0	0.0	0	0	4	4	Low conversion	30.99	30.99	30.99	0.0	Lower price
2018-08-24	YZ-NA5119-YT-2XL	X001GDDQX9	B01HFYMXUI	MiYang Women's Plus-Size Flower Printing Shaping Body One Piece Swim Dresses Swimsuit  Black Cherry Large	New	5	0	5	0	0	0	0	CAD	5	6.34	0	0.0	0	7	19	28		35.99	35.99	35.99	0.0	Lower price
2018-08-24	YZ-MC1732-K0-S	X001TU0F0B	B07F8S535M	MiYang Women's Colorful Print Swimwear Two Piece Boyshort Bkini	New	1	0	1	0	0	0	0	CAD	1	0.82	0	0.0	0	0	2	2	Low conversion	19.99	19.99	19.99	0.0	Lower price
2018-08-24	YZ-MCBK187-BD-M	X001T4ZWC3	B07BMX27C9	Bikini Sets Sport Swimsuit Low Scoop Crop Top High Waisted High Cut Cheeky Bottom	New	4	0	4	0	0	0	0	CAD	0	0.0	0	0.0	0	3	5	5		40.0	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MCBD01-R0-M	X001QM64WP	B07B7JY2HX	Womens High Waisted Bikini Set Flounce Top Two Piece Polka Dot Swimsuit	New	4	0	4	0	0	0	0	CAD	0	0.0	0	0.0	2	7	7	7		29.99	29.99	29.99	0.0	Lower price
