snapshot-date	sku	fnsku	ASIN	product-name	condition	avaliable-quantity(sellable)	qty-with-removals-in-progress	inv-age-0-to-90-days	inv-age-91-to-180-days	inv-age-181-to-270-days	inv-age-271-to-365-days	inv-age-365-plus-days	currency	qty-to-be-charged-ltsf-6-mo	projected-ltsf-6-mo	qty-to-be-charged-ltsf-12-mo	projected-ltsf-12-mo	units-shipped-last-7-days	units-shipped-last-30-days	units-shipped-last-60-days	units-shipped-last-90-days	alert	your-price	sales_price	lowest-price-new	lowest-price-used	Recommended action
2018-08-24	YZ-NA13037EZ3L	X001IXVJ7R	B01AXSDDFC	MiYang Women's Shaping Body Swimsuit One-Piece Swimwear Spa Suit Size tag 3XL/UK size L,Blue and Green	New	1	0	1	0	0	0	0	CAD	1	2.79	0	0.0	1	1	3	3		29.99	29.99	29.99	0.0	Lower price
2018-08-24	CA-HM1727-Pi-XL	X001O7WTQH	B071XP6PNQ	MiYang Womens Deep V-Neck Cross-Back One Piece Swimsuit	New	1	0	1	0	0	0	0	CAD	0	0.0	0	0.0	0	1	2	2		9.99	9.99	9.99	0.0	Lower price
2018-08-24	YZ-MCXZ388-W0-XS	X001TRNROF	B07F72KD2W	MiYang Women One Piece High Cut Deep V-Neck Halter Swimsuit Lace Mesh Vintage Swimwear White	New	1	0	1	0	0	0	0	CAD	1	1.32	0	0.0	0	0	0	0	Low conversion	17.99	17.99	17.99	0.0	Lower price
2018-08-24	YZ-NA5119K0-XL	X001EA5IVH	B01EJ5VO38	MiYang Women's Plus-Size Flower Printing Shaping Body One Piece Swim Dresses Swimsuit  Black Medium	New	2	0	2	0	0	0	0	CAD	2	1.93	0	0.0	0	7	19	21		35.99	35.99	35.99	0.0	Lower price
2018-08-24	YZ-CA30CH-XS	X001MOWSC7	B06XXDTB6S	MiYang Women's Sexy Crewneck One Piece Beachwear Bikini Monokini Swimsuit Tag XS(US XS:0-2)	New	2	0	2	0	0	0	0	CAD	0	0.0	0	0.0	0	2	2	4		59.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-NA9008Se6L	X001LCP29V	B01N1FYKJE	MiYang Women's Bowknot Printing Skirt Spa Swimsuit Bathing Swimwear	New	3	0	3	0	0	0	0	CAD	3	2.53	0	0.0	0	0	2	2	Low conversion	32.99	32.99	32.99	0.0	Lower price
2018-08-24	YZ-NA1521-RL-3XL	X001GSWSO7	B06X9PYNJ7	MiYang Women's One Piece Bathing Suit Tankini Swimdress Cover up Swimsuit	New	3	0	3	0	0	0	0	CAD	3	8.7	0	0.0	1	1	3	3	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	CA-HM1789-B0-S	X001UHX5OL	B07FYGKCL8	MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short	New	13	0	13	0	0	0	0	CAD	13	9.33	0	0.0	2	7	7	7		15.99	15.99	15.99	0.0	Lower price
2018-08-24	YZ-MCXZPW331-GE-S	X001U200J9	B07FKS1NF1	MiYang Women Swimming Costume Tankini-Set	New	8	0	8	0	0	0	0	CAD	0	0.0	0	0.0	0	2	2	2		19.99	19.99	19.99	0.0	Lower price
2018-08-24	LYQ-NA1010-G7-M	X001E2MRXH	B01MS11D3B	MiYang Women's Long Sleeve A-line Lace Stitching Trim Casual Dress M Army Green	New	3	0	0	1	2	0	0	CAD	2	1.21	1	1.21	1	1	1	3		21.99	21.99	21.99	0.0	Lower price
2018-08-24	YZ-MC5129-G0-M	X001T63S2H	B07CLHTTWD	MiYang Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Green Medium(US 8-10)	New	4	0	4	0	0	0	0	CAD	4	6.51	0	0.0	0	3	6	6	Low conversion	30.99	30.99	30.99	0.0	Lower price
2018-08-24	YZ-NA15827-SB-5X	X001O5C7EX	B06XDKH1C7	MiYang Women's Plus Size Ruffled One Piece Tankini Printed-Hem Ruffled Swim Dress	New	3	0	3	0	0	0	0	CAD	3	5.58	0	0.0	0	0	1	1	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MCZQ161-ZL-M	X001OE40KD	B07923HVLY	MiYang 50s Elegant Inspired Retro Vintage One Piece Pin Up Monokinis Swimsuit	New	2	0	2	0	0	0	0	CAD	2	2.35	0	0.0	0	0	1	3	Low conversion	19.99	19.99	19.99	0.0	Lower price
2018-08-24	LYQ-NA1010-N0-S	X001EAMXU1	B01M59530X	MiYang Women's Long Sleeve A-line Lace Stitching Trim Casual Dress S Brown	New	3	0	0	0	2	1	0	CAD	0	0.0	3	3.62	0	0	0	0	Low conversion	21.99	21.99	21.99	0.0	Lower price
2018-08-24	YZ-MC181-K0-M	X001R1M00F	B07BDDN4NR	MiYang Padded Push up Brazilian Thong Bikini Sets 2018 Swimsuits for Women Black M	New	4	0	4	0	0	0	0	CAD	0	0.0	0	0.0	1	1	9	12		20.99	20.99	20.99	0.0	Lower price
2018-08-24	YZ-MCBK187-Y0-M	X001T4Z3E5	B07BMYFH4T	Bikini Sets Sport Swimsuit Low Scoop Crop Top High Waisted High Cut Cheeky Bottom	New	9	0	9	0	0	0	0	CAD	3	5.58	0	0.0	0	7	9	9		40.0	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MCLS1458-K0-5X	X001TUU321	B00YMGUZQC	MiYang Women's One Piece High Waist Printing Swim Dress Padded Swimwear	New	2	0	2	0	0	0	0	CAD	2	1.79	0	0.0	0	1	1	1		29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MC5119-ZLYH-3XL	X001Q5QRWJ	B07BHJHX4N	MiYang Women's Plus-Size Floral Shaping Body One Piece Swim Dresses Swimsuit 3XL	New	7	0	7	0	0	0	0	CAD	7	8.88	0	0.0	0	2	3	5	Low conversion	35.99	35.99	35.99	0.0	Lower price
2018-08-24	LYQ-NA1010-W0-L	X001DNNSM1	B01KO0SCQE	MiYang Women's Purple Long Sleeve A-line Lace Stitching Trim Casual Dress L White	New	5	0	5	0	0	0	0	CAD	5	3.01	0	0.0	2	3	6	6		40.0	21.99	21.99	0.0	Lower price
2018-08-24	SJ-NA204-W0-XL	X001FCM4P7	B019O6JIL2	MiYang Women's Floral Lace Beach Bikini Swimwear Cover-up White XL (US Size 10-12)	New	3	0	0	3	0	0	0	CAD	3	0.6	0	0.0	0	0	0	0	Low conversion	26.99	26.99	26.99	0.0	Lower price
2018-08-24	CA-HM1789-PI-2XL	X001LO24DL	B06XXCMLCL	MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short	New	10	0	0	1	9	0	0	CAD	10	7.08	0	0.0	0	0	0	1	Low conversion	15.99	15.99	15.99	0.0	Lower price
2018-08-24	YZ-NA2631K0M	X001ES85KP	B01A6WFX9Y	MiYang Women's One Piece Striped Slim Swim Dress Bathing Swimwear	New	2	0	2	0	0	0	0	CAD	2	3.27	0	0.0	0	1	2	3	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MCZQ165R0XL	X001O690OH	B078X92FKH	MiYang Women's American Open-Back Red White Blue Patriotic Tankini	New	3	0	0	0	3	0	0	CAD	0	0.0	3	18.1	0	0	0	0	Low traffic	15.99	15.99	15.99	0.0	Edit listing
2018-08-24	YZ-MCPLUS24-PI-2XL	X001TQRNY1	B07CM493VL	Women One Piece High Cut Halter Swimsuit Retro High Waisted Bikini	New	3	0	3	0	0	0	0	CAD	3	2.79	0	0.0	0	0	2	2	Low conversion	19.99	19.99	19.99	0.0	Lower price
2018-08-24	LYQ-MC-YH115-B0M	X001UAFZBT	B07FQRZ7Q5	MiYang Women Bohemian Dress Vintage Printed Ethnic Style Loose Summer Shift	New	1	0	1	0	0	0	0	CAD	1	0.68	0	0.0	0	0	0	0	Low conversion	18.99	18.99	18.99	0.0	Lower price
2018-08-24	DK-MCCL315-RF-L	X001QA7K4X	B07BGXQZSL	High-Waisted Strappy Side Floral Casual Bikini Bottoms Red US 10	New	1	0	0	1	0	0	0	CAD	1	0.47	0	0.0	0	0	0	0	Low conversion	16.99	16.99	16.99	0.0	Lower price
2018-08-24	CA-HM1789-ZL-XL	X001DTGZD9	B06XXDTLKL	MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short	New	21	0	21	0	0	0	0	CAD	21	6.32	0	0.0	4	8	31	49	Low conversion	15.99	15.99	15.99	0.0	Lower price
2018-08-24	YZ-MC5119K0-S	X001Q4SXSV	B07BHJLJCW	MiYang Women's Plus-Size Shaping One Piece Swim Dresses Swimsuit Black S	New	4	0	4	0	0	0	0	CAD	4	4.33	0	0.0	0	3	5	8	Low conversion	35.99	35.99	35.99	0.0	Lower price
2018-08-24	YZ-NA1521-GF-XL	X001GDD0VR	B06X9FQ4JW	MiYang Women's One Piece Bathing Suit Tankini Swimdress Cover Up Swimsuit XL	New	2	0	0	0	2	0	0	CAD	0	0.0	2	11.6	0	0	0	1	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	SJ-CA205-G0	X001FX0XW7	B06ZZSRM9K	MiYang Womens Chiffon Swimwear Cover-ups Bikini Swim Beach Wear Cover Up	New	4	0	1	3	0	0	0	CAD	4	5.89	0	0.0	3	5	8	9	Low conversion	17.99	17.99	17.99	0.0	Lower price
2018-08-24	DK-MCCL315-R0-XL	X001QAQRU1	B07BGVR9N5	High-Waisted Strappy Side Casual Bikini Bottoms Red US 12	New	1	0	0	1	0	0	0	CAD	1	0.01	0	0.0	1	1	1	1		16.99	16.99	16.99	0.0	Lower price
2018-08-24	CA-HM1789-Dot-L	X001SNGIO1	B07DFFCKTM	MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short	New	16	0	16	0	0	0	0	CAD	6	1.81	0	0.0	2	21	39	43		15.99	15.99	15.99	0.0	Lower price
2018-08-24	LYQ-MCTW03-B0-L	X001PY8ALH	B0761N6S5X	MiYang Women's Long Sleeve Striped Floral Tunic T-shirt Dress A-line Trim Casual Dress Blue Striped L	New	2	0	0	2	0	0	0	CAD	2	2.44	0	0.0	0	0	0	0	Low conversion	25.99	25.99	25.99	0.0	Lower price
2018-08-24	YZ-NA1521-BL-4XL	X001HG6AUB	B06X9GHZBM	MiYang Women's One Piece Bathing Suit Tankini Swimdress Cover Up Swimsuit 4XL	New	1	0	1	0	0	0	0	CAD	1	0.61	0	0.0	0	1	2	6	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	PA-MC0717-E0-M	X001U63JHZ	B07FMVKJTF	MiYang Women's Yoga Palazzo Pants Wide Leg Loose Floral Print Drawstring	New	1	0	1	0	0	0	0	CAD	1	1.19	0	0.0	0	1	1	1	Low conversion	19.99	19.99	19.99	0.0	Lower price
2018-08-24	YZ-MC5119-K0BD-2XL	X001Q5QFVH	B07BHJG457	MiYang Women's Plus-Size Polka Dot Shaping Body One Piece Swim Dresses Swimsuit Black Polka Dot 2XL	New	3	0	3	0	0	0	0	CAD	0	0.0	0	0.0	1	6	14	19		35.99	35.99	35.99	0.0	Lower price
2018-08-24	YZ-NA5505LbM	X001LESQAB	B06XYZMZ9V	MiYang Women's Tankini Striped Vintage Swim Dress (Light Blue Medium)	New	5	0	5	0	0	0	0	CAD	0	0.0	0	0.0	0	0	0	0	Low conversion	32.99	32.99	32.99	0.0	Lower price
2018-08-24	YZ-NA5505R0-XS	X001G4R9J5	B01MRUFE10	MiYang Women's Tankini Striped Vintage Swim Dress	New	7	0	5	0	2	0	0	CAD	5	6.41	2	5.13	0	1	1	1		40.0	32.99	32.99	0.0	Lower price
2018-08-24	YZ-CA30CH-S	X001GDDYLN	B06XXCT3RF	MiYang Women's Sexy Crewneck One Piece Beachwear Bikini Monokini Swimsuit Tag S(US S:2-4)	New	1	0	1	0	0	0	0	CAD	0	0.0	0	0.0	0	3	3	6		59.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MCBK187-B0-L	X001T4Z41H	B07CYVX7XL	Bikini Sets Sport Swimsuit Low Scoop Crop Top High Waisted High Cut Cheeky Bottom	New	5	0	5	0	0	0	0	CAD	0	0.0	0	0.0	0	0	2	2	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MCLK185-K0-L	X001SY8TH9	B07BCD69SP	MiYang Women's Halter High Waisted Cut Out One Piece Swimsuit Backless Bathing Suit Black L	New	2	0	2	0	0	0	0	CAD	2	1.7	0	0.0	0	0	3	3	Low conversion	25.99	25.99	25.99	0.0	Lower price
2018-08-24	YZ-MCLS1458-R2-6X	X001TV4VDR	B07BK2D7B1	MiYang Women's One Piece High Waist Printing Swim Dress Padded Swimwear	New	3	0	3	0	0	0	0	CAD	3	2.69	0	0.0	0	0	0	0	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	CA-HM1789-W0-2XL	X001FATWAJ	B06XXFTJ3Y	MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short	New	9	0	9	0	0	0	0	CAD	9	2.71	0	0.0	0	2	3	5	Low conversion	14.99	14.99	14.99	0.0	Lower price
2018-08-24	YZ-MC181-OR-XL	X001R1GT25	B07BDD8DG4	MiYang Padded Push up Brazilian Thong Bikini Sets 2018 Swimsuits for Women Orange XL	New	6	0	6	0	0	0	0	CAD	6	3.68	0	0.0	0	2	5	7	Low conversion	20.99	20.99	20.99	0.0	Lower price
2018-08-24	YZ-MCXZCL1609-MU-M	X001U3887T	B07FLWMLY6	Deep V Neck Halter Floral One Piece Swimsuit Strap Cross Back Monokini Bikini	New	4	0	4	0	0	0	0	CAD	4	2.59	0	0.0	0	0	0	0	Low traffic	19.99	19.99	19.99	0.0	Advertise listing
2018-08-24	YZ-MC5119-ZLYH-L	X001Q5QAIP	B07BHLNS3H	MiYang Women's Plus-Size Floral Shaping Body One Piece Swim Dresses Swimsuit L	New	5	0	5	0	0	0	0	CAD	0	0.0	0	0.0	0	1	5	5		35.99	35.99	35.99	0.0	Lower price
2018-08-24	LYQ-MCXZ1058-P0-XS	X001TT4UCL	B07CXT5NS2	MiYang Women's Casual Tunic Top Short Sleeve Blouse T-Shirt Button Decor	New	1	0	1	0	0	0	0	CAD	1	0.72	0	0.0	0	0	0	0	Low conversion	13.99	13.99	13.99	0.0	Lower price
2018-08-24	SJ-NA204-K0-XS	X001EALTCJ	B010SPPG3W	MiYang Women's Floral Lace Beach Bikini Swimwear Cover-up Black XS(US Size 0-2)	New	1	0	1	0	0	0	0	CAD	1	0.2	0	0.0	0	0	2	2	Low conversion	26.99	26.99	26.99	0.0	Lower price
2018-08-24	YZ-MC5020MF-L	X001TT0EFD	B07C8N48RB	MiYang Women's One Piece High Waist Printing Swim Dress Padded Swimwear	New	3	0	3	0	0	0	0	CAD	2	4.95	0	0.0	0	2	2	2	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	DK-MCCL315-BF-S	X001QARGX3	B07BGY76L5	High-Waisted Strappy Side Floral Casual Bikini Bottoms Butterfly US 6	New	1	0	0	1	0	0	0	CAD	1	0.31	0	0.0	0	0	0	0	Low conversion	16.99	16.99	16.99	0.0	Lower price
2018-08-24	YZ-MC181-R0-L	X001R2AID5	B07BDM7YRZ	MiYang Padded Push up Brazilian Thong Bikini Sets 2018 Swimsuits for Women Red L	New	7	0	7	0	0	0	0	CAD	6	3.68	0	0.0	2	13	25	27		20.99	20.99	20.99	0.0	Lower price
2018-08-24	YZ-NA13037Pu8L	X001FCM2KT	B01N64GFM9	MiYang Women's Shaping Body Swimsuit One-Piece Swimwear Spa Suit Size tag 4XL/UK Size XL,Purple	New	4	0	4	0	0	0	0	CAD	0	0.0	0	0.0	1	1	1	3		32.99	32.99	32.99	0.0	Lower price
2018-08-24	YZ-MCBK187-R2-2XL	X001T5DC6F	B07CYKPK83	Bikini Sets Sport Swimsuit Low Scoop Crop Top High Waisted High Cut Cheeky Bottom	New	5	0	5	0	0	0	0	CAD	0	0.0	0	0.0	0	0	2	2	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MCBK187-P0-L	X001T4SWGL	B07BMWXP6M	Bikini Sets Sport Swimsuit Low Scoop Crop Top High Waisted High Cut Cheeky Bottom	New	5	0	5	0	0	0	0	CAD	0	0.0	0	0.0	0	1	3	3	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MCXZCL1609-MU-XL	X001U4DORR	B07FLYQQMP	Deep V Neck Halter Floral One Piece Swimsuit Strap Cross Back Monokini Bikini	New	2	0	2	0	0	0	0	CAD	2	1.29	0	0.0	0	0	0	0	Low traffic	19.99	19.99	19.99	0.0	Advertise listing
2018-08-24	LYQ-NA1010-K0-L	X001DNNJU7	B01KO0SCAA	MiYang Women's Purple Long Sleeve A-line Lace Stitching Trim Casual Dress L Black	New	4	0	4	0	0	0	0	CAD	4	2.41	0	0.0	0	0	1	2	Low conversion	21.99	21.99	21.99	0.0	Lower price
2018-08-24	SJ-NA204-ZL-S	X001FCFYE5	B01N6JCAQV	MiYang Women's Floral Lace Beach Bikini Cover-up Navy blue S	New	3	0	3	0	0	0	0	CAD	1	0.2	0	0.0	0	1	3	3		26.99	26.99	26.99	0.0	Lower price
2018-08-24	YZ-MCYF184-B0-M	X001QJM3E1	B07BQR9LPP	Halter Maternity Tankini Tie-dye Striped Swimsuit Two Piece Set Navy Medium	New	5	0	5	0	0	0	0	CAD	0	0.0	0	0.0	0	3	10	12		29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-NA5505JRM	X001LEJJ2P	B013OSTD70	MiYang Women's Tankini Striped Vintage Swim Dress (Pink Medium)	New	2	0	2	0	0	0	0	CAD	2	1.4	0	0.0	0	2	8	8		32.99	32.99	32.99	0.0	Lower price
2018-08-24	YZ-NA9007Se8L	X001DO1COB	B01N1FYKHR	MiYang Women's Bowknot Printing Skirt Spa Swimsuit Bathing Swimwear	New	1	0	1	0	0	0	0	CAD	1	0.84	0	0.0	0	0	1	1	Low conversion	32.99	32.99	32.99	0.0	Lower price
2018-08-24	YZ-NA9007Se7L	X001KNNGT9	B01N64GO5L	MiYang Women's Bowknot Printing Skirt Spa Swimsuit Bathing Swimwear	New	1	0	1	0	0	0	0	CAD	1	0.84	0	0.0	0	1	4	5		32.99	32.99	32.99	0.0	Lower price
2018-08-24	YZ-MC180-WI-L	X001R2JSBN	B07C5RJP16	MiYang Padded Push up Brazilian Thong Bikini Sets Two Piece Swimsuit for Women Wine Red US 12-14	New	3	0	3	0	0	0	0	CAD	3	0.33	0	0.0	0	1	2	3		17.99	17.99	17.99	0.0	Lower price
2018-08-24	YZ-NA1521-GW-XL	X001FWTA45	B06X9LFQWR	MiYang Women's One Piece Bathing Suit Tankini Swimdress Cover Up Swimsuit XL	New	2	0	0	0	2	0	0	CAD	0	0.0	2	11.6	0	0	0	0	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-NA1521-BF-3XL	X001GSWSNN	B06WWLKZRB	MiYang Women's One Piece Bathing Suit Tankini Swimdress Cover Up Swimsuit 3XL	New	5	0	5	0	0	0	0	CAD	0	0.0	0	0.0	0	1	1	3		29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MCLS1458-FB-5X	X001TUZHOZ	B00YMGV72S	MiYang Women's One Piece High Waist Printing Swim Dress Padded Swimwear	New	1	0	1	0	0	0	0	CAD	0	0.0	0	0.0	0	3	3	3		29.99	29.99	29.99	0.0	Lower price
2018-08-24	CA-HM1789-PP-M	X001HGQOVL	B06XXBRLF4	MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short	New	1	0	0	1	0	0	0	CAD	1	0.3	0	0.0	0	0	1	2	Low conversion	14.99	14.99	14.99	0.0	Lower price
2018-08-24	YZ-NA15827-K0-4X	X001O5ZJFH	B01NCACZ4V	MiYang Women's Plus Size Ruffled One Piece Tankini Printed-Hem Ruffled Swim Dress	New	3	0	0	3	0	0	0	CAD	3	5.58	0	0.0	0	0	0	1	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	DK-MCCL315-BF-2XL	X001QAQRUV	B07BGR41XW	High-Waisted Strappy Side Floral Casual Bikini Bottoms Butterfly US 14	New	1	0	0	1	0	0	0	CAD	1	0.47	0	0.0	0	0	0	0	Low conversion	16.99	16.99	16.99	0.0	Lower price
2018-08-24	YZ-MCSM807-K0-2XL	X001RIYJIT	B07C17GQ3H	Push up Polka Dot Bikini Sets Two Pieces Tie Front Swimsuit	New	2	0	2	0	0	0	0	CAD	2	1.23	0	0.0	0	1	2	3		19.99	19.99	19.99	0.0	Lower price
2018-08-24	YZ-NA5505JRS	X001HGQ2Z9	B06XYZS6NS	MiYang Women's Tankini Striped Vintage Swim Dress (Pink Small)	New	1	0	1	0	0	0	0	CAD	1	0.7	0	0.0	0	2	3	3		32.99	32.99	32.99	0.0	Lower price
2018-08-24	YZ-NA1521-RF-2XL	X001GSXGCZ	B06X9GHX4V	MiYang Women's One Piece Bathing Suit Tankini Swimdress Cover Up Swimsuit 2XL	New	2	0	2	0	0	0	0	CAD	2	5.8	0	0.0	0	0	0	0	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-NA5119K0-4XL	X001EANG0H	B01EJ5VT60	MiYang Women's Plus-Size Flower Printing Shaping Body One Piece Swim Dresses Swimsuit  Black XX-Large	New	12	0	12	0	0	0	0	CAD	12	15.8	0	0.0	1	15	44	51		35.99	35.99	35.99	0.0	Lower price
2018-08-24	LYQ-MC-YH115-M3-M	X001UC47Q1	B07FSGYYDN	MiYang Women Bohemian Dress Vintage Printed Ethnic Style Loose Summer Shift	New	3	0	3	0	0	0	0	CAD	3	2.04	0	0.0	0	0	0	0	Low conversion	18.99	18.99	18.99	0.0	Lower price
2018-08-24	YZ-MC666-HB-XL	X001PJVDT3	B01D42ED8K	MiYang Womens Cross Double Colored Padded Push Up Halter Bikini Swimsuit White US 16-18	New	1	0	1	0	0	0	0	CAD	1	0.68	0	0.0	0	1	2	2		18.99	18.99	18.99	0.0	Lower price
2018-08-24	YZ-MCTW32-BTW-M	X001UTAQR3	B07G83CTVJ	Push up Striped Bikini Sets Two Pieces V Neck Tie Front Swimsuit	New	2	0	2	0	0	0	0	CAD	0	0.0	0	0.0	0	0	0	0	Low traffic	29.99	29.99	29.99	0.0	Advertise listing
2018-08-24	YZ-NA13037Or3L	X001LCEOHR	B01AXSD5KU	MiYang Women's Shaping Body Swimsuit One-Piece Swimwear Spa Suit Size tag 3XL/UK size L,Orange	New	3	0	3	0	0	0	0	CAD	3	6.15	0	0.0	0	1	3	4	Low conversion	40.0	29.99	29.99	0.0	Lower price
2018-08-24	YZ-NA2631ZL3L	X001FWQ0PH	B01B184VYA	MiYang Women's One Piece Striped Slim Swim Dress Bathing Swimwear	New	2	0	2	0	0	0	0	CAD	2	3.08	0	0.0	1	3	10	10		29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MCBKN1703-R0-XL	X001PKC8YV	B06XN5QMXT	MiYang Women's Luxurious Pretty Double Straps Elegant Two Piece Bikini Set	New	2	0	0	2	0	0	0	CAD	2	1.33	0	0.0	0	0	0	0	Low traffic	19.99	19.99	19.99	0.0	Advertise listing
2018-08-24	YZ-NA9007Sa7L	X001DO1K6V	B01N2HHCOA	MiYang Women's Bowknot Printing Skirt Spa Swimsuit Bathing Swimwear	New	1	0	1	0	0	0	0	CAD	1	1.47	0	0.0	0	1	1	2		32.99	32.99	32.99	0.0	Lower price
2018-08-24	LYQ-NA1010-KQ-2X	X001K1XPIN	B01N1X1M4J	MiYang Women's Long Sleeve A-line Lace Stitching Trim Casual Dress 2XL Khaki	New	2	0	0	0	2	0	0	CAD	0	0.0	2	2.41	0	1	1	1		21.99	21.99	21.99	0.0	Lower price
2018-08-24	YZ-MCHY025-B0-M	X001T684O9	B07CNHD4XR	Women One Piece V-Neck Flounce Swimsuit Retro Cross Back Bikini	New	2	0	2	0	0	0	0	CAD	2	1.4	0	0.0	0	0	0	0	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-NA13037Wi2L	X001GD9NHH	B01AXSD3V6	MiYang Women's Shaping Body Swimsuit One-Piece Swimwear Spa Suit Size tag 2XL/UK size M,Wine Red	New	9	0	9	0	0	0	0	CAD	9	18.9	0	0.0	0	1	4	5	Low conversion	29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-NA5505R0-2X	X001LEIRPZ	B01NCIBC55	MiYang Women's Tankini Striped Vintage Swim Dress	New	7	0	5	1	1	0	0	CAD	6	7.7	1	2.57	0	0	1	1	Low conversion	32.99	32.99	32.99	0.0	Lower price
2018-08-24	YZ-MCHY025-R0-L	X001T68A1B	B07CNZMBKX	Women One Piece V-Neck Flounce Swimsuit Retro Cross Back Bikini	New	3	0	3	0	0	0	0	CAD	3	2.1	0	0.0	0	1	2	2		29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-NALLITXL	X001O8SH03	B01G8H8Z4Q	MiYang Vintage Sailor Pin Up Swimsuit One Piece Skirtini Cover Up Swimdress M BlackStriped	New	1	0	1	0	0	0	0	CAD	1	1.23	0	0.0	1	3	3	4		32.99	32.99	32.99	0.0	Lower price
2018-08-24	YZ-MC5119-ZLBD-L	X001Q4SXMR	B07BHL8PRT	MiYang Women's Plus-Size Polka Dot Shaping Body One Piece Swim Dresses Swimsuit Navy Polka Dot L	New	5	0	5	0	0	0	0	CAD	0	0.0	0	0.0	0	3	13	20	Low conversion	35.99	35.99	35.99	0.0	Lower price
2018-08-24	LYQ-MCTW03-K0-M	X001PZNTAX	B0761P5YXS	MiYang Women's Long Sleeve Striped Floral Tunic T-shirt Dress A-line Trim Casual Dress Black Striped M	New	1	0	0	1	0	0	0	CAD	1	1.22	0	0.0	0	0	0	1	Low traffic	25.99	25.99	25.99	0.0	Advertise listing
2018-08-24	LYQ-MCXZ1058-Z0-L	X001TT4UCV	B07CXNKJSY	MiYang Women's Casual Tunic Top Short Sleeve Blouse T-Shirt Button Decor	New	5	0	5	0	0	0	0	CAD	5	3.59	0	0.0	0	5	5	5		19.99	19.99	19.99	0.0	Lower price
2018-08-24	YZ-MCBK187-BD-2XL	X001T66JEB	B07BMYBBMB	Bikini Sets Sport Swimsuit Low Scoop Crop Top High Waisted High Cut Cheeky Bottom	New	4	0	4	0	0	0	0	CAD	0	0.0	0	0.0	1	1	1	1		29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-NA5060Y0	X001G4RO6X	B00YAI9MGQ	MiYang Women's Polka Dot Halter Push Up Slim Tankini Padded Swimsuit	New	2	0	0	0	0	0	2	CAD	0	0.0	2	2.23	0	0	0	1	Low conversion	25.99	25.99	25.99	0.0	Lower price
2018-08-24	CA-HM1789-R2-S	X001HGLUY7	B06XXDNKC5	MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short	New	17	0	17	0	0	0	0	CAD	17	5.12	0	0.0	1	10	22	25		15.99	15.99	15.99	0.0	Lower price
2018-08-24	YZ-NA1521-RM-4XL	X001GU2LQP	B06X9GFQ7H	MiYang Women's One Piece Bathing Suit Tankini Swimdress Cover Up Swimsuit 4XL	New	2	0	2	0	0	0	0	CAD	2	5.8	0	0.0	0	5	8	8		29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MCHY025-K0-L	X001T696EB	B07CND7JQ1	Women One Piece V-Neck Flounce Swimsuit Retro Cross Back Bikini	New	2	0	2	0	0	0	0	CAD	0	0.0	0	0.0	1	3	3	3		29.99	29.99	29.99	0.0	Lower price
2018-08-24	YZ-MC5020TW-M	X001TT3CON	B01HPQQGE0	MiYang Women's One Piece High Waist Printing Swim Dress Padded Swimwear	New	1	0	1	0	0	0	0	CAD	1	1.42	0	0.0	0	0	0	0	Low conversion	29.99	29.99	29.99	0.0	Lower price
