"(父） ASIN","（子）ASIN","商品名称","买家访问次数","买家访问次数百分比","页面浏览次数","页面浏览次数百分比","购买按钮赢得率","已订购商品数量","订购数量 – B2B","订单商品数量转化率","商品转化率 – B2B","已订购商品销售额","已订购商品的销售额 – B2B","订单商品种类数","订单商品总数 – B2B"
"B074T74SF7","B074SZQ5DF","Men's Long Sleeve Formal Business Dress Shirts White XX-Large","0","0.00%","0","0.00%","0%","1","0","0.00%","0.00%","US$15.98","US$0.00","1","0"
"B074T74SF7","B074T74SF7","Men's Long Sleeve Formal Business Dress Shirts","4","0.06%","4","0.05%","0%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B073ZYMTGH","B075WNZJSF","Women's Large Print Silk Scarf Floral Square Pashmina Shawl","5","0.07%","5","0.06%","60%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B073ZYMTGH","B075WPHHKW","Women's Lightweight Floral Square Silk Scarf Shawl","10","0.15%","12","0.14%","75%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B073ZYMTGH","B075WQJ859","Women's Large Print Silk Scarf Floral Square Pashmina Shawl","7","0.10%","7","0.08%","43%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B073ZYMTGH","B075WQNT6B","Women's Large Print Silk Scarf Floral Square Pashmina Shawl","9","0.13%","10","0.12%","80%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B073ZYMTGH","B075WQQC8L","Women's Large Print Silk Scarf Floral Square Pashmina Shawl","10","0.15%","11","0.13%","73%","2","0","20.00%","0.00%","US$14.00","US$0.00","2","0"
"B073ZYMTGH","B075WR57PJ","Women's Large Print Silk Scarf Floral Square Pashmina Shawl","9","0.13%","9","0.10%","78%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B073ZYMTGH","B075WRD5KM","Women's Large Print Silk Scarf Floral Square Pashmina Shawl","11","0.16%","13","0.15%","77%","1","0","9.09%","0.00%","US$7.00","US$0.00","1","0"
"B073ZYMTGH","B075WRWK44","Women's Lightweight Floral Square Silk Scarf Shawl","14","0.21%","14","0.16%","93%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B073ZYMTGH","B075WSSK1M","Women's Large Print Silk Scarf Floral Square Pashmina Shawl","9","0.13%","10","0.12%","60%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B073ZYMTGH","B075WSXH1N","Women's Large Print Silk Scarf Floral Square Pashmina Shawl","7","0.10%","7","0.08%","43%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B073ZYMTGH","B075WSZF3P","Women's Large Print Silk Scarf Floral Square Pashmina Shawl","8","0.12%","8","0.09%","50%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B073ZYMTGH","B075WT1YR6","Women's Large Print Silk Scarf Floral Square Pashmina Shawl","7","0.10%","7","0.08%","86%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B073ZYMTGH","B075WT1YRZ","Women's Large Print Silk Scarf Floral Square Pashmina Shawl","9","0.13%","11","0.13%","73%","1","0","11.11%","0.00%","US$7.00","US$0.00","1","0"
"B073ZYMTGH","B075WT8RQN","Women's Lightweight Floral Square Silk Scarf Shawl","7","0.10%","7","0.08%","86%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B073ZYMTGH","B075WT9XBG","Women's Large Print Silk Scarf Floral Square Pashmina Shawl","3","0.04%","3","0.03%","67%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B073ZYMTGH","B075X946ZN","Women's Floral Satin Silk Scarf Sheer Fashion Neckerchief Shawl","5","0.07%","5","0.06%","40%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B075XC6NXS","B075X9JZX3","Women's Large Print Floral Chiffon Scarf Poncho Shawl","11","0.16%","17","0.20%","94%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B075XC6NXS","B075XC664H","Women's Large Print Floral Chiffon Scarf Poncho Shawl","9","0.13%","14","0.16%","86%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B073ZYMTGH","B075XCBHHN","Women's Floral Satin Silk Scarf Sheer Fashion Neckerchief Shawl","23","0.34%","26","0.30%","100%","2","0","8.70%","0.00%","US$14.00","US$0.00","2","0"
"B075XC6NXS","B075XCJ63F","Women's Large Print Floral Chiffon Scarf Poncho Shawl","10","0.15%","24","0.28%","96%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B075XC6NXS","B075XCS3QN","Women's Large Print Floral Chiffon Scarf Poncho Shawl","14","0.21%","29","0.34%","93%","3","0","21.43%","0.00%","US$24.00","US$0.00","3","0"
"B075XC6NXS","B075XD8MYM","Women's Large Print Floral Chiffon Scarf Poncho Shawl","7","0.10%","11","0.13%","91%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B075XC6NXS","B075XDTMSM","Women's Large Print Floral Chiffon Scarf Poncho Shawl","17","0.25%","34","0.39%","100%","1","0","5.88%","0.00%","US$7.00","US$0.00","1","0"
"B075XC6NXS","B075XDV8DB","Women's Large Print Floral Chiffon Scarf Poncho Shawl","13","0.19%","35","0.41%","100%","1","0","7.69%","0.00%","US$10.00","US$0.00","1","0"
"B075XC6NXS","B075XF6KDQ","Women's Large Print Floral Chiffon Scarf Poncho Shawl","13","0.19%","21","0.24%","95%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B075XC6NXS","B075XF75YS","Women's Large Print Floral Chiffon Scarf Poncho Shawl","9","0.13%","17","0.20%","88%","1","0","11.11%","0.00%","US$7.00","US$0.00","1","0"
"B075XC6NXS","B075XF8TFV","Women's Large Print Floral Chiffon Scarf Poncho Shawl","11","0.16%","32","0.37%","100%","1","0","9.09%","0.00%","US$10.00","US$0.00","1","0"
"B075XC6NXS","B075XFH141","Women's Large Print Floral Chiffon Scarf Poncho Shawl","10","0.15%","19","0.22%","95%","1","0","10.00%","0.00%","US$10.00","US$0.00","1","0"
"B075XC6NXS","B075XFQC8B","Women's Large Print Floral Chiffon Scarf Poncho Shawl","15","0.22%","26","0.30%","100%","1","0","6.67%","0.00%","US$10.00","US$0.00","1","0"
"B073ZYMTGH","B075XFT9C9","Women's Floral Satin Silk Scarf Sheer Fashion Neckerchief Shawl","5","0.07%","5","0.06%","60%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B075XC6NXS","B075XG5JVY","Women's Large Print Floral Chiffon Scarf Poncho Shawl","13","0.19%","27","0.31%","100%","1","0","7.69%","0.00%","US$10.00","US$0.00","1","0"
"B075XC6NXS","B075XG6Z6C","Women's Large Print Floral Chiffon Scarf Poncho Shawl","15","0.22%","27","0.31%","93%","2","0","13.33%","0.00%","US$17.00","US$0.00","2","0"
"B075XC6NXS","B075XH1TBD","Women's Large Print Floral Chiffon Scarf Poncho Shawl","17","0.25%","38","0.44%","100%","3","0","17.65%","0.00%","US$24.00","US$0.00","3","0"
"B073ZYMTGH","B075XH273G","Women's Floral Satin Silk Scarf Sheer Fashion Neckerchief Shawl","11","0.16%","11","0.13%","27%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B075XC6NXS","B075XH35SF","Women's Large Print Floral Chiffon Scarf Poncho Shawl","15","0.22%","31","0.36%","97%","1","0","6.67%","0.00%","US$10.00","US$0.00","1","0"
"B075XC6NXS","B075XHCCFQ","Women's Large Print Floral Chiffon Scarf Poncho Shawl","13","0.19%","20","0.23%","95%","1","0","7.69%","0.00%","US$7.00","US$0.00","1","0"
"B075XC6NXS","B075XHVZNY","Women's Large Print Floral Chiffon Scarf Poncho Shawl","14","0.21%","26","0.30%","100%","1","0","7.14%","0.00%","US$10.00","US$0.00","1","0"
"B075XC6NXS","B075XJBNCS","Women's Large Print Floral Chiffon Scarf Poncho Shawl","21","0.31%","33","0.38%","100%","1","0","4.76%","0.00%","US$7.00","US$0.00","1","0"
"B075XC6NXS","B075XJLDVB","Women's Large Print Floral Chiffon Scarf Poncho Shawl","13","0.19%","33","0.38%","85%","2","0","15.38%","0.00%","US$17.00","US$0.00","2","0"
"B0785S9XKS","B077YWGR1B","Luciphia Men's Fit Straight Leg Casual Pants","5","0.07%","5","0.06%","0%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0785S9XKS","B077YWGW7H","Luciphia Men's Fit Straight Leg Casual Pants","5","0.07%","5","0.06%","0%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0785S9XKS","B077YWGXBQ","Luciphia Men's Fit Straight Leg Casual Pants","5","0.07%","5","0.06%","40%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0785S9XKS","B077YWGZ93","Luciphia Men's Fit Straight Leg Casual Pants","4","0.06%","4","0.05%","0%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0785S9XKS","B077YWH21S","Luciphia Men's Fit Straight Leg Casual Pants","1","0.01%","1","0.01%","100%","1","0","100.00%","0.00%","US$12.00","US$0.00","1","0"
"B0785S9XKS","B077YWH5DT","Luciphia Men's Fit Straight Leg Casual Pants","7","0.10%","7","0.08%","14%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0785S9XKS","B077Z1QNCD","Luciphia Men's Fit Straight Leg Casual Pants","3","0.04%","3","0.03%","0%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0785S9XKS","B077Z1SBLC","Luciphia Men's Fit Straight Leg Casual Pants","3","0.04%","3","0.03%","0%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0785S9XKS","B077Z1SFPY","Luciphia Men's Fit Straight Leg Casual Pants","5","0.07%","5","0.06%","40%","1","0","20.00%","0.00%","US$12.00","US$0.00","1","0"
"B0785S9XKS","B077Z1TXX5","Luciphia Men's Fit Straight Leg Casual Pants","5","0.07%","5","0.06%","40%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0785S9XKS","B077Z3FG6P","Luciphia Men's Fit Straight Leg Casual Pants","5","0.07%","8","0.09%","50%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0785S9XKS","B077Z5LR3B","Luciphia Men's Fit Straight Leg Casual Pants","6","0.09%","6","0.07%","17%","1","0","16.67%","0.00%","US$12.00","US$0.00","1","0"
"B0785S9XKS","B077Z5M1T9","Luciphia Men's Fit Straight Leg Casual Pants","3","0.04%","3","0.03%","0%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0785S9XKS","B077Z617BX","Luciphia Men's Fit Straight Leg Casual Pants","8","0.12%","10","0.12%","90%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0785S9XKS","B077Z7QZZY","Luciphia Men's Fit Straight Leg Casual Pants","3","0.04%","3","0.03%","0%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0785S9XKS","B077Z7R3DQ","Luciphia Men's Fit Straight Leg Casual Pants","4","0.06%","4","0.05%","0%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0785S9XKS","B077Z7RY9J","Luciphia Men's Fit Straight Leg Casual Pants","6","0.09%","6","0.07%","17%","1","0","16.67%","0.00%","US$12.00","US$0.00","1","0"
"B077XVD9Y3","B0785JC4N5","Women's Tops Long Sleeve A-line Lace Stitching Trim Casual Tunic Dress XS Purple","4","0.06%","4","0.05%","50%","1","0","25.00%","0.00%","US$10.00","US$0.00","1","0"
"B0785S9XKS","B0785P964M","Luciphia Men's Fit Straight Leg Casual Pants","6","0.09%","6","0.07%","0%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0785S9XKS","B0785PHFJC","Luciphia Men's Fit Straight Leg Casual Pants","5","0.07%","5","0.06%","0%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0785S9XKS","B0785PV9GH","Luciphia Men's Fit Straight Leg Casual Pants","5","0.07%","5","0.06%","60%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0785S9XKS","B0785Q5CB9","Luciphia Men's Fit Straight Leg Casual Pants","5","0.07%","5","0.06%","20%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0785S9XKS","B0785RM358","Luciphia Men's Fit Straight Leg Casual Pants","1","0.01%","2","0.02%","100%","1","0","100.00%","0.00%","US$12.00","US$0.00","1","0"
"B0785S9XKS","B0785S9XKS","Luciphia Men's Fit Straight Leg Casual Pants","17","0.25%","20","0.23%","0%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B07DQLYML2","B078H79DCY","luciphia 2 Packs Stainless Steel Pet Dog Bowl For Small Middle Large Cats Dogs Calibre-5.1In","8","0.12%","10","0.12%","100%","1","0","12.50%","0.00%","US$10.99","US$0.00","1","0"
"B07DQLYML2","B078HD4M37","luciphia 2 Pack Stainless Steel Pet Dog Bowl For Small Middle Large Cats Dogs Calibre-6.3In","13","0.19%","14","0.16%","93%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B07DQLYML2","B078HNLGWS","luciphia 2 Packs Stainless Steel Pet Dog Bowl For Small Middle Large Cats Dogs Calibre-4.5In","12","0.18%","16","0.19%","69%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0798NBC6W","B0798NZCMN","luciphia Retractable Dog Walking Leash 16 ft Small Medium Large Dogs - Up To 88 lb Dog - Ergonomic Grip - Waste Bag Dispenser Collapsible Water Bowl included","7","0.10%","7","0.08%","71%","1","0","14.29%","0.00%","US$18.90","US$0.00","1","0"
"B0798NBC6W","B0798NZTJD","luciphia Retractable Dog Walking Leash 16 ft Small Medium Large Dogs - Up To 88 lb Dog - Ergonomic Grip - Waste Bag Dispenser Collapsible Water Bowl included","6","0.09%","6","0.07%","33%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0798NBC6W","B0798P1DCX","luciphia Retractable Dog Walking Leash 16 ft Small Medium Large Dogs - Up To 88 lb Dog - Ergonomic Grip - Waste Bag Dispenser Collapsible Water Bowl included","10","0.15%","10","0.12%","100%","1","0","10.00%","0.00%","US$18.90","US$0.00","1","0"
"B0798NBC6W","B0798PCSXB","luciphia Retractable Dog Walking Leash 16 ft Small Medium Large Dogs - Up To 88 lb Dog - Ergonomic Grip - Waste Bag Dispenser Collapsible Water Bowl included","12","0.18%","13","0.15%","92%","1","0","8.33%","0.00%","US$18.90","US$0.00","1","0"
"B0798NBC6W","B0798PX336","luciphia Retractable Dog Walking Leash 16 ft Small Medium Large Dogs - Up To 88 lb Dog - Ergonomic Grip - Waste Bag Dispenser Collapsible Water Bowl included","11","0.16%","12","0.14%","100%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0798NBC6W","B0798PY6XT","luciphia Retractable Pet Dog Walking Leash Small Medium Large Dogs - Ergonomic Grip - Waste Bag Dispenser Collapsible Water Bowl included","31","0.45%","38","0.44%","100%","2","0","6.45%","0.00%","US$37.80","US$0.00","2","0"
"B07FT8L5GP","B079GLZ6K8","luciphia Cute PU Leather Dog Collar with Adorable Flowers","9","0.13%","9","0.10%","78%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B07FT8L5GP","B079GML28B","luciphia Cute PU Leather Dog Collar with Adorable Flowers","22","0.32%","23","0.27%","100%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B079GQ2DGN","B079GN5DSL","luciphia Ultra Absorbent Microfiber Drying Pet Towel for Dogs Cats Blue 19 x 13 inch","27","0.40%","30","0.35%","100%","4","0","14.81%","0.00%","US$36.00","US$0.00","1","0"
"B07FT8L5GP","B079GNL7BD","luciphia Cute PU Leather Dog Collar with Adorable Flowers","14","0.21%","16","0.19%","75%","3","0","21.43%","0.00%","US$29.97","US$0.00","3","0"
"B07FT8L5GP","B079GPRVHY","luciphia Cute PU Leather Dog Collar with Adorable Flowers","25","0.37%","32","0.37%","100%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B07FT8L5GP","B079GQ2C5K","luciphia Cute PU Leather Dog Collar with Adorable Flowers","16","0.23%","17","0.20%","88%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B07FT8L5GP","B079GQ99MR","luciphia Cute PU Leather Dog Collar with Adorable Flowers","19","0.28%","20","0.23%","90%","1","0","5.26%","0.00%","US$9.99","US$0.00","1","0"
"B07FT8L5GP","B079GQB66Z","luciphia Cute PU Leather Dog Collar with Adorable Flowers","8","0.12%","8","0.09%","38%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B079GQ2DGN","B079GQWL9S","luciphia Ultra Absorbent Microfiber Drying Pet Towel for Dogs Cats Coffee 19 x 13 inch","20","0.29%","27","0.31%","81%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B07FT8L5GP","B079GQYYYF","luciphia Cute PU Leather Dog Collar with Adorable Flowers","3","0.04%","4","0.05%","100%","2","0","66.67%","0.00%","US$19.98","US$0.00","2","0"
"B07FT8L5GP","B079GQZMQ2","luciphia Cute PU Leather Dog Collar with Adorable Flowers","7","0.10%","9","0.10%","100%","2","0","28.57%","0.00%","US$19.98","US$0.00","2","0"
"B07FT8L5GP","B079GR91JK","luciphia Cute PU Leather Dog Collar with Adorable Flowers","10","0.15%","11","0.13%","100%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B079GQ2DGN","B079GS1ZJR","luciphia Ultra Absorbent Microfiber Drying Pet Towel for Dogs Cats Pink 19 x 13 inch","7","0.10%","7","0.08%","100%","5","0","71.43%","0.00%","US$45.00","US$0.00","2","0"
"B07FT8L5GP","B079GS81P9","luciphia Cute PU Leather Dog Collar with Adorable Flowers","0","0.00%","0","0.00%","0%","1","0","0.00%","0.00%","US$9.99","US$0.00","1","0"
"B079HKV9XH","B079HP2RFZ","luciphia 1 Pack 3 Blankets Super Soft Fluffy Premium Fleece Pet Blanket Flannel Throw for Dog Puppy Cat Paw Large","252","3.69%","327","3.79%","99%","42","0","16.67%","0.00%","US$1,049.58","US$0.00","40","0"
"B079HKV9XH","B079HPLTVC","luciphia 1 Pack 3 Blankets Super Soft Fluffy Premium Fleece Pet Blanket Flannel Throw for Dog Puppy Cat Paw Medium","232","3.40%","302","3.50%","99%","42","0","18.10%","0.00%","US$797.58","US$0.00","41","0"
"B079HKV9XH","B079HQGKS9","luciphia 1 Pack 3 Blankets Super Soft Fluffy Premium Fleece Pet Blanket Flannel Throw for Dog Puppy Cat Star Medium","68","1.00%","79","0.91%","100%","8","0","11.76%","0.00%","US$151.92","US$0.00","7","0"
"B079HKV9XH","B079HQPJP2","luciphia 1 Pack 3 Blankets Super Soft Fluffy Premium Fleece Pet Blanket Flannel Throw for Dog Puppy Cat Paw Small","340","4.98%","441","5.10%","99%","51","0","15.00%","0.00%","US$713.49","US$0.00","49","0"
"B079HKV9XH","B079HQW62H","luciphia 1 Pack 3 Blankets Super Soft Fluffy Premium Fleece Pet Blanket Flannel Throw for Dog Puppy Cat Bone Small","250","3.66%","306","3.54%","100%","28","0","11.20%","0.00%","US$391.72","US$0.00","27","0"
"B079HKV9XH","B079HRYZ8F","luciphia 1 Pack 3 Blankets Super Soft Fluffy Premium Fleece Pet Blanket Flannel Throw for Dog Puppy Cat Star Large","52","0.76%","59","0.68%","98%","5","0","9.62%","0.00%","US$124.95","US$0.00","5","0"
"B079HKV9XH","B079HS8H93","luciphia 1 Pack 3 Blankets Super Soft Fluffy Premium Fleece Pet Blanket Flannel Throw for Dog Puppy Cat Star Small","99","1.45%","105","1.22%","99%","11","0","11.11%","0.00%","US$153.89","US$0.00","10","0"
"B079JFYLJ7","B079J99WVX","luciphia Pet Dog Front Seat Cover For Cars - Hammock Style For Trucks SUV Van Auto Vehicle- Non slip Waterproof","6","0.09%","6","0.07%","83%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B079JFYLJ7","B079JD7ZJ2","luciphia Pet Dog Front Seat Cover For Cars - Hammock Style For Trucks SUV Van Auto Vehicle- Non slip Waterproof","7","0.10%","7","0.08%","29%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B07FF17335","B079JF8TQM","luciphia Pet Grooming Glove Tool Set + Furniture Pet Hair Remover Mitt - For Cat & Dog - Long & Short Fur - Slicker Brush and Pet Steel Comb Included","34","0.50%","37","0.43%","100%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B079M6Q3RG","B079M1Y4YS","luciphia Genuine Leather Pet Dog Leash Leads for Large/Medium/ Small Dogs Training/Walking","3","0.04%","3","0.03%","0%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B079M6Q3RG","B079M2W31H","luciphia Genuine Leather Pet Dog Leash Leads for Large/Medium/ Small Dogs Training/Walking","5","0.07%","5","0.06%","40%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B079M6Q3RG","B079M4C6DT","luciphia Genuine Leather Pet Dog Leash Leads for Large/Medium/ Small Dogs Training/Walking","4","0.06%","4","0.05%","0%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B079M6Q3RG","B079MDCK5Y","luciphia Genuine Leather Pet Dog Leash Leads for Large/Medium/ Small Dogs Training/Walking","6","0.09%","6","0.07%","0%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B079HKV9XH","B07BGSSQLV","luciphia 1 Pack 3 Blankets Super Soft Fluffy Premium Fleece Pet Blanket Flannel Throw for Dog Puppy Elephant Medium","297","4.35%","378","4.38%","99%","38","0","12.79%","0.00%","US$721.62","US$0.00","37","0"
"B07BLXBN5Q","B07BLQ5R6S","luciphia Dog Seat Belt, 3 Packs Adjustable Vehicle Car Seatbelt Leash Safety Leads Harness for Pets Cats Animals Pink","5","0.07%","5","0.06%","20%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B07BLXBN5Q","B07BLQFM2G","luciphia Dog Seat Belt, 3 Packs Adjustable Vehicle Car Seatbelt Leash Safety Leads Harness Pets Cats Animals Black","5","0.07%","5","0.06%","100%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B07BLXBN5Q","B07BLQJYGV","luciphia Dog Seat Belt, 3 Packs Adjustable Vehicle Car Seatbelt Leash Safety Leads Harness for Pets Cats Animals Light Blue","7","0.10%","7","0.08%","57%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
