snapshot-date	sku	fnsku	ASIN	product-name	condition	avaliable-quantity(sellable)	qty-with-removals-in-progress	inv-age-0-to-90-days	inv-age-91-to-180-days	inv-age-181-to-270-days	inv-age-271-to-365-days	inv-age-365-plus-days	currency	qty-to-be-charged-ltsf-6-mo	projected-ltsf-6-mo	qty-to-be-charged-ltsf-12-mo	projected-ltsf-12-mo	units-shipped-last-7-days	units-shipped-last-30-days	units-shipped-last-60-days	units-shipped-last-90-days	alert	your-price	sales_price	lowest-price-new	lowest-price-used	Recommended action	Healthy Inventory Level	Recommended sales price	Recommended sale duration (days)	Recommended Removal Quantity	Estimated cost savings of removal	sell-through	cubic-feet	storage-type
2018-08-24	DO-YULQ018-P4-16	X001POPFKB	B078X5DJLB	Realistic Reborn Baby Dolls Girl Look Real Toddler Silicone Light Purple Outfit with Cushion 16 Inches	New	12	0	0	12	0	0	0	USD	0	0.0	0	0.0	2	3	3	5	Low conversion	79.99	79.99	79.99	0.0	Create Sale	0	64.22	350	0	942.354438	0.3389830508474576	4.5	Standard
2018-08-24	DO-YULQ162-PI-16	X001Q1UFSF	B07BFVF3GM	Reborn Baby Dolls Girl Look Real Lifelike Toddler with Toy Chicken and Cushion White Baby Jumpsuit White Outfit 16 inches	New	4	0	4	0	0	0	0	USD	0	0.0	0	0.0	1	3	6	7	Low traffic	149.0	85.99	85.99	0.0	Lower price	4	85.99	0	0	0.0	1.5555555555555556	0.920832	Standard
2018-08-24	DO-YULQ705-BR-11	X001OX6MZP	B079K3D4WY	Cheap Full Silicone Reborn Baby Dolls Girl Bohemia Style Dress 10 Inches	New	12	0	11	1	0	0	0	USD	0	0.0	0	0.0	1	1	3	5	Low traffic	179.0	32.99	32.99	0.0	Create Sale	0	29.13	364	0	186.731039	0.43478260869565216	0.062495999999999996	Standard
2018-08-24	DOLL-7056-0R-11	X001PSWAHN	B0788NF4TB	African American Reborn Baby Doll Boy Look Real Full Silicone Body Bohemia Style Orange Outfit 10 Inches	New	9	0	5	4	0	0	0	USD	0	0.0	0	0.0	0	0	3	3	Low traffic	29.99	29.99	29.99	0.0	Advertise listing	0	28.3	280	0	365.993217	0.36363636363636365	2.031246	Standard
2018-08-24	DO-YULQ061-LGR-22	X001OZM149	B078X5DZRT	Sleeping Silicone Reborn Baby Dolls Boy Look Real Light Gray Outfit 22 inches	New	11	0	11	0	0	0	0	USD	0	0.0	0	0.0	0	0	6	16	Low traffic	94.6	94.6	94.6	0.0	Advertise listing	11	94.6	0	0	0.0	1.6	6.518523	Standard
2018-08-24	DO-YULQ663-PI-15	X001QKEAFF	B07BRK2R83	Yesteria Real Life Reborn Baby Dolls Girl Look Real Silicone Vinyl Pink Outfit 15 Inches	New	11	0	0	11	0	0	0	USD	0	0.0	0	0.0	0	0	0	2	Low traffic	156.0	79.99	79.99	0.0	Create Sale	0	69.48	231	0	1074.781452	0.17391304347826086	6.214307	Standard
2018-08-24	DO-YULQ631-R2-22	X001QMC0KP	B07BSHY6ZL	Full Silicone Body Sleeping Reborn Baby Dolls Girl Lifelike Toddler Rose Red Outfit 22 inches	New	8	0	8	0	0	0	0	USD	0	0.0	0	0.0	1	1	6	11	Low traffic	256.0	99.99	99.99	0.0	Lower price	7	99.99	0	0	0.0	1.76	2.583984	Standard
2018-08-24	DO-YULQ639-LGR-22	X001Q1TXHJ	B07BFVHDDP	Full Silicone Reborn Baby Dolls Twins Boy Realistic Toddler Light Gray Outfit with Dinosaur Patterns 20 inches	New	4	0	4	0	0	0	0	USD	0	0.0	0	0.0	1	2	6	8	Low traffic	199.0	99.99	99.99	0.0	Create Sale	0	70.69	28	0	138.755509	5.333333333333333	1.752224	Standard
2018-08-24	YF-YULQ009-YE-22	X001TYQ8CB	B07FDD4P8H	Reborn Baby Doll Outfits Accessories for 20"- 22" Yellow Duck Pattern	New	8	0	8	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	49.9	23.99	23.99	0.0	Lower price	8	23.99	0	0	0.0	0.0	1.092	Standard
2018-08-24	DO-YULQ058-SH-10	X001OZJIRR	B0793QZPK1	Full Silicone Body African American Reborn Baby Doll Girl Look Real Floral Dress Vintage Style 10 inches	New	11	0	11	0	0	0	0	USD	0	0.0	0	0.0	0	5	11	15	Low traffic	106.0	32.99	32.99	0.0	Create removal order	0	32.99	0	10	31.364904	1.3636363636363635	2.25082	Standard
