"(父） ASIN","（子）ASIN","商品名称","买家访问次数","买家访问次数百分比","页面浏览次数","页面浏览次数百分比","购买按钮赢得率","已订购商品数量","订购数量 – B2B","订单商品数量转化率","商品转化率 – B2B","已订购商品销售额","已订购商品的销售额 – B2B","订单商品种类数","订单商品总数 – B2B"
"B0761S4G52","B0761PWSG1","ZAIAI Women's Parkas Anoraks Long Coats with Removable Faux Fur Trim Hood Black M","8","0.12%","11","0.13%","100%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0761NM3BZ","B0761PXTK8","ZAIAI Womens Hooded Warm Coats Parkas With Fax Fur Jackets Navy L","14","0.21%","15","0.17%","73%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0761Q1QWN","B0761PXTK8","ZAIAI Womens Hooded Warm Coats Parkas With Fax Fur Jackets Navy L","5","0.07%","7","0.08%","100%","1","0","20.00%","0.00%","US$24.12","US$0.00","1","0"
"B0761Q1QWN","B0761Q1QWN","","9","0.13%","10","0.11%","0%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0761Q1QWN","B0761Q4YF6","Womens Hooded Warm Coats Parkas With Fax Fur Jackets Navy M","3","0.04%","3","0.03%","0%","1","0","33.33%","0.00%","US$34.39","US$0.00","1","0"
"B0761NM3BZ","B0761Q4YF6","Womens Hooded Warm Coats Parkas With Fax Fur Jackets Navy M","16","0.24%","16","0.18%","62%","4","0","25.00%","0.00%","US$137.56","US$0.00","4","0"
"B0761NM3BZ","B0761Q7KPX","ZAIAI Womens Wool Jacket Coat Outwear Parka Overcoat Beige XL","10","0.15%","12","0.14%","0%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0761Q1QWN","B0761Q7KPX","ZAIAI Womens Wool Jacket Coat Outwear Parka Overcoat Beige XL","3","0.04%","3","0.03%","33%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0761NM3BZ","B0761Q9VPH","ZAIAI Womens Wool Jacket Coat Outwear Parka Overcoat Beige S","19","0.28%","20","0.23%","90%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0761Q1QWN","B0761Q9VPH","ZAIAI Womens Wool Jacket Coat Outwear Parka Overcoat Beige S","2","0.03%","2","0.02%","100%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0761NM3BZ","B0761QBHM9","ZAIAI Womens Hooded Warm Winter Faux Fur Lined Parkas Anoraks Long Coats Black M","9","0.13%","9","0.10%","44%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0761NM3BZ","B0761QW2JK","ZAIAI Womens Wool Jacket Coat Outwear Parka Overcoat Beige XXL","9","0.13%","11","0.13%","82%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0761Q1QWN","B0761QW2JK","ZAIAI Womens Wool Jacket Coat Outwear Parka Overcoat Beige XXL","6","0.09%","6","0.07%","50%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0761NM3BZ","B0761R6ZG2","ZAIAI Women's Quilted Puffer Jacket Coat with Faux Fur Trimmed Hood Navy XS","9","0.13%","13","0.15%","85%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0761MXYJC","B0761R6ZG2","ZAIAI Women's Quilted Puffer Jacket Coat with Faux Fur Trimmed Hood Navy XS","3","0.04%","3","0.03%","100%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0761NM3BZ","B0761R93J2","ZAIAI Womens Hooded Warm Winter Faux Fur Lined Parkas Anoraks Long Coats Black XXL","13","0.19%","13","0.15%","62%","2","0","15.38%","0.00%","US$68.78","US$0.00","2","0"
"B0761Q1QWN","B0761R93J2","ZAIAI Womens Hooded Warm Winter Faux Fur Lined Parkas Anoraks Long Coats Black XXL","2","0.03%","2","0.02%","0%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0761Q1QWN","B0761RRL7M","ZAIAI Womens Hooded Warm Coats Parkas With Fax Fur Jackets Navy XL","3","0.04%","4","0.05%","100%","1","0","33.33%","0.00%","US$34.39","US$0.00","1","0"
"B0761NM3BZ","B0761RRL7M","ZAIAI Womens Hooded Warm Coats Parkas With Fax Fur Jackets Navy XL","14","0.21%","16","0.18%","94%","1","0","7.14%","0.00%","US$34.39","US$0.00","1","0"
"B0761NM3BZ","B0761S2M63","ZAIAI Women's Quilted Puffer Jacket Coat with Faux Fur Trimmed Hood Navy M","15","0.22%","20","0.23%","65%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0761MXYJC","B0761S2M63","ZAIAI Women's Quilted Puffer Jacket Coat with Faux Fur Trimmed Hood Navy M","3","0.04%","3","0.03%","0%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0761S4G52","B0761S4G52","","37","0.55%","48","0.55%","0%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0761NM3BZ","B0761S59N6","ZAIAI Womens Wool Jacket Coat Outwear Parka Overcoat Beige L","9","0.13%","10","0.11%","80%","1","0","11.11%","0.00%","US$42.99","US$0.00","1","0"
"B0761Q1QWN","B0761S59N6","ZAIAI Womens Wool Jacket Coat Outwear Parka Overcoat Beige L","2","0.03%","2","0.02%","100%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0761NM3BZ","B0761S8TXR","ZAIAI Womens Hooded Warm Winter Faux Fur Lined Parkas Anoraks Long Coats Black S","4","0.06%","7","0.08%","57%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0761Q1QWN","B0761S8TXR","ZAIAI Womens Hooded Warm Winter Faux Fur Lined Parkas Anoraks Long Coats Black S","1","0.01%","3","0.03%","100%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0761MXYJC","B0761SKR3P","ZAIAI Women's Coat with Fur Hood with 90% Down Parka Puffer Jacket Black XL","6","0.09%","8","0.09%","12%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0761NM3BZ","B0761SKR3P","ZAIAI Women's Coat with Fur Hood with 90% Down Parka Puffer Jacket Black XL","19","0.28%","19","0.22%","26%","1","0","5.26%","0.00%","US$42.99","US$0.00","1","0"
"B0761Q1QWN","B0761V7L2R","ZAIAI Womens Hooded Warm Winter Faux Fur Lined Parkas Anoraks Long Coats Black L","2","0.03%","2","0.02%","50%","0","0","0.00%","0.00%","US$0.00","US$0.00","0","0"
"B0761NM3BZ","B0761V7L2R","ZAIAI Womens Hooded Warm Winter Faux Fur Lined Parkas Anoraks Long Coats Black L","12","0.18%","12","0.14%","42%","1","0","8.33%","0.00%","US$34.39","US$0.00","1","0"
