amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation 
S01-0031299-1917073	B074SMS5NT	2018-08-14T12:10:31+00:00	2018-08-22T03:19:49+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts Navy X-Large	ST172-NY-XL	B074SMS5NT	Unshipped	16										Baton Rouge	LA	70808	US		false		
S01-2424925-9764260	B074SLZVWD	2018-08-14T12:09:43+00:00	2018-08-22T03:09:48+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts Navy XX-Large	ST172-NY-XXL	B074SLZVWD	Unshipped	10										Baton Rouge	LA	70808	US		false		
S01-6629955-2467405	B074SQ5R3F	2018-08-14T12:08:09+00:00	2018-08-19T23:16:22+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts Pink Large	ST172-PK-L	B074SQ5R3F	Unshipped	18										Baton Rouge	LA	70808	US		false		
S01-2786558-6317039	B074SZKQMT	2018-08-14T10:58:07+00:00	2018-08-22T02:23:37+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts Pink Medium	ST172-PK-M	B074SZKQMT	Unshipped	18										Baton Rouge	LA	70808	US		false		
S01-2983860-9258663	B074SZQ1LP	2018-08-14T10:56:45+00:00	2018-08-19T06:31:13+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts Pink Small	ST172-PK-S	B074SZQ1LP	Unshipped	18										Baton Rouge	LA	70808	US		false		
S01-8912868-9484218	B074SXQT5Z	2018-08-14T10:54:56+00:00	2018-08-22T02:39:12+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts Pink X-Large	ST172-PK-XL	B074SXQT5Z	Unshipped	18										Baton Rouge	LA	70808	US		false		
S01-5907370-0935466	B074SYXBT8	2018-08-14T10:53:27+00:00	2018-08-21T02:32:27+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts Pink XX-Large	ST172-PK-XXL	B074SYXBT8	Unshipped	18										Baton Rouge	LA	70808	US		false		
S01-7332390-5341869	B074T25JWG	2018-08-14T10:52:07+00:00	2018-08-21T01:51:18+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts Purple Large	ST172-PP-L	B074T25JWG	Unshipped	5										Baton Rouge	LA	70808	US		false		
S01-7563538-4283449	B074SN4V6M	2018-08-14T10:27:01+00:00	2018-08-22T02:03:20+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts Purple Small	ST172-PP-S	B074SN4V6M	Unshipped	7										Baton Rouge	LA	70808	US		false		
S01-6118151-9676222	B074SM144J	2018-08-14T10:24:18+00:00	2018-08-22T02:00:20+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts Purple X-Large	ST172-PP-XL	B074SM144J	Unshipped	1										Baton Rouge	LA	70808	US		false		
S01-5265040-3588224	B074SXT999	2018-08-14T10:23:24+00:00	2018-08-19T06:12:32+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts Wine Red Medium	ST172-WR-M	B074SXT999	Unshipped	9										Baton Rouge	LA	70808	US		false		
S01-3574216-0460215	B074SM3B1W	2018-08-14T10:22:13+00:00	2018-08-22T01:52:17+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts Wine Red Large	ST172-WR-L	B074SM3B1W	Unshipped	7										Baton Rouge	LA	70808	US		false		
S01-1749215-8889017	B074SYX9RW	2018-08-14T10:21:10+00:00	2018-08-17T17:57:43+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts Wine Red Small	ST172-WR-S	B074SYX9RW	Unshipped	9										Baton Rouge	LA	70808	US		false		
