"(父） ASIN","（子）ASIN","商品名称","买家访问次数","买家访问次数百分比","页面浏览次数","页面浏览次数百分比","购买按钮赢得率","已订购商品数量","订购数量 – B2B","订单商品数量转化率","商品转化率 – B2B","已订购商品销售额","已订购商品的销售额 – B2B","订单商品种类数","订单商品总数 – B2B"
"B076FWKV7V","B01M5JCF70","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look Dress,S (EU 34-36),Marineblau","2","0.02%","2","0.01%","50%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076FWKV7V","B01M6UNN0N","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look Dress, XXL (EU 42-44),Braun","4","0.03%","5","0.03%","40%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076FWKV7V","B01M7NHI4J","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look Dress,XL (EU 40-42),Braun","4","0.03%","5","0.03%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076FWKV7V","B01MDUDE2E","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look Dress,M (EU 36-38),Marineblau","6","0.05%","6","0.04%","50%","2","0","33.33%","0.00%","€19.80","€0.00","2","0"
"B076FWKV7V","B01MDUDF3T","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look Dress,XL (EU 40-42),Marineblau","1","0.01%","1","0.01%","100%","1","0","100.00%","0.00%","€9.90","€0.00","1","0"
"B076ZXSQD8","B01MQJP2YK","Summer Mae Damen Badekleid Geblümt  Spa Badeanzug Strandkleid Baden Swimwear ,Marineblau (Zweiteiler),EU 50 = Etikett Größe  9XL","17","0.14%","33","0.21%","100%","8","0","47.06%","0.00%","€183.92","€0.00","8","0"
"B076ZXSQD8","B01MQJP47N","Summer Mae Damen Badekleid Geblümt  Spa Badeanzug Strandkleid Baden Swimwear ,Marineblau (Einteiler),EU 44 = Etikett Größe  6XL","17","0.14%","20","0.13%","75%","3","0","17.65%","0.00%","€68.97","€0.00","3","0"
"B076ZXSQD8","B01MQJP6LF","Summer Mae Damen Badekleid Geblümt  Spa Badeanzug Strandkleid Baden Swimwear ,Saphirblau (Einteiler),EU 48 = Etikett Größe  8XL","12","0.10%","18","0.11%","100%","2","0","16.67%","0.00%","€45.98","€0.00","2","0"
"B076FWKV7V","B01MQPQALH","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look, XS (EU 32-34),Grün","1","0.01%","1","0.01%","100%","1","0","100.00%","0.00%","€9.90","€0.00","1","0"
"B076FWKV7V","B01MQPQDX8","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look Dress,L (EU 38-40),Grün","2","0.02%","3","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076FWKV7V","B01MQPQHB5","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look Dress,M (EU 36-38),Grün","9","0.07%","10","0.06%","90%","2","0","22.22%","0.00%","€19.80","€0.00","2","0"
"B076ZXSQD8","B01MRL2GKJ","Summer Mae Damen Badekleid Geblümt  Spa Badeanzug Strandkleid Baden Swimwear ,Saphirblau (Zweiteiler),EU 50 = Etikett Größe  9XL","4","0.03%","5","0.03%","100%","1","0","25.00%","0.00%","€22.99","€0.00","1","0"
"B06W9FVWJT","B01MRNMWMM","Summer Mae Damen Oversize-Pullover mit Schnürung Einfarbig Lang Langarm Gestrickte Pullover Casual","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076FWKV7V","B01MRR4GGW","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look Dress, XXL (EU 42-44),Grün","5","0.04%","6","0.04%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076FWKV7V","B01MS11ABV","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look Dress, XXL (EU 42-44),Olive","3","0.02%","6","0.04%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076FWKV7V","B01MS11C7L","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look, XS (EU 32-34),Olive","2","0.02%","2","0.01%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076FWKV7V","B01MS11D3B","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look Dress,M (EU 36-38),Olive","6","0.05%","7","0.04%","57%","1","0","16.67%","0.00%","€9.90","€0.00","1","0"
"B076ZXSQD8","B01MSMPBNA","Summer Mae Damen Badekleid Geblümt  Spa Badeanzug Strandkleid Baden Swimwear ,Saphirblau (Einteiler),EU 50 = Etikett Größe  9XL","7","0.06%","8","0.05%","100%","1","0","14.29%","0.00%","€22.99","€0.00","1","0"
"B06W9FWQ33","B01MSNG54S","Summer Mae Damen A-line Kurzes Strickkleid Herbst Langarm","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076FWKV7V","B01MT2QB36","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look Dress,XL (EU 40-42),Rot","4","0.03%","4","0.03%","100%","1","0","25.00%","0.00%","€9.90","€0.00","1","0"
"B06W9FWQ33","B01MT3SIVR","Summer Mae Damen A-line Kurzes Strickkleid Herbst Langarm","4","0.03%","4","0.03%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W2GM7PR","B01MT79IFZ","Summer Mae Damen Langarmshirt Sweatshirt Blusen Streifen Lace Lang Sleeve Herbst","1","0.01%","2","0.01%","50%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLHMQ4N","B01MTQA2ZW","Summer Mae Damen Badekleid Plus Size Gekräuselt Figurformender Tankini Badeanzug Swimsuit","3","0.02%","3","0.02%","100%","2","0","66.67%","0.00%","€25.98","€0.00","2","0"
"B06WLHMQ4N","B01MTQA4QN","Summer Mae Damen Badekleid Plus Size Gekräuselt Figurformender Tankini Badeanzug Swimsuit","18","0.15%","23","0.14%","87%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W9FVWJT","B01MTQRXC6","Summer Mae Damen Oversize-Pullover mit Schnürung Einfarbig Lang Langarm Gestrickte Pullover Casual","3","0.02%","4","0.03%","75%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B073RD1ZJ8","B01MTUSP6K","Summer Mae Damen Langarmshirt Blusenkleid Bohemien Vintage Tunika Minikleid Rundhals","8","0.07%","9","0.06%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B074H28KQP","B01MXHXWAM","Summer Mae Frauen Retro Wärmeschuhe Winterschnee Gefüttert Stiefel Boot Slippers","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W9FWQ33","B01MXMNL4I","Summer Mae Damen A-line Kurzes Strickkleid Herbst Langarm","2","0.02%","2","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLHMQ4N","B01MXNZV6W","Summer Mae Damen Badekleid Plus Size Gekräuselt Figurformender Tankini Badeanzug Swimsuit","25","0.20%","33","0.21%","91%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLHMQ4N","B01MXNZVAG","Summer Mae Damen Badekleid Plus Size Gekräuselt Figurformender Tankini Badeanzug Swimsuit","16","0.13%","27","0.17%","85%","2","0","12.50%","0.00%","€25.98","€0.00","2","0"
"B06W2GM7PR","B01MXOW81L","Summer Mae Damen Langarmshirt Sweatshirt Blusen Streifen Lace Lang Sleeve Herbst","5","0.04%","5","0.03%","100%","1","0","20.00%","0.00%","€6.99","€0.00","1","0"
"B06W2GM7PR","B01MXOWAHW","Summer Mae Damen Langarmshirt Sweatshirt Blusen Streifen Lace Lang Sleeve Herbst","29","0.24%","34","0.21%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B073RD1ZJ8","B01MXSFHMN","Summer Mae Damen Langarmshirt Blusenkleid Bohemien Vintage Tunika Minikleid Rundhals","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLHMQ4N","B01MYPHZU8","Summer Mae Damen Badekleid Plus Size Gekräuselt Figurformender Tankini Badeanzug Swimsuit","0","0.00%","0","0.00%","0%","1","0","0.00%","0.00%","€12.99","€0.00","1","0"
"B06WLHMQ4N","B01MYPI0MO","Summer Mae Damen Badekleid Plus Size Gekräuselt Figurformender Tankini Badeanzug Swimsuit","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076FWKV7V","B01MZ3GE8A","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look Dress,S (EU 34-36),Olive","2","0.02%","2","0.01%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B0758G2W8D","B01MZ3H0X3","Summer Mae Frauen Retro Wärmeschuhe Hausschuhe Pantoffeln Gefüttert Slippers Pantoffeln","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W2GM7PR","B01MZ7Y9AO","Summer Mae Damen Langarmshirt Sweatshirt Blusen Streifen Lace Lang Sleeve Herbst","3","0.02%","3","0.02%","67%","1","0","33.33%","0.00%","€6.99","€0.00","1","0"
"B076FWKV7V","B01MZYYG9U","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look Dress,M (EU 36-38),Helllila","3","0.02%","3","0.02%","0%","1","0","33.33%","0.00%","€9.90","€0.00","1","0"
"B073RD1ZJ8","B01MZZGNAX","Summer Mae Damen Langarmshirt Blusenkleid Bohemien Vintage Tunika Minikleid Rundhals","7","0.06%","10","0.06%","90%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B073RD1ZJ8","B01MZZGOLJ","Summer Mae Damen Langarmshirt Blusenkleid Bohemien Vintage Tunika Minikleid Rundhals","9","0.07%","9","0.06%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B073RD1ZJ8","B01MZZGQF1","Summer Mae Damen Langarmshirt Blusenkleid Bohemien Vintage Tunika Minikleid Rundhals","1","0.01%","2","0.01%","100%","1","0","100.00%","0.00%","€13.89","€0.00","1","0"
"B076ZXSQD8","B01N0EHETF","Summer Mae Damen Badekleid Geblümt  Spa Badeanzug Strandkleid Baden Swimwear ,Saphirblau (Zweiteiler),EU 46 = Etikett Größe  7XL","6","0.05%","7","0.04%","100%","1","0","16.67%","0.00%","€22.99","€0.00","1","0"
"B06WLHMQ4N","B01N0GLEXO","Summer Mae Damen Badekleid Plus Size Gekräuselt Figurformender Tankini Badeanzug Swimsuit","1","0.01%","3","0.02%","100%","1","0","100.00%","0.00%","€12.99","€0.00","1","0"
"B06W9FVWJT","B01N0H26RV","Summer Mae Damen Oversize-Pullover mit Schnürung Einfarbig Lang Langarm Gestrickte Pullover Casual","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W2GM7PR","B01N0HHU7Y","Summer Mae Damen Langarmshirt Sweatshirt Blusen Streifen Lace Lang Sleeve Herbst","9","0.07%","13","0.08%","100%","2","0","22.22%","0.00%","€13.98","€0.00","2","0"
"B06W2GM7PR","B01N0HHVPX","Summer Mae Damen Langarmshirt Sweatshirt Blusen Streifen Lace Lang Sleeve Herbst","3","0.02%","7","0.04%","100%","5","0","166.67%","0.00%","€34.95","€0.00","5","0"
"B076FWKV7V","B01N0KISRL","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look Dress,S (EU 34-36),Helllila","1","0.01%","1","0.01%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W9FWQ33","B01N0VKLGT","Summer Mae Damen A-line Kurzes Strickkleid Herbst Langarm","1","0.01%","2","0.01%","100%","1","0","100.00%","0.00%","€6.99","€0.00","1","0"
"B076ZXSQD8","B01N1FYI99","Summer Mae Damen Badekleid Geblümt  Spa Badeanzug Strandkleid Baden Swimwear ,Marineblau (Zweiteiler),EU 48 = Etikett Größe  8XL","12","0.10%","20","0.13%","95%","5","0","41.67%","0.00%","€114.95","€0.00","5","0"
"B076ZXSQD8","B01N1FYJS2","Summer Mae Damen Badekleid Geblümt  Spa Badeanzug Strandkleid Baden Swimwear ,Saphirblau (Zweiteiler),EU 44 = Etikett Größe  6XL","6","0.05%","6","0.04%","100%","1","0","16.67%","0.00%","€22.99","€0.00","1","0"
"B076ZXSQD8","B01N1FYKHR","Summer Mae Damen Badekleid Geblümt  Spa Badeanzug Strandkleid Baden Swimwear ,Marineblau (Einteiler),EU 48 = Etikett Größe  8XL","29","0.24%","36","0.23%","64%","7","0","24.14%","0.00%","€160.93","€0.00","7","0"
"B06WLHMQ4N","B01N1I2FQM","Summer Mae Damen Badekleid Plus Size Gekräuselt Figurformender Tankini Badeanzug Swimsuit","5","0.04%","8","0.05%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W2GM7PR","B01N1IYVH5","Summer Mae Damen Langarmshirt Sweatshirt Blusen Streifen Lace Lang Sleeve Herbst","4","0.03%","4","0.03%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076FWKV7V","B01N1LZPE7","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look Dress,XL (EU 40-42),Grün","19","0.16%","22","0.14%","100%","1","0","5.26%","0.00%","€9.90","€0.00","1","0"
"B076FWKV7V","B01N1X1M4J","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look Dress, XXL (EU 42-44),Khaki","2","0.02%","4","0.03%","100%","2","0","100.00%","0.00%","€19.80","€0.00","2","0"
"B06W9FWQ33","B01N1X2E3G","Summer Mae Damen A-line Kurzes Strickkleid Herbst Langarm","1","0.01%","1","0.01%","100%","1","0","100.00%","0.00%","€6.99","€0.00","1","0"
"B06W2GM7PR","B01N1YL9GO","Summer Mae Damen Langarmshirt Sweatshirt Blusen Streifen Lace Lang Sleeve Herbst","3","0.02%","4","0.03%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B01I46KPO2","B01N1Z5YOP","Summer Mae Damen Badekleid Plus Size, Schwarz Und Rot, 5XL (48-50)","32","0.26%","42","0.26%","98%","8","0","25.00%","0.00%","€199.92","€0.00","8","0"
"B076ZXSQD8","B01N2HHCOA","Summer Mae Damen Badekleid Geblümt  Spa Badeanzug Strandkleid Baden Swimwear ,Saphirblau (Einteiler),EU 46 = Etikett Größe  7XL","8","0.07%","8","0.05%","100%","2","0","25.00%","0.00%","€45.98","€0.00","2","0"
"B06W2GM7PR","B01N2KHNRA","Summer Mae Damen Langarmshirt Sweatshirt Blusen Streifen Lace Lang Sleeve Herbst","2","0.02%","3","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076FWKV7V","B01N2YLI1M","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look Dress,M (EU 36-38),Khaki","5","0.04%","5","0.03%","20%","2","0","40.00%","0.00%","€19.80","€0.00","2","0"
"B06W9FWQ33","B01N2YM6T1","Summer Mae Damen A-line Kurzes Strickkleid Herbst Langarm","0","0.00%","0","0.00%","0%","1","0","0.00%","0.00%","€6.99","€0.00","1","0"
"B01I46KPO2","B01N30QQDJ","Summer Mae Damen Badekleid Plus Size, Schwarz Und Rot, 2XL (42-44)","50","0.41%","62","0.39%","94%","3","0","6.00%","0.00%","€74.97","€0.00","3","0"
"B076ZXSQD8","B01N41KO05","Summer Mae Damen Badekleid Geblümt  Spa Badeanzug Strandkleid Baden Swimwear ,Marineblau (Einteiler),EU 50 = Etikett Größe  9XL","13","0.11%","18","0.11%","100%","1","0","7.69%","0.00%","€22.99","€0.00","1","0"
"B06W9FWQ33","B01N42B1XD","Summer Mae Damen A-line Kurzes Strickkleid Herbst Langarm","8","0.07%","13","0.08%","92%","1","0","12.50%","0.00%","€6.99","€0.00","1","0"
"B06WLHMQ4N","B01N43NNOT","Summer Mae Damen Badekleid Plus Size Gekräuselt Figurformender Tankini Badeanzug Swimsuit","2","0.02%","3","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W9FWQ33","B01N4IPVT9","Summer Mae Damen A-line Kurzes Strickkleid Herbst Langarm","4","0.03%","5","0.03%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W2GM7PR","B01N4K9SIU","Summer Mae Damen Langarmshirt Sweatshirt Blusen Streifen Lace Lang Sleeve Herbst","4","0.03%","4","0.03%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W2GM7PR","B01N4K9T8X","Summer Mae Damen Langarmshirt Sweatshirt Blusen Streifen Lace Lang Sleeve Herbst","2","0.02%","3","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076ZXSQD8","B01N531UTZ","Summer Mae Damen Badekleid Geblümt  Spa Badeanzug Strandkleid Baden Swimwear ,Saphirblau (Einteiler),EU 44 = Etikett Größe  6XL","10","0.08%","14","0.09%","93%","1","0","10.00%","0.00%","€22.99","€0.00","1","0"
"B06W9FWQ33","B01N53S23K","Summer Mae Damen A-line Kurzes Strickkleid Herbst Langarm","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W9FWQ33","B01N53S3NF","Summer Mae Damen A-line Kurzes Strickkleid Herbst Langarm","3","0.02%","3","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W2GM7PR","B01N560FYN","Summer Mae Damen Langarmshirt Sweatshirt Blusen Streifen Lace Lang Sleeve Herbst","3","0.02%","5","0.03%","60%","1","0","33.33%","0.00%","€6.99","€0.00","1","0"
"B06W2GM7PR","B01N560GOX","Summer Mae Damen Langarmshirt Sweatshirt Blusen Streifen Lace Lang Sleeve Herbst","2","0.02%","2","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076FWKV7V","B01N5J3B2Z","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look, XS (EU 32-34),Rot","3","0.02%","3","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076ZXSQD8","B01N64GO5L","Summer Mae Damen Badekleid Geblümt  Spa Badeanzug Strandkleid Baden Swimwear ,Marineblau (Einteiler),EU 46 = Etikett Größe  7XL","10","0.08%","16","0.10%","100%","3","0","30.00%","0.00%","€68.97","€0.00","3","0"
"B06W9FWQ33","B01N65706L","Summer Mae Damen A-line Kurzes Strickkleid Herbst Langarm","13","0.11%","17","0.11%","100%","3","0","23.08%","0.00%","€20.97","€0.00","3","0"
"B06W2GM7PR","B01N6P1I5Z","Summer Mae Damen Langarmshirt Sweatshirt Blusen Streifen Lace Lang Sleeve Herbst","4","0.03%","6","0.04%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W9FWQ33","B01N76B2TU","Summer Mae Damen A-line Kurzes Strickkleid Herbst Langarm","4","0.03%","4","0.03%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W2GM7PR","B01N78VKOR","Summer Mae Damen Langarmshirt Sweatshirt Blusen Streifen Lace Lang Sleeve Herbst","1","0.01%","1","0.01%","100%","1","0","100.00%","0.00%","€6.99","€0.00","1","0"
"B076FWKV7V","B01N7BWCPD","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look Dress,XL (EU 40-42),Helllila","4","0.03%","4","0.03%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XDL72QQ","B01N7FXSXM","Summer Mae Damen Langarmshirt Blusenkleid Chiffion Bohemien Vintage Tunika Minikleid Rundhals","18","0.15%","24","0.15%","100%","1","0","5.56%","0.00%","€5.20","€0.00","1","0"
"B06W2GM7PR","B01N7OGTT9","Summer Mae Damen Langarmshirt Sweatshirt Blusen Streifen Lace Lang Sleeve Herbst","8","0.07%","10","0.06%","70%","1","0","12.50%","0.00%","€6.99","€0.00","1","0"
"B0744CG3VJ","B01N8PE78Y","Summer Mae Frauen Wärmeschuhe Winterschnee Gefüttert Stiefel Boot Slippers","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076ZXSQD8","B01N94EU0L","Summer Mae Damen Badekleid Geblümt  Spa Badeanzug Strandkleid Baden Swimwear ,Saphirblau (Zweiteiler),EU 48 = Etikett Größe  8XL","22","0.18%","27","0.17%","100%","3","0","13.64%","0.00%","€68.97","€0.00","3","0"
"B076ZXSQD8","B01N94R08T","Summer Mae Damen Badekleid Geblümt  Spa Badeanzug Strandkleid Baden Swimwear ,Marineblau (Zweiteiler),EU 46 = Etikett Größe  7XL","11","0.09%","14","0.09%","86%","1","0","9.09%","0.00%","€22.99","€0.00","1","0"
"B06W9FWQ33","B01N95R09H","Summer Mae Damen A-line Kurzes Strickkleid Herbst Langarm","2","0.02%","2","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06WLHMQ4N","B01N97D0MU","Summer Mae Damen Badekleid Plus Size Gekräuselt Figurformender Tankini Badeanzug Swimsuit","2","0.02%","2","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B01N9HI4PF","B01N9HI4PF","Summer Mae Damen Winterstiefel Gefüttert Warm Boots Strick","3","0.02%","4","0.03%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W2GM7PR","B01N9PTUNY","Summer Mae Damen Langarmshirt Sweatshirt Blusen Streifen Lace Lang Sleeve Herbst","2","0.02%","2","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W9FVWJT","B01NA9DMMY","Summer Mae Damen Oversize-Pullover mit Schnürung Einfarbig Lang Langarm Gestrickte Pullover Casual","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B01N9HI4PF","B01NAJ2DY7","Summer Mae Damen Winterstiefel Gefüttert Warm Boots  Strick, Gr.-EU 39--Asia Size 40,Braun","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B01I46KPO2","B01NAQ17N0","Summer Mae Damen Badekleid Plus Size, Schwarz Und Rot, 3XL (44-46)","5","0.04%","5","0.03%","100%","1","0","20.00%","0.00%","€24.99","€0.00","1","0"
"B073RD1ZJ8","B01NBES3YP","Summer Mae Damen Langarmshirt Blusenkleid Bohemien Vintage Tunika Minikleid Rundhals","3","0.02%","3","0.02%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B01N9HI4PF","B01NBKHGA6","Summer Mae Damen Winterstiefel Gefüttert Warm Boots  Strick, Gr.-EU 35--Asia Size 36,Rot","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B076FWKV7V","B01NCE22FH","Summer Mae Damen A-line Lace Quaste Beiläufigkeit Herbst Kleid Retro-Look Dress,L (EU 38-40),Helllila","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B073RD1ZJ8","B01NCEG6QW","Summer Mae Damen Langarmshirt Blusenkleid Bohemien Vintage Tunika Minikleid Rundhals","10","0.08%","13","0.08%","100%","1","0","10.00%","0.00%","€13.00","€0.00","1","0"
"B06W9FWQ33","B01NCQT6ZF","Summer Mae Damen A-line Kurzes Strickkleid Herbst Langarm","2","0.02%","2","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W9FWQ33","B01NCQU969","Summer Mae Damen A-line Kurzes Strickkleid Herbst Langarm","2","0.02%","2","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B01I46KPO2","B01NCSVUOC","Summer Mae Damen Badekleid Plus Size, Schwarz Und Rot, 4XL (46-48)","30","0.25%","41","0.26%","95%","1","0","3.33%","0.00%","€24.99","€0.00","1","0"
"B06VXH8NYM","B06VSZVQPR","Summer Mae Damen Push up Badeanzug mit Schmalen Träger Figurformender","1","0.01%","1","0.01%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B07C27SJ69","B06VV1VJCS","Summer Mae Damen Triangel-Neckholder-bikini Bikini-set Gehäkelt Bademode ,Marineblau ,L","47","0.38%","53","0.33%","100%","2","0","4.26%","0.00%","€33.32","€0.00","2","0"
"B07C27SJ69","B06VV1VK3S","Summer Mae Damen Triangel-Neckholder-bikini Bikini-set Gehäkelt Bademode ,Weinrot ,M","31","0.25%","39","0.24%","97%","3","0","9.68%","0.00%","€50.97","€0.00","3","0"
"B073W53JM7","B06VV32R23","Summer Mae Damen Badekleid Einteiliger Badeanzug Geblümt Zweiteilig Shaping-Badeanzug","1","0.01%","1","0.01%","100%","1","0","100.00%","0.00%","€14.99","€0.00","1","0"
"B07C27SJ69","B06VV8NP4W","Summer Mae Damen Triangel-Neckholder-bikini Bikini-set Gehäkelt Bademode ,Marineblau ,M","47","0.38%","52","0.33%","100%","2","0","4.26%","0.00%","€33.32","€0.00","2","0"
"B073W53JM7","B06VVBGMWP","Summer Mae Damen Badekleid Einteiliger Badeanzug Geblümt Zweiteilig Shaping-Badeanzug","5","0.04%","8","0.05%","75%","1","0","20.00%","0.00%","€14.99","€0.00","1","0"
"B06VXH8NYM","B06VXH8NYM","Summer Mae Damen Bikini","37","0.30%","52","0.33%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06XDCPN1X","B06VY9752S","Summer Mae Damen Off-Shoulder Bikini-Set mit Volant Vintage und Klassic","9","0.07%","17","0.11%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W2GM7PR","B06W2GM7PR","Summer Mae Damen Langarmshirt Sweatshirt Blusen Streifen Lace Lang Sleeve Herbst","39","0.32%","46","0.29%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06VXH8NYM","B06W2GP6PJ","Summer Mae Damen Push Up Badeanzug mit schmalen Träger Figurformender","1","0.01%","1","0.01%","100%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W2GX154","B06W2GX154","Summer MaeDamen Neckholder-Bademode Tankini Figurformender Pusch up Badeanzug","69","0.56%","94","0.59%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B073W53JM7","B06W2JPMW2","Summer Mae Damen Badekleid Einteiliger Badeanzug Geblümt Zweiteilig Shaping-Badeanzug","62","0.51%","88","0.55%","98%","4","0","6.45%","0.00%","€27.96","€0.00","4","0"
"B06VXH8NYM","B06W52N684","Summer Mae Damen Push Up Badeanzug mit schmalen Träger Figurformender","2","0.02%","2","0.01%","50%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B07C27SJ69","B06W55JQZM","Summer Mae Damen Triangel-Neckholder-bikini Bikini-set Gehäkelt Bademode ,Grün ,L","35","0.29%","42","0.26%","100%","1","0","2.86%","0.00%","€16.66","€0.00","1","0"
"B06W9FVWJT","B06W9FVWJT","Summer Mae Damen Oversize-Pullover mit Schnürung Einfarbig Lang Langarm Gestrickte Pullover Casual","1","0.01%","1","0.01%","0%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B06W9FWQ33","B06W9FWQ33","Summer Mae Damen A-line Kurzes Strickkleid Herbst Langarm","30","0.25%","36","0.23%","3%","0","0","0.00%","0.00%","€0.00","€0.00","0","0"
"B07C27SJ69","B06W9HKFR6","Summer Mae Damen Triangel-Neckholder-bikini Bikini-set Gehäkelt Bademode ,Weinrot ,S","8","0.07%","13","0.08%","85%","1","0","12.50%","0.00%","€16.99","€0.00","1","0"
