"(父） ASIN","（子）ASIN","商品名称","买家访问次数","买家访问次数百分比","页面浏览次数","页面浏览次数百分比","购买按钮赢得率","已订购商品数量","订单商品数量转化率","已订购商品销售额","订单商品种类数"
"B071X9152B","B071X91S9F","Summer Mae Women's Plus Size Black Polka Dot Mesh Swimwear One Piece Swimdress","15","0.30%","18","0.30%","94%","0","0.00%","US$0.00","0"
"B07927PLZ2","B071XHPGKM","Summer Bay Women's Halter African Print Two Piece Swimsuit High Waisted Chic Bikini Set","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B06XYHCQ5T","B071YD3ZML","WOMEN'S BOUTIQUE Summer Mae Women's Push Up Polka Dot Swimwear Two Piece Boyshort Bkini","4","0.08%","4","0.07%","0%","0","0.00%","US$0.00","0"
"B07927XCLN","B071ZS3WSM","Summer Bay Womens Sexy V Neck Backless One Piece Dark Blue Coconut Palm Tree Print Swimsuit","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B072JT82B4","B071ZYZ988","Summer Mae Women Plus Size Ethnic Printed Splicing Casual Pocket Dress","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B078W54M9Q","B07214CVZK","Summer Mae Women Sexy Leaves Print Lace Up Padding One Piece Monokini Swimsuit Bikini","3","0.06%","4","0.07%","50%","0","0.00%","US$0.00","0"
"B078W54M9Q","B07214KML1","Summer Mae Women Sexy Leaves Print Lace Up Padding One Piece Monokini Swimsuit Bikini","10","0.20%","10","0.17%","50%","0","0.00%","US$0.00","0"
"B073WVKN64","B0721Q1J3G","WOMEN'S BOUTIQUE Summer Mae Women's V-Neck Watermelon Print One Piece Swimsuit","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B01H14OWBA","B07228XRT9","Summer Mae Women's Two Piece colorful Print Swimwear Tankini Top With Short","3","0.06%","3","0.05%","67%","0","0.00%","US$0.00","0"
"B01H14OWBA","B07229CYMB","Summer Mae Women's Two Piece colorful Print Swimwear Tankini Top With Short","3","0.06%","3","0.05%","67%","0","0.00%","US$0.00","0"
"B01M7P70CS","B0722Z56WB","Summer Mae Women's Black Mesh One Piece Crochet Ruffled Swimsuit Tank Swimwear","4","0.08%","4","0.07%","50%","0","0.00%","US$0.00","0"
"B07BKX6K8W","B07233M5T8","Summer Mae Women Plus Size Mesh Swimwear Two Piece Halter Tankini Swimdress Cover up","4","0.08%","4","0.07%","0%","0","0.00%","US$0.00","0"
"B07927XCLN","B072342844","Summer Bay Women's Plus Size Swim Mesh High Neck One Piece Swimsuit","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B07927PLZ2","B0727W7P79","Summer Bay Womens Thin Shoulder Straps Ruched Low-waisted Bikini Swimsuit","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B07927XCLN","B072BWC6S6","Summer Bay Women's Plus Size Swim Mesh High Neck One Piece Swimsuit","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B077G1736K","B072HN8VX9","Summer Mae Women's Sexy Bandage Bikini Set Push-up Padded 2 Piece Swimsuit Swimwear","2","0.04%","2","0.03%","100%","0","0.00%","US$0.00","0"
"B07145YZCM","B072HWD6ZB","Summer Mae Women Plus Size Black Cold Shoulder Ruffle Bowknot Sleeve Dress Black Large","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B072JT82B4","B072JT7VHC","Summer Mae Women Plus Size Ethnic Printed Splicing Casual Pocket Dress","2","0.04%","2","0.03%","50%","0","0.00%","US$0.00","0"
"B072JT82B4","B072JT82B4","Summer Mae Women Plus Size Ethnic Printed Splicing Casual Pocket Dress","37","0.75%","43","0.72%","19%","0","0.00%","US$0.00","0"
"B07927PLZ2","B072JY35C1","Summer Bay Women's Floral Top Stripe Bottom Padding Bikini Set","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B07927PLZ2","B072M4H5V5","Summer Bay Women's One Piece Halter Floral Print Swimsuit Bathing Suit","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B072JT82B4","B072MF4D46","Summer Mae Women Plus Size Ethnic Printed Splicing Casual Pocket Dress","4","0.08%","4","0.07%","50%","0","0.00%","US$0.00","0"
"B073WVKN64","B072N57JLZ","Summer Mae Women's V-Neck Watermelon Print One Piece Swimsuit","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B072JT82B4","B072QB3CPP","Summer Mae Women Plus Size Ethnic Printed Splicing Casual Pocket Dress","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B071X92HLK","B072R3C18F","Summer Bay Women's Solid Color Off Shoulder Ruffle One Piece Swimsuit High Cut Chic Bikini","6","0.12%","6","0.10%","33%","0","0.00%","US$0.00","0"
"B07927XCLN","B072R58C18","Summer Bay Womens One Piece Bikini Out Deep Plunge Keyhole Backless Monokini Swimwear","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B0721SVRLY","B072R5CGYB","Summer Mae Women's Twill Striped One Piece backeless Swimsuit","9","0.18%","10","0.17%","40%","0","0.00%","US$0.00","0"
"B07927XCLN","B072WQ927L","Summer Bay Women's Deep V Star Print One piece Swimsuit Backless Monokini Bikini","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B06XYHCQ5T","B072XGTQGD","WOMEN'S BOUTIQUE Summer Mae Women's Push Up Solid/Striped Bikini Set Top & Striped/Polka Dot Bkini Bottom","7","0.14%","7","0.12%","0%","0","0.00%","US$0.00","0"
"B06XYHCQ5T","B072XGWC9X","Summer Mae Women's Push Up Solid/Striped bikini set Top & Striped/Polka Dot Bkini Bottom","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B06XYHCQ5T","B072XJNSSR","Summer Mae Women's Push Up Solid/Striped Bikini Set Top & Striped/Polka Dot Bkini Bottom","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B077FYHG3V","B072ZXDD9Z","Summer Mae Women's Fashion Triangle Bikini Set Tie Two Piece Swimsuits Light Blue","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B077FYHG3V","B07311BK1Z","Summer Mae Women's Fashion Triangle Bikini Set Tie Two Piece Swimsuits Wine Red","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B077FYHG3V","B07311V9HP","Summer Mae Women's Fashion Triangle Bikini Set Tie Two Piece Swimsuits Black","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B077FYHG3V","B0731369K1","Summer Mae Women's Fashion Triangle Bikini Set Tie Two Piece Swimsuits White","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B06XFRG6PZ","B07314MWWM","Summer Mae Women's Pineapple Printing Halter Padding Bikini Set","3","0.06%","3","0.05%","67%","0","0.00%","US$0.00","0"
"B077FYHG3V","B07317KJJ6","Women's Fashion Triangle Bikini Set Tie Two Piece Swimsuits Light Blue","4","0.08%","4","0.07%","25%","0","0.00%","US$0.00","0"
"B077Z67ZW1","B073CX5K4P","Summer Mae Women's Halter Scalloped One Piece Swimsuit Solid Color Backless Bathing Suit White","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B077Z67ZW1","B073CXKTN6","Women's Halter Scalloped One Piece Swimsuit Solid Color Backless Bathing Suit White","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B077Z67ZW1","B073CXW7RR","Women's Halter Scalloped One Piece Swimsuit Solid Color Backless Bathing Suit Black","10","0.20%","10","0.17%","80%","0","0.00%","US$0.00","0"
"B077G58GFN","B073GMZ65D","Summer Mae Womens Sexy Swimwear Slim Fit Halter Bikini Backless One Piece Swimsuits","8","0.16%","8","0.13%","50%","0","0.00%","US$0.00","0"
"B073GRHW4W","B073GRRY4V","Summer Mae Women's V-Neck Mesh One Piece Vintage Swimsuit Tropical Print Swimwear","9","0.18%","11","0.18%","100%","0","0.00%","US$0.00","0"
"B078T9Q414","B073S5CYWG","Summer Mae Women's Summer Boho Strapess Banana Leaves Print Wrap Pockets Maxi Dress","42","0.85%","46","0.77%","100%","0","0.00%","US$0.00","0"
"B0783H6SDJ","B073VFB5XC","Summer Mae Women Stripe Sexy High Cute Halter Bikini One Piece","6","0.12%","6","0.10%","50%","0","0.00%","US$0.00","0"
"B073XHY2TN","B073XH9RWZ","Summer Mae Women's Yellow/Orange Lace Mesh Swimwear Two Piece Halter Tankini Top & Bottom","5","0.10%","5","0.08%","40%","0","0.00%","US$0.00","0"
"B073XHY2TN","B073XHGJDM","WOMEN'S BOUTIQUE Summer Mae Women's Yellow/Orange Lace Mesh Swimwear Two Piece Halter Tankini Top & Bottom","36","0.73%","38","0.64%","97%","0","0.00%","US$0.00","0"
"B073XHY2TN","B073XHY2TN","Summer Mae Women's Lace Mesh Swimwear Two Piece Halter Tankini Top & Bottom","96","1.94%","121","2.03%","6%","0","0.00%","US$0.00","0"
"B073XHY2TN","B073XJK24D","Summer Mae Women's Yellow/Orange Lace Mesh Swimwear Two Piece Halter Tankini Top & Bottom","1","0.02%","1","0.02%","100%","0","0.00%","US$0.00","0"
"B073XHY2TN","B073XJM9N5","Summer Mae Women's Yellow/Orange Lace Mesh Swimwear Two Piece Halter Tankini Top & Bottom","20","0.41%","20","0.34%","75%","0","0.00%","US$0.00","0"
"B07776GL3W","B07435F2Y7","Summer Mae Women's Lace Up Front V Neck Long Sleeve Knit Sweater Dress Top","10","0.20%","11","0.18%","27%","0","0.00%","US$0.00","0"
"B01N3UBDH3","B0743C6848","Summer Mae Women's Deep V-Neck High Cut Cute Floral Green Leaves One Piece Halter Cross Back Swimsuit","4","0.08%","4","0.07%","25%","0","0.00%","US$0.00","0"
"B01N3UBDH3","B0743CBQYG","WOMEN'S BOUTIQUE Summer Mae Women's Deep V-Neck High Cut Cute Floral Green Leaves One Piece Halter Cross Back Swimsuit","7","0.14%","7","0.12%","14%","0","0.00%","US$0.00","0"
"B01N3UBDH3","B0743D5KZ6","WOMEN'S BOUTIQUE Summer Mae Women's Deep V-Neck High Cut Cute Floral Green Leaves One Piece Halter Cross Back Swimsuit","4","0.08%","4","0.07%","0%","0","0.00%","US$0.00","0"
"B0749J42HN","B07496B6ZV","Summer Jun Women's Pockets Casual Tunic Swing T-shirt Tie Dye Ombre Dress","4","0.08%","4","0.07%","0%","0","0.00%","US$0.00","0"
"B0749J42HN","B0749DS1D6","Summer Jun Women's Pockets Casual Tunic Swing T-shirt Tie Dye Ombre Dress","4","0.08%","4","0.07%","0%","0","0.00%","US$0.00","0"
"B0749J42HN","B0749GG9C5","Summer Jun Women's Pockets Casual Tunic Swing T-shirt Tie Dye Ombre Dress","4","0.08%","4","0.07%","0%","0","0.00%","US$0.00","0"
"B0749J42HN","B0749JQKHD","Summer Jun Women's Pockets Casual Tunic Swing T-shirt Tie Dye Ombre Dress","4","0.08%","4","0.07%","0%","0","0.00%","US$0.00","0"
"B078WRS76W","B074PR63YW","Summer Mae Women's Long Sleeve Cable Knit Casual Sweater Dress with Pockets","8","0.16%","10","0.17%","70%","0","0.00%","US$0.00","0"
"B078WRS76W","B074PRDCG7","Summer Mae Women's Long Sleeve Cable Knit Casual Sweater Dress with Pockets","7","0.14%","7","0.12%","57%","0","0.00%","US$0.00","0"
"B078WRS76W","B074PRQCYP","Summer Mae Women's Long Sleeve Cable Knit Casual Sweater Dress with Pockets","12","0.24%","15","0.25%","93%","0","0.00%","US$0.00","0"
"B078WRS76W","B074PRZ2YJ","Summer Mae Women's Long Sleeve Cable Knit Casual Sweater Dress with Pockets","7","0.14%","8","0.13%","38%","0","0.00%","US$0.00","0"
"B078WRS76W","B074PS35PF","Summer Mae Women's Long Sleeve Cable Knit Casual Sweater Dress with Pockets","3","0.06%","3","0.05%","67%","0","0.00%","US$0.00","0"
"B078WRS76W","B074PS9L37","Summer Mae Women's Long Sleeve Cable Knit Casual Sweater Dress with Pockets","4","0.08%","6","0.10%","83%","0","0.00%","US$0.00","0"
"B074QNYPPH","B074QGMP5Z","Summer Jun Women's Solid Color Bell Sleeve Casual Tunic Top T-Shirt Swing Loose Dress Pink M","9","0.18%","10","0.17%","0%","0","0.00%","US$0.00","0"
"B07547JB82","B07547DDHD","Summer Mae Women Plus Size V-neck Tunic Top Long Sleeve Solid Chiffon Shirt Blouse Burgundy","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B07547JB82","B07547G9T1","Summer Mae Women Plus Size V-neck Tunic Top Long Sleeve Solid Chiffon Shirt Blouse Burgundy","6","0.12%","6","0.10%","67%","0","0.00%","US$0.00","0"
"B07547JB82","B07547JB82","Summer Mae Women Plus Size V-neck Tunic Top Long Sleeve Solid Chiffon Shirt Blouse","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B0758DGB3V","B0758936QQ","Summer Mae Women's V Neck Bohemian Tie Vintage Printed Ethnic Style Beach Dress L","4","0.08%","6","0.10%","50%","0","0.00%","US$0.00","0"
"B0758DGB3V","B0758D78JH","Summer Mae Women's V Neck Bohemian Tie Vintage Printed Ethnic Style Beach Dress Plus Size","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B0758DGB3V","B0758DGB3V","Summer Mae Women's V Neck Bohemian Tie Vintage Printed Ethnic Style Beach Dress","14","0.28%","17","0.29%","0%","0","0.00%","US$0.00","0"
"B078WRS76W","B075DRB3ZD","Womens Knitted Long Sweater Dress Tunic Black XL","5","0.10%","5","0.08%","60%","0","0.00%","US$0.00","0"
"B078WRS76W","B075F354DH","Womens Knitted Long Sweater Dress Tunic Purplish Red S","8","0.16%","8","0.13%","75%","0","0.00%","US$0.00","0"
"B075MBPZ2S","B075MB62X5","Summer Mae Women's Oversized Knitted Sweater Long Sleeve V-neck Loose Pullover Tunic","28","0.57%","41","0.69%","59%","0","0.00%","US$0.00","0"
"B075MBPZ2S","B075MBJY9Z","Summer Mae Women's Oversized Knitted Sweater Long Sleeve V-neck Loose Pullover Tunic","8","0.16%","12","0.20%","83%","0","0.00%","US$0.00","0"
"B075MBPZ2S","B075MC6YYJ","Summer Mae Women's Oversized Knitted Sweater Long Sleeve V-neck Loose Pullover Tunic Grey Small","11","0.22%","11","0.18%","100%","0","0.00%","US$0.00","0"
"B075QG74LG","B075QF33TV","OUTDOOR WEAR Summer Mae Women's Heart Pattern Patchwork Knitted Sweater Round Neck Loose Pullover","4","0.08%","4","0.07%","50%","0","0.00%","US$0.00","0"
"B075QG74LG","B075QFJGTB","Summer Mae Women's Heart Pattern Patchwork Knitted Sweater Round Neck Loose Pullover","2","0.04%","2","0.03%","50%","0","0.00%","US$0.00","0"
"B075QG74LG","B075QFKN44","OUTDOOR WEAR Summer Mae Women's Heart Pattern Patchwork Knitted Sweater Round Neck Loose Pullover","6","0.12%","6","0.10%","17%","0","0.00%","US$0.00","0"
"B075QG74LG","B075QFRYJF","Summer Mae Women's Heart Pattern Patchwork Knitted Sweater Round Neck Loose Pullover","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B075QG74LG","B075QFSJCK","Summer Mae Women's Heart Pattern Patchwork Knitted Sweater Round Neck Loose Pullover","3","0.06%","3","0.05%","100%","0","0.00%","US$0.00","0"
"B075QG74LG","B075QFT2HP","OUTDOOR WEAR Summer Mae Women's Heart Pattern Patchwork Knitted Sweater Round Neck Loose Pullover","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B075QG74LG","B075QFVY82","Summer Mae Women's Heart Pattern Patchwork Knitted Sweater Round Neck Loose Pullover","2","0.04%","2","0.03%","50%","0","0.00%","US$0.00","0"
"B075QG74LG","B075QFX5T8","OUTDOOR WEAR Summer Mae Women's Heart Pattern Patchwork Knitted Sweater Round Neck Loose Pullover","4","0.08%","4","0.07%","50%","0","0.00%","US$0.00","0"
"B075QG74LG","B075QG2WMH","OUTDOOR WEAR Summer Mae Women's Heart Pattern Patchwork Knitted Sweater Round Neck Loose Pullover","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B075QG74LG","B075QG74LG","Summer Mae Women's Heart Pattern Patchwork Knitted Sweater Round Neck Loose Pullover","16","0.32%","23","0.39%","0%","0","0.00%","US$0.00","0"
"B075QG74LG","B075QG9LYC","OUTDOOR WEAR Summer Mae Women's Heart Pattern Patchwork Knitted Sweater Round Neck Loose Pullover","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B075QG74LG","B075QG9WBY","OUTDOOR WEAR Summer Mae Women's Heart Pattern Patchwork Knitted Sweater Round Neck Loose Pullover","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B078WRS76W","B075S4N213","Womens Knitted Long Sweater Dress Tunic Green XXL","6","0.12%","6","0.10%","67%","0","0.00%","US$0.00","0"
"B078WRS76W","B075S6T35L","Womens Knitted Long Sweater Dress Tunic Black XXL","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B07776GL3W","B07776GL3W","Summer Mae Women's Lace Up Front V Neck Long Sleeve Knit Sweater Dress Top","27","0.55%","36","0.60%","0%","0","0.00%","US$0.00","0"
"B0777KJL3F","B0777DQV5G","Long Sleeve Lace Dress A Line Casual Tunic Mini Dress Brown US 18W","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B0777KJL3F","B0777F354Z","Long Sleeve Lace Dress A Line Casual Tunic Mini Dress Black US 16-18","5","0.10%","5","0.08%","0%","0","0.00%","US$0.00","0"
"B0777KJL3F","B0777FB3HX","Summer Mae Long Sleeve Lace Dress A Line Casual Tunic Mini Green Dress S","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B0777KJL3F","B0777H7DHH","Summer Mae Long Sleeve Lace Dress A Line Casual Tunic Mini Dress Violet XS","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B0777KJL3F","B0777JL61C","Long Sleeve Lace Dress A Line Casual Tunic Mini Purple Dress 2XL","3","0.06%","3","0.05%","33%","0","0.00%","US$0.00","0"
"B0777KJL3F","B0777KHKFN","Summer Mae Long Sleeve Lace Dress A Line Casual Tunic Mini Dress Brown US 0-2","1","0.02%","1","0.02%","100%","0","0.00%","US$0.00","0"
"B0777KJL3F","B0777KJL3F","Summer Mae Long Sleeve Lace Dress A Line Casual Tunic Mini Dress","3","0.06%","3","0.05%","33%","0","0.00%","US$0.00","0"
"B077FYHG3V","B077FYHG3V","Summer Mae Women 2 Pcs Bikini Set Triangle Top Brazilian Bottom Velvet Swimsuit Swimwear","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B077G1736K","B077G1736K","Summer Mae Women's Sexy Bandage Bikini Set Push-up Padded 2 Piece Swimsuit Swimwear","5","0.10%","6","0.10%","17%","0","0.00%","US$0.00","0"
"B077G58GFN","B077G58GFN","Summer Mae Womens Sexy Swimwear Slim Fit Halter Bikini Backless One Piece Swimsuits","11","0.22%","14","0.23%","0%","0","0.00%","US$0.00","0"
"B077RWG5LY","B077RWG5LY","Summer Mae Women One Piece Swimsuit Deep V-Neck Pattern Swimwear Cross-Back High Cut Monokini Bathing Suits","156","3.16%","190","3.19%","4%","0","0.00%","US$0.00","0"
"B077Z67ZW1","B077Z67ZW1","Summer Mae Women's Halter Scalloped One Piece Swimsuit Backless Bathing Suit","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B078PJN3DS","B078PJN3DS","Summer Mae Women's Plus Size V-Neck Gradient Lace Beach Dress","41","0.83%","56","0.94%","11%","0","0.00%","US$0.00","0"
"B078RX1V4Y","B078RX1V4Y","Summer Mae Women's One Piece Bathing Suit Slim Tummy Control Swimwear","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B078TF25PS","B078TF25PS","Summer Mae One Piece Floral Lace Swimwear Printed Multi-Rope Harness Bikini","37","0.75%","46","0.77%","0%","0","0.00%","US$0.00","0"
"B078W54M9Q","B078W54M9Q","Summer Mae Women's High Neck Green Leaves Print Lace Up One Piece Monokini Swimsuit","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B078WRS76W","B078WRS76W","Womens Knitted Long Sweater Dress Tunic","77","1.56%","105","1.76%","4%","0","0.00%","US$0.00","0"
"B07927PLZ2","B07927PLZ2","Summer Bay Women's Sexy One Piece Swimsuit Fashion Bikini Set","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B07927XCLN","B07927XCLN","Summer Bay Women's Sexy One Piece Swimsuit Fashion Monokini","4","0.08%","4","0.07%","25%","0","0.00%","US$0.00","0"
"B0792G1GL4","B0792G1GL4","Women's Fashion Bikini Set","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B06VVT45TS","B0792TY4YT","Summer Mae Women's Blue Mesh One Piece Vintage Swimsuit Tank Swimwear","5","0.10%","7","0.12%","86%","0","0.00%","US$0.00","0"
"B07B91YBK2","B07B8HZ787","Summer Mae Womens High Waisted Bikini Set Flounce Top Two Piece Polka Dot Swimsuit","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B07B91YBK2","B07B8MVFY7","Womens High Waisted Bikini Set Flounce Top Two Piece Polka Dot Swimsuit","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B07BKX6K8W","B07BKX6K8W","Summer Mae Women Plus Black Mesh Split Swimwear Two Piece Halter Tankini Swimdress","6","0.12%","9","0.15%","0%","0","0.00%","US$0.00","0"
"B07BPX61PN","B07BPX61PN","Women One Piece High Cut Deep V-Neck Halter Swimsuit Lace Mesh Vintage Swimwear","424","8.59%","530","8.89%","1%","0","0.00%","US$0.00","0"
"B07BKX6K8W","B07BV8T7ZW","Summer Mae Women Plus Black Mesh Split Swimwear Two Piece Halter Tankini Swimdress","6","0.12%","6","0.10%","17%","0","0.00%","US$0.00","0"
"B07C2T54T2","B07C2V3Q7B","One Piece Mesh Swimsuit Classic Strappy V Neck Monokini Swimwear","4","0.08%","4","0.07%","100%","0","0.00%","US$0.00","0"
"B07CH7FLDZ","B07CH7K683","Women Maternity Pregnancy Halter Black Floral Tankini Swimsuit","6","0.12%","6","0.10%","67%","0","0.00%","US$0.00","0"
"B06VVT45TS","B07DNX562P","One Piece Mesh Swimsuit Classic Strappy V Neck Monokini Swimwear","179","3.63%","198","3.32%","93%","0","0.00%","US$0.00","0"
"B06VVT45TS","B07DNXZ2CM","One Piece Mesh Swimsuit Classic Strappy V Neck Monokini Swimwear","38","0.77%","43","0.72%","72%","0","0.00%","US$0.00","0"
