"(父） ASIN","（子）ASIN","商品名称","买家访问次数","买家访问次数百分比","页面浏览次数","页面浏览次数百分比","购买按钮赢得率","已订购商品数量","订单商品数量转化率","已订购商品销售额","订单商品种类数"
"B078WRS76W","B01LWI58YH","Womens Knitted Long Sweater Dress Tunic Grey M","14","0.28%","18","0.30%","78%","0","0.00%","US$0.00","0"
"B078PJN3DS","B01LXD9QIS","Summer Mae Women's Plus Size Harbor Slit Shoulder Beach Dress","3","0.06%","4","0.07%","50%","0","0.00%","US$0.00","0"
"B01LZ8BCKM","B01LZ8BCKM","Summer Mae Women's Long Sleeve White Crochet Lace Patchwork A-Line Purple Dresses","4","0.08%","4","0.07%","100%","0","0.00%","US$0.00","0"
"B078WRS76W","B01M0327M1","Womens Knitted Long Sweater Dress Tunic Khaki S","9","0.18%","10","0.17%","50%","0","0.00%","US$0.00","0"
"B078WRS76W","B01M032BV1","Womens Knitted Long Sweater Dress Tunic Burgundy XL","10","0.20%","11","0.18%","36%","0","0.00%","US$0.00","0"
"B01M0OX75I","B01M0D9R8F","Summer Mae Women Plus Size Hooded Zip Up Military Anorak Jacket Coat Outwear","7","0.14%","7","0.12%","57%","0","0.00%","US$0.00","0"
"B01M0OX75I","B01M0D9U04","Summer Mae Women Plus Size Hooded Zip Up Military Anorak Jacket Coat Outwear","7","0.14%","7","0.12%","43%","0","0.00%","US$0.00","0"
"B078PJN3DS","B01M0MD17L","Summer Mae Women's Plus size Harbor Slit Shoulder Beach Dress","9","0.18%","9","0.15%","100%","0","0.00%","US$0.00","0"
"B078PJN3DS","B01M0MD17O","Summer Mae Women's Plus Size Harbor Slit Shoulder Beach Dress","7","0.14%","7","0.12%","43%","0","0.00%","US$0.00","0"
"B01M0OX75I","B01M0OX75I","OUTDOOR WEAR Summer Mae Women Plus Size Hooded Zip Up Military Anorak Jacket Coat","2","0.04%","2","0.03%","50%","0","0.00%","US$0.00","0"
"B078WRS76W","B01M0Q1U1V","Womens Knitted Long Sweater Dress Tunic Beige XL","7","0.14%","8","0.13%","62%","0","0.00%","US$0.00","0"
"B078PJN3DS","B01M1VYGY2","Summer Mae Women's Plus size Harbor Slit Shoulder Beach Dress","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B01H14OWBA","B01M2487BX","Summer Mae Women's Plus Size Swimdress Floral Convertible Tankini Swimsuit Beachwear","6","0.12%","6","0.10%","67%","0","0.00%","US$0.00","0"
"B01ID5DU64","B01M24AUH7","Summer Mae Women's Plus Size Swim Dress Printed-Hem Ruffled Swimwear","5","0.10%","5","0.08%","60%","0","0.00%","US$0.00","0"
"B07776GL3W","B01M29W17K","Summer Mae Women's Lace Up Front V Neck Long Sleeve Knit Sweater Dress Top","10","0.20%","11","0.18%","82%","0","0.00%","US$0.00","0"
"B01H14OWBA","B01M2WKW8D","Summer Mae Women's Plus Size Swimdress Floral Convertible Tankini Swimsuit Beachwear","29","0.59%","31","0.52%","97%","0","0.00%","US$0.00","0"
"B01MRFG4GM","B01M366E1Z","Summer Mae Women's Attractive Floral Print One Piece Swimsuit Adjustable Swimwear","3","0.06%","3","0.05%","33%","0","0.00%","US$0.00","0"
"B0792G1GL4","B01M3PZ1R5","Summer Joy Women's Plus Size Ruched Printing Shorts Bikini Set","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B0792G1GL4","B01M3PZ378","Summer Joy Women's Plus Size Ruched Printing Shorts Bikini Set","8","0.16%","8","0.13%","12%","0","0.00%","US$0.00","0"
"B07776GL3W","B01M3V96EA","Summer Mae Women's Lace Up Front V Neck Long Sleeve Knit Sweater Dress Top","3","0.06%","3","0.05%","33%","0","0.00%","US$0.00","0"
"B01M3XKHTA","B01M3XKHTA","Summer Mae Women's Purple Long Sleeve Sequin Patch Pocket Shirt Tunic Top","4","0.08%","4","0.07%","25%","0","0.00%","US$0.00","0"
"B0792G1GL4","B01M3Y0ZDC","Summer Joy Women's Lace Splicing Halter Padding Tank Bikini Set","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B01MQDDSUB","B01M3YLTGG","Summer Mae Women's Sexy Colorful One Piece Beachwear Bikini Monokini Swimsuit","1","0.02%","2","0.03%","100%","0","0.00%","US$0.00","0"
"B01MRFG4GM","B01M3YW8FW","Summer Mae Women's Attractive Floral Print One Piece Swimsuit Adjustable Swimwear","5","0.10%","5","0.08%","80%","0","0.00%","US$0.00","0"
"B01H14OWBA","B01M5AYY5V","Summer Mae Women's Plus Size Swimdress Floral Convertible Tankini Swimsuit Beachwear","4","0.08%","4","0.07%","50%","0","0.00%","US$0.00","0"
"B01ID5DU64","B01M5B2ISR","Summer Mae Women's Plus Size Swim Dress Printed-Hem Ruffled Swimwear","4","0.08%","4","0.07%","75%","0","0.00%","US$0.00","0"
"B0792G1GL4","B01M5BEDMO","Summer Joy Women's Plus Size Ruched Printing Shorts Bikini Set","5","0.10%","5","0.08%","60%","0","0.00%","US$0.00","0"
"B01M6BM78Q","B01M5IWX76","Summer Jun Mother and Daughter Lace Stitching Dress Family Look Clothes women S","6","0.12%","6","0.10%","17%","0","0.00%","US$0.00","0"
"B01M5IXS33","B01M5IXS33","Summer Mae Women's Purple Long Sleeve Sequin Patch Pocket Shirt Tunic Top","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B01ID5DU64","B01M63OPA2","Summer Mae Women's Plus Size Swim Dress Printed-Hem Ruffled Swimwear","5","0.10%","5","0.08%","60%","0","0.00%","US$0.00","0"
"B01H14OWBA","B01M63PZ3C","Summer Mae Women's Plus Size Swimdress Floral Convertible Tankini Swimsuit Beachwear","6","0.12%","6","0.10%","67%","0","0.00%","US$0.00","0"
"B01ID5DU64","B01M63RJG4","Summer Mae Women's Plus Size Swim Dress Printed-Hem Ruffled Swimwear","5","0.10%","5","0.08%","60%","0","0.00%","US$0.00","0"
"B01ID5DU64","B01M63RTZE","Summer Mae Women's Plus Size Swim Dress Printed-Hem Ruffled Swimwear","9","0.18%","9","0.15%","89%","0","0.00%","US$0.00","0"
"B01M7P70CS","B01M6WIQ5S","Summer Mae Women's Plus Size Swimwear One Piece Spirit Swimsuit Purple and Pink","12","0.24%","12","0.20%","17%","0","0.00%","US$0.00","0"
"B01M7P70CS","B01M7P70CS","Summer Mae Women's Plus Size Colorful Swimwear One Piece Spirit Swimsuit","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B07776GL3W","B01M7UYYSQ","Summer Mae Women's Lace Up Front V Neck Long Sleeve Knit Sweater Dress Top","8","0.16%","8","0.13%","12%","0","0.00%","US$0.00","0"
"B01M6BM78Q","B01M7X7MYF","Summer Jun Mother and Daughter Lace Stitching Dress Family Look Clothes women 2XL","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B01MQDDSUB","B01M8QZC0V","Summer Mae Women's Sexy colorful One Piece Beachwear Bikini Monokini Swimsuit","11","0.22%","13","0.22%","92%","0","0.00%","US$0.00","0"
"B01ID5DU64","B01M9AOWZ2","Summer Mae Women's Plus Size Swim Dress Printed-Hem Ruffled Swimwear","5","0.10%","5","0.08%","80%","0","0.00%","US$0.00","0"
"B01J7RKVZA","B01MA5X2Y4","Summer Mae Plus Size Diamond Blouson Plus Size Swimwear Tankini US 14-16","17","0.34%","20","0.34%","100%","0","0.00%","US$0.00","0"
"B06VVT45TS","B01MAZ1MWP","Summer Mae Women's Halter Neck Wrap One Piece Padded Tankini Swimsuit Monokini Swimwear","4","0.08%","5","0.08%","40%","0","0.00%","US$0.00","0"
"B07776GL3W","B01MCYXYTX","Summer Mae Women's Lace Up Front V Neck Long Sleeve Knit Sweater Dress Top","4","0.08%","4","0.07%","25%","0","0.00%","US$0.00","0"
"B01MEG4DPO","B01MEG45FE","Summer Mae Women's Long Sleeve Casual Loose T-Shirt Dress Stitching Color Dark Blue M","7","0.14%","8","0.13%","62%","0","0.00%","US$0.00","0"
"B01MEG4DPO","B01MEG4DPO","Summer Mae Women's Long Sleeve Casual Loose T-Shirt Dress Stitching Color","1","0.02%","4","0.07%","0%","0","0.00%","US$0.00","0"
"B01MQDDSUB","B01MQDDSUB","Summer Mae Women's Sexy colorful One Piece Beachwear Bikini Monokini Swimsuit","11","0.22%","12","0.20%","0%","0","0.00%","US$0.00","0"
"B078WRS76W","B01MQPCTYE","Womens Knitted Long Sweater Dress Tunic Khaki XXL","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B01MRFG4GM","B01MRFG4GM","Summer Mae Women's Attractive Floral Print One Piece Swimsuit Adjustable Swimwear","13","0.26%","17","0.29%","0%","0","0.00%","US$0.00","0"
"B01H1Q93C6","B01MS460RR","Summer Mae 50s Elegant Inspired Retro Vintage One Piece Pin Up Monokinis Swimsuit, Blue Floral, 3XL ASIAN/14-16 (US)","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B01MEG4DPO","B01MS4OP3B","Summer Mae FlYang Women's Long Sleeve Casual Loose Dress,Lake Blue Green,S","9","0.18%","9","0.15%","11%","0","0.00%","US$0.00","0"
"B01ID5DU64","B01MS5K1L7","Summer Mae Women's Plus Size Swim Dress Printed-Hem Ruffled Swimwear","5","0.10%","5","0.08%","80%","0","0.00%","US$0.00","0"
"B01MU9ZY40","B01MS6QYZ3","Summer Mae Chiffon Short Sleeve V-neck Dress Knee Length Ruched Dress for Women G0 M","4","0.08%","4","0.07%","0%","0","0.00%","US$0.00","0"
"B01MU9ZY40","B01MS6QZQB","Summer Mae Chiffon Short Sleeve V-Neck Dress Knee Length Ruched Dress For Women OR 4XL","5","0.10%","5","0.08%","0%","0","0.00%","US$0.00","0"
"B01MU9ZY40","B01MS6R0M9","Summer Mae Chiffon Short Sleeve V-neck Dress Knee Length Ruched Dress for Women G0 3XL","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B06XYHCQ5T","B01MSJPEBR","Summer Mae Women's Colorful Print Swimwear Two Piece Boyshort Bkini","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B01N3UBDH3","B01MSJRM6K","Summer Mae Women's Halter Ruffled Two Piece Swimsuits Swimdress with Short","4","0.08%","4","0.07%","25%","0","0.00%","US$0.00","0"
"B01ID5DU64","B01MU8T1OI","Summer Mae Women's Plus Size Swim Dress Printed-Hem Ruffled Swimwear","4","0.08%","4","0.07%","50%","0","0.00%","US$0.00","0"
"B01MU9ZY40","B01MU9ZY40","Summer Mae Chiffon Short Sleeve V-Neck Dress Knee Length Ruched Dress for Women","4","0.08%","4","0.07%","25%","0","0.00%","US$0.00","0"
"B01MU9ZY40","B01MY7KVJY","Summer Mae Chiffon Short Sleeve V-neck Dress Knee Length Ruched Dress for Women B0 3XL","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B01MU9ZY40","B01MY7KX6S","Summer Mae Chiffon Short Sleeve V-Neck Dress Knee Length Ruched Dress For Women G0 4XL","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B01MEG4DPO","B01MZ72B1Y","FlYang Women's Long Sleeve Casual Loose Dress,Lake Blue Green,M","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B01MU9ZY40","B01MZ93SA6","Summer Mae Chiffon Short Sleeve V-Neck Dress Knee Length Ruched Dress For Women B0 4XL","4","0.08%","4","0.07%","50%","0","0.00%","US$0.00","0"
"B01MU9ZY40","B01MZ944E4","Summer Mae Chiffon Short Sleeve V-Neck Dress Knee Length Ruched Dress For Women OR M","4","0.08%","4","0.07%","0%","0","0.00%","US$0.00","0"
"B07927XCLN","B01N02OUSI","Summer Bay Women Sexy Padded Tassel Lace One Piece Swimsuits","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B01ID5DU64","B01N05XVJ7","Summer Mae Women's Plus Size Halter V-Neck Stripes Swimwear One Piece Swimsuit","6","0.12%","6","0.10%","67%","0","0.00%","US$0.00","0"
"B07927XCLN","B01N0AY376","Summer Bay Women Sexy Padded Tassel Lace One Piece Swimsuits","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B0792G1GL4","B01N0X4A6O","Summer Joy Women's Plus Size Vintage Printing Tassels High Waisted Bikini Set","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B01MU9ZY40","B01N107R7Z","Summer Mae Chiffon Short Sleeve V-neck Dress Knee Length Ruched Dress for Women K0 2XL","10","0.20%","10","0.17%","60%","0","0.00%","US$0.00","0"
"B06X9S3MYB","B01N3PMV0O","Summer Mae Women's Black Mesh Ring Swimwear One Piece Swimsuit Bikini","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B06XYHCQ5T","B01N3Q73FG","Summer Mae Women's Colorful Print Swimwear Two Piece Boyshort Bkini","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B01N3UBDH3","B01N3UBDH3","WOMEN'S BOUTIQUE Summer Mae Women's Halter Ruffled Two Piece Swimsuits Swimdress with Short","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B01MEG4DPO","B01N4LAK3O","Summer Mae FlYang Women's Long Sleeve Casual Loose Dress,Lake Blue Green,L","3","0.06%","3","0.05%","67%","0","0.00%","US$0.00","0"
"B01ID5DU64","B01N4M5SU1","Summer Mae Women's Plus Size Swim Dress Printed-Hem Ruffled Swimwear","10","0.20%","10","0.17%","10%","0","0.00%","US$0.00","0"
"B078WRS76W","B01N58NBSP","Womens Knitted Long Sweater Dress Tunic Beige XXL","4","0.08%","4","0.07%","25%","0","0.00%","US$0.00","0"
"B01MU9ZY40","B01N5OOTTL","Summer Mae Chiffon Short Sleeve V-neck Dress Knee Length Ruched Dress for Women K0 4XL","4","0.08%","4","0.07%","25%","0","0.00%","US$0.00","0"
"B01ID5DU64","B01N6P009T","Summer Mae Women's Plus Size Swim Dress Printed-Hem Ruffled Swimwear","4","0.08%","4","0.07%","25%","0","0.00%","US$0.00","0"
"B06X9S3MYB","B01N8P3P19","WOMEN'S BOUTIQUE Summer Mae Women's Black Mesh Ring Swimwear One Piece Swimsuit Bikini","5","0.10%","5","0.08%","20%","0","0.00%","US$0.00","0"
"B06XYHCQ5T","B01N8XD46Q","WOMEN'S BOUTIQUE Summer Mae Women's colorful Print Swimwear Two Piece Boyshort Bkini","13","0.26%","13","0.22%","23%","0","0.00%","US$0.00","0"
"B06XYHCQ5T","B01N8XQPF6","WOMEN'S BOUTIQUE Summer Mae Women's colorful Print Swimwear Two Piece Boyshort Bkini","4","0.08%","4","0.07%","50%","0","0.00%","US$0.00","0"
"B06VVT45TS","B06VVT45TS","Summer Mae Women's Black Mesh One Piece Vintage Swimsuit Tank Swimwear","392","7.94%","542","9.09%","1%","0","0.00%","US$0.00","0"
"B07927XCLN","B06VWQQZLK","Women's One Piece Solid Color Off-shoulder Flounce Monokini Swimwear","4","0.08%","4","0.07%","0%","0","0.00%","US$0.00","0"
"B07927XCLN","B06W2MDDQL","Summer Bay Women One Piece Solid Color Off-shoulder Flounce Monokini Swimwear","7","0.14%","7","0.12%","71%","0","0.00%","US$0.00","0"
"B07927XCLN","B06W2MGY1F","Women's One Piece Solid Color Off-shoulder Flounce Monokini Swimwear","4","0.08%","4","0.07%","0%","0","0.00%","US$0.00","0"
"B077G58GFN","B06W2PGTD7","Summer Mae Women One Piece Vintage Floral Printed Pin Up Backless Triangle Monokini Swimsuits","8","0.16%","9","0.15%","89%","0","0.00%","US$0.00","0"
"B07927XCLN","B06W57JDKH","Summer Bay Women One Piece Solid Color Off-shoulder Flounce Monokini Swimwear","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B077G58GFN","B06W5D2991","Summer Mae Women One Piece Vintage Floral Printed Pin Up Backless Triangle Monokini Swimsuits","6","0.12%","6","0.10%","83%","0","0.00%","US$0.00","0"
"B07927XCLN","B06WD5WS19","Women's One Piece Solid Color Off-shoulder Flounce Monokini Swimwear","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B077G58GFN","B06WGTX4V8","Summer Mae Women One Piece Vintage Floral Printed Pin Up Backless Triangle Monokini Swimsuits","6","0.12%","6","0.10%","67%","0","0.00%","US$0.00","0"
"B06X9S3MYB","B06X9S3MYB","WOMEN'S BOUTIQUE Summer Mae Women's Black Mesh Ring Swimwear One Piece Swimsuit Bikini","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B06XFRG6PZ","B06XFQKV5X","Summer Mae Women's Pineapple Printing Halter Padding Bikini Set","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B077FYHG3V","B06XFS7QB2","Summer Mae Women's Sky Blue Lace Up Leopard Bottom Padding Bikini Set","3","0.06%","3","0.05%","67%","0","0.00%","US$0.00","0"
"B077RWG5LY","B06XRVQGKC","Women One Piece Swimsuit Deep V-Neck Pattern Swimwear Cross-Back High Cut Monokini Bathing Suits Pink 5XL","17","0.34%","19","0.32%","100%","0","0.00%","US$0.00","0"
"B077RWG5LY","B06XRVQKRT","Women One Piece Swimsuit Deep V-Neck Pattern Swimwear Cross-Back High Cut Monokini Bathing Suits Pink 4XL","14","0.28%","16","0.27%","100%","0","0.00%","US$0.00","0"
"B077FYHG3V","B06XT1CWTK","Women's Front Cross Printing Bottom Halter Bikini Set","3","0.06%","3","0.05%","33%","0","0.00%","US$0.00","0"
"B06XWRSNMH","B06XWPMW26","Summer Mae Women's Off The Shoulder Frill Geometric Striped One Piece Bathing Suit Bikini","9","0.18%","10","0.17%","100%","0","0.00%","US$0.00","0"
"B06XWRSNMH","B06XWQGYFH","Summer Mae Women's Off The Shoulder Frill Geometric Striped One Piece Bathing Suit Bikini","5","0.10%","6","0.10%","67%","0","0.00%","US$0.00","0"
"B06XWRSNMH","B06XWQSHYX","Summer Mae Women's Off The Shoulder Frill Geometric Striped One Piece Bathing Suit Bikini","8","0.16%","10","0.17%","100%","0","0.00%","US$0.00","0"
"B06XWRSNMH","B06XWRSNMH","Summer Mae Women's Off The Shoulder Frill Geometric Striped One Piece Bathing Suit Bikini","21","0.43%","26","0.44%","0%","0","0.00%","US$0.00","0"
"B07927PLZ2","B06XY63NPZ","Summer Bay Women's Two Piece Off Shoulder Swimsuits High Waisted Bikini Set","4","0.08%","4","0.07%","0%","0","0.00%","US$0.00","0"
"B07927PLZ2","B06XY9HVBV","Summer Bay Women's Two Piece Off Shoulder Swimsuits High Waisted Bikini Set","4","0.08%","4","0.07%","0%","0","0.00%","US$0.00","0"
"B07927PLZ2","B06XYB2BTQ","Summer Bay Women's Two Piece Off Shoulder Swimsuits High Waisted Bikini Set","4","0.08%","4","0.07%","0%","0","0.00%","US$0.00","0"
"B06XYHCQ5T","B06XYHCQ5T","WOMEN'S BOUTIQUE Summer Mae Women's Colorful Print Swimwear Two Piece Boyshort Bkini","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B07927XCLN","B06XYHXMWL","Summer Bay Women One Piece Solid Color Off-shoulder Flounce Monokini Swimwear","4","0.08%","4","0.07%","0%","0","0.00%","US$0.00","0"
"B07927PLZ2","B06XYK2FNV","Summer Bay Women's Two Piece Off Shoulder Swimsuits High Waisted Bikini Set","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B07927XCLN","B06XYK5PPM","Summer Bay Women One Piece Solid Color Off-shoulder Flounce Monokini Swimwear","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B07927XCLN","B06XYL2F6S","Summer Bay Women One Piece Solid Color Off-shoulder Flounce Monokini Swimwear, Red01, Medium","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B07927PLZ2","B06XYLBKBR","Summer Bay Women's Two Piece Off Shoulder Swimsuits High Waisted Bikini Set","4","0.08%","4","0.07%","0%","0","0.00%","US$0.00","0"
"B07927XCLN","B06XYLNQ1F","Summer Bay Women One Piece Solid Color Off-shoulder Flounce Monokini Swimwear","5","0.10%","5","0.08%","60%","0","0.00%","US$0.00","0"
"B07927PLZ2","B06XYMP9HX","Summer Bay Women's Two Piece Off Shoulder Swimsuits High Waisted Bikini Set","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B06ZXRRTX2","B06Y6CWDF6","WOMEN'S BOUTIQUE Summer Mae Women's Rose Floral Swimwear Two Piece Tank Tankini Top & Swim Skirt","6","0.12%","6","0.10%","33%","0","0.00%","US$0.00","0"
"B06ZXRRTX2","B06ZXRRTX2","WOMEN'S BOUTIQUE Summer Mae Women's Purple Pattern Swimwear Two Piece Tankini Top & Bottom","8","0.16%","9","0.15%","22%","0","0.00%","US$0.00","0"
"B01H14OWBA","B06ZXXQDY3","Summer Mae Women's Two Piece colorful Print Swimwear Tankini Top With Short","9","0.18%","9","0.15%","44%","0","0.00%","US$0.00","0"
"B01H14OWBA","B06ZY75RWB","Summer Mae Women's Two Piece colorful Print Swimwear Tankini Top With Short","4","0.08%","4","0.07%","50%","0","0.00%","US$0.00","0"
"B06ZXRRTX2","B06ZYX6MBT","WOMEN'S BOUTIQUE Summer Mae Women's Purple Pattern Swimwear Two Piece Tankini Top & Bottom","8","0.16%","8","0.13%","0%","0","0.00%","US$0.00","0"
"B06XYHCQ5T","B06ZZBQM3B","WOMEN'S BOUTIQUE Summer Mae Women's Push Up Polka Dot Swimwear Two Piece Boyshort Bkini","4","0.08%","4","0.07%","0%","0","0.00%","US$0.00","0"
"B01H14OWBA","B06ZZN8QHJ","Summer Mae Women's Two Piece colorful Print Swimwear Tankini Top With Short","7","0.14%","7","0.12%","29%","0","0.00%","US$0.00","0"
"B077FYHG3V","B07115MLY8","Summer Mae Women 2 Pcs Bikini Set Triangle Top Brazilian Bottom Velvet Swimsuit Swimwear","6","0.12%","6","0.10%","0%","0","0.00%","US$0.00","0"
"B077FYHG3V","B07116N1LG","Summer Mae Women's Sky Blue Lace Up Leopard Bottom Padding Bikini Set","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B077FYHG3V","B07117Q43M","Summer Mae Women's Sky Blue Lace Up Leopard Bottom Padding Bikini Set","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B078S7DMW1","B0711RJCRZ","Summer Bay Women's Plus Size Swim Mesh High Neck One Piece Swimsuit","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B06XWRSNMH","B0714MHMB7","Summer Mae Women's Off The Shoulder Frill Geometric Striped One Piece Bathing Suit Bikini","4","0.08%","4","0.07%","25%","0","0.00%","US$0.00","0"
"B07BKX6K8W","B0716XWQ18","Summer Mae Women Plus Size Mesh Swimwear Two Piece Halter Tankini Swimdress Cover up","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B06XWRSNMH","B0717777H3","Summer Mae Women's Off The Shoulder Frill Geometric Striped One Piece Bathing Suit Bikini","4","0.08%","4","0.07%","25%","0","0.00%","US$0.00","0"
"B06ZXRRTX2","B071CF5CXC","WOMEN'S BOUTIQUE Summer Mae Women's Striped Swimwear Two Piece Halter Tankini Top & Bottom","19","0.38%","20","0.34%","0%","0","0.00%","US$0.00","0"
"B06XYHCQ5T","B071CTW4K6","WOMEN'S BOUTIQUE Summer Mae Women's Push Up Polka Dot Swimwear Two Piece Boyshort Bkini","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B01H14OWBA","B071CVTX5C","Summer Mae Women's Two Piece colorful Print Swimwear Tankini Top With Short","11","0.22%","13","0.22%","15%","0","0.00%","US$0.00","0"
"B01H14OWBA","B071D5BVVF","Summer Mae Women's Two Piece colorful Print Swimwear Tankini Top With Short","5","0.10%","5","0.08%","40%","0","0.00%","US$0.00","0"
"B06XYHCQ5T","B071DDXBNN","Summer Mae Women's Push Up Polka Dot Swimwear Two Piece Boyshort Bkini","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B01H14OWBA","B071DFVNKL","Summer Mae Women's Two Piece colorful Print Swimwear Tankini Top With Short","6","0.12%","6","0.10%","67%","0","0.00%","US$0.00","0"
"B078TF25PS","B071DV9D1Q","Summer Mae Womens One Piece Floral Lace Swimwear Printed Multi-Rope Harness Bathing Suit","6","0.12%","6","0.10%","83%","0","0.00%","US$0.00","0"
"B078TF25PS","B071DV9DK1","Summer Mae Womens One Piece Floral Lace Swimwear Printed Multi-Rope Harness Bathing Suit","4","0.08%","4","0.07%","25%","0","0.00%","US$0.00","0"
"B078W54M9Q","B071G5C3M3","Summer Mae Women Sexy Leaves Print Lace Up Padding One Piece Monokini Swimsuit Bikini","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B07927PLZ2","B071G5PW8X","Summer Bay Women's Floral Top Stripe Bottom Padding Bikini Set","9","0.18%","9","0.15%","44%","0","0.00%","US$0.00","0"
"B06XWRSNMH","B071GQNCYS","Summer Mae Women's Off The Shoulder Frill Geometric Striped One Piece Bathing Suit Bikini","4","0.08%","4","0.07%","25%","0","0.00%","US$0.00","0"
"B07927PLZ2","B071GYJZHG","Summer Bay Women's Halter African Print Two Piece Swimsuit High Waisted Chic Bikini Set","2","0.04%","2","0.03%","0%","0","0.00%","US$0.00","0"
"B072JT82B4","B071JLRH8Z","Summer Mae Women Plus Size Ethnic Printed Splicing Casual Pocket Dress","2","0.04%","2","0.03%","50%","0","0.00%","US$0.00","0"
"B01N3UBDH3","B071JRJQWZ","Summer Mae Women's Off Shoulder Blushing Pink Floral One Piece Ruffle Swimsuit","5","0.10%","5","0.08%","0%","0","0.00%","US$0.00","0"
"B078W54M9Q","B071JRNY83","Summer Mae Women's High Neck Green Leaves Print Lace Up One Piece Monokini Swimsuit","1","0.02%","1","0.02%","0%","0","0.00%","US$0.00","0"
"B077FYHG3V","B071KV1GG7","Summer Mae Women 2 Pcs Bikini Set Triangle Top Brazilian Bottom Velvet Swimsuit Swimwear","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B06XYHCQ5T","B071R2J8ZP","WOMEN'S BOUTIQUE Summer Mae Women's Push Up Polka Dot Swimwear Two Piece Boyshort Bkini","8","0.16%","8","0.13%","12%","0","0.00%","US$0.00","0"
"B071RSFFND","B071RSFFND","Summer Mae Women's Plus Size Polka Dot/Striped Two Piece Tankini Tank Top & Bottom","5","0.10%","6","0.10%","0%","0","0.00%","US$0.00","0"
"B071RSG7X8","B071RSG7X8","Summer Mae Women's Plus Size Striped Two Piece Tankini Push up Top & Bottom","1","0.02%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B077G1736K","B071RSHZBJ","Summer Mae Women's Sexy Bandage Bikini Set Push-up Padded 2 Piece Swimsuit Swimwear","1","0.02%","1","0.02%","100%","0","0.00%","US$0.00","0"
"B078PJN3DS","B071S45R26","Summer Mae Women's Plus Size V-Neck Gradient Lace Beach Dress","7","0.14%","7","0.12%","100%","0","0.00%","US$0.00","0"
"B078S7DMW1","B071VS5T89","Summer Bay Women's Plus Size Swim Mesh High Neck One Piece Swimsuit","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B06XWRSNMH","B071W2X9CV","Summer Mae Women's Off The Shoulder Frill Geometric Striped One Piece Bathing Suit Bikini","4","0.08%","4","0.07%","25%","0","0.00%","US$0.00","0"
"B072JT82B4","B071WJY8WZ","Summer Mae Women Plus Size Ethnic Printed Splicing Casual Pocket Dress","6","0.12%","10","0.17%","80%","0","0.00%","US$0.00","0"
"B078W54M9Q","B071WP4TYK","Summer Mae Women Sexy Leaves Print Lace Up Padding One Piece Monokini Swimsuit Bikini","3","0.06%","3","0.05%","0%","0","0.00%","US$0.00","0"
"B073WVKN64","B071X8Z4K4","WOMEN'S BOUTIQUE Summer Mae Women's V-Neck Watermelon Print One Piece Swimsuit","4","0.08%","4","0.07%","0%","0","0.00%","US$0.00","0"
