Merchant SKU	Fulfillment Network SKU	ASIN	Title	Reserved Quantity	Reserved - Customer Order	Reserved - FC Transfer	Reserved - FC Processing
POLO-1503-RD-L	B0788KNNJ7	B0788KNNJ7	MOCOTONO Men's Long Sleeve Casual Collared Polo Shirt Top Red L	1	0	1	0
POLO-1503-BK-L	B0788K43ZX	B0788K43ZX	MOCOTONO Men's Long Sleeve Casual Collared Polo Shirt Top Black L	1	1	0	0
POLO-1503-NY-L	B078HS362X	B078HS362X	MOCOTONO Men's Long Sleeve Casual Collared Polo Shirt Top Navy Blue L	2	2	0	0
POLO-1503-RD-M	B0788LK2N3	B0788LK2N3	MOCOTONO Men's Long Sleeve Casual Collared Polo Shirt Top Red M	1	0	0	1
POLO-SB014-GN-XL	B076DF9XV2	B076DF9XV2	MOCOTONO Men's Long Sleeve Casual Golf Polo Shirt Green X-Large	2	2	0	0
POLO-1503-GR-L	B0788JGZ5J	B0788JGZ5J	MOCOTONO Men's Long Sleeve Casual Collared Polo Shirt Top Grey L	1	1	0	0
POLO-SB1503-BK-L	X001T33YAB	B0788K43ZX	MOCOTONO Men's Long Sleeve Casual Collared Polo Shirt Top Black L	3	1	1	1
POLO-SB014-NY-L	B076D13MD3	B076D13MD3	Mocotono Men's Long Sleeve Casual Golf Polo Shirt Navy Blue Large	1	0	0	1
SHIRT-SB002-BK-L	B074DV9RC7	B074DV9RC7	MOCOTONO Men's Long Sleeve Regular Fit Plaid Button Down Casual Shirts Black Large	1	0	0	1
POLO-SB1503-BK-S	X001T34Z1D	B0788MSNZ9	MOCOTONO Men's Long Sleeve Casual Collared Polo Shirt Top Black S	6	0	6	0
POLO-SB1503-NY-M	X001T3DL6X	B0728K5VXT	MOCOTONO Men's Long Sleeve Casual Collared Polo Shirt Top Navy Blue M	9	1	7	1
POLO-SB014-YL-XL	B076D4JCLQ	B076D4JCLQ	MOCOTONO Men's Long Sleeve Casual Golf Polo Shirt Yellow (Brown) X-Large	1	0	0	1
POLO-SB014-YL-S	B076D4JLHB	B076D4JLHB	MOCOTONO Men's Long Sleeve Casual Golf Polo Shirt Yellow (Brown) Small	1	0	0	1
POLO-SB1503-NY-L	X001T328K3	B078HS362X	MOCOTONO Men's Long Sleeve Casual Collared Polo Shirt Top Navy Blue L	8	0	8	0
POLO-SB1503-RD-L	X001T328JT	B0788KNNJ7	MOCOTONO Men's Long Sleeve Casual Collared Polo Shirt Top Red L	4	0	3	1
POLO-SB1503-BK-M	X001T2R62T	B0788L5FHK	MOCOTONO Men's Long Sleeve Casual Collared Polo Shirt Top Black M	5	0	4	1
WQS-BN-1503-GR-M	B0788LXZHN	B0788LXZHN	MOCOTONO Men's Long Sleeve Casual Collared Polo Shirt Top Grey M	1	1	0	0
WQS-BN-1503-RO-L	B0788KNNJ7	B0788KNNJ7	MOCOTONO Men's Long Sleeve Casual Collared Polo Shirt Top Red L	1	0	1	0
WQS-BN-1503-KO-L	B0788K43ZX	B0788K43ZX	MOCOTONO Men's Long Sleeve Casual Collared Polo Shirt Top Black L	1	1	0	0
SHIRT-SB002-RNBL-2XL	B074DV3V6N	B074DV3V6N	MOCOTONO Men's Long Sleeve Regular Fit Plaid Button Down Casual Shirts Red & Navy XX-Large	3	1	2	0
WQS-BN-1503-RO-M	B0788LK2N3	B0788LK2N3	MOCOTONO Men's Long Sleeve Casual Collared Polo Shirt Top Red M	1	0	0	1
SHIRT-SB002-LB-XL	B074DTQM6Q	B074DTQM6Q	MOCOTONO Men's Long Sleeve Regular Fit Plaid Button Down Casual Shirts Light Blue X-Large	1	0	0	1
WQS-BN-1503-GR-L	B0788JGZ5J	B0788JGZ5J	MOCOTONO Men's Long Sleeve Casual Collared Polo Shirt Top Grey L	1	1	0	0
